"","cct","cal_esp1","N1","cal_esp2","N2","cal_esp3","N3","PromedioSecundaria","NTotal"
"17815","07KSC0040W",315.01591152615,9,280.93968963623,4,329.890354701451,7,308.615318621277,20
"17816","07KSC0064F",300.29904683431,6,286.473510742188,3,274.639739990234,2,287.137432522244,11
"17817","07KSC0067C",374.11164855957,2,0,0,0,0,124.70388285319,2
"17818","07KSC0041V",270.740325927734,3,331.296112060547,2,406.045883178711,2,336.027440388997,7
"17819","07KTV0129C",394.640203857422,5,0,0,0,0,131.546734619141,5
"17820","07KTV0106S",500.278114318848,4,321.120574951172,1,357.66130065918,2,393.019996643066,7
"17821","07KTV0108Q",0,0,0,0,385.678283691406,4,128.559427897135,4
"17822","07KTV0093E",427.526763916016,1,0,0,372.187835693359,7,266.571533203125,8
"17823","07KSC0042U",322.61604309082,8,334.04258219401,12,371.580786810981,9,342.746470698604,29
"17824","07KSC0051B",457.013305664062,1,363.608235677083,3,485.093640136719,5,435.238393825955,9
"17825","07KTV0144V",352.865936279297,8,296.546371459961,4,342.968414306641,1,330.793574015299,13
"17826","07KSC0003S",0,0,384.704162597656,1,0,0,128.234720865885,1
"17827","07KSC0004R",382.235717773438,2,428.057678222656,1,474.699760437012,4,428.331052144368,7
"17828","07KTV0046U",285.201812744141,3,356.4211970738,7,416.762649536133,4,352.795219784691,14
"17829","07KTV0047T",392.00090304288,11,451.279711914062,5,402.027418656783,11,415.102677871242,27
"17830","07KTV0012D",367.61476789202,7,357.561030069987,12,364.880889892578,2,363.352229284862,21
"17831","07KTV0097A",479.981964111328,2,398.271209716797,2,0,0,292.751057942708,4
"17832","07KTV0096B",0,0,579.825622558594,1,521.307189941406,2,367.044270833333,3
"17833","07KTV0130S",442.444381713867,4,469.265206076882,11,0,0,303.90319593025,15
"17834","07KTV0049R",432.61442565918,12,484.792977469308,7,413.586446126302,9,443.664616418263,28
"17835","07KTV0050G",371.228032430013,6,313.523700714111,4,372.960250854492,8,352.570661332872,18
"17836","07KTV0051F",479.906242370605,4,360.495668683733,7,401.880651855469,5,414.094187636602,16
"17837","07KTV0003W",312.690687391493,18,301.995783487956,12,357.599198285271,17,324.095223054907,47
"17838","07KSC0044S",498.501303932884,11,297.59189860026,6,357.590408325195,2,384.561203619446,19
"17839","07KSC0045R",340.08262125651,6,394.193683624268,8,403.621196746826,8,379.299167209201,22
"17840","07KSC0046Q",298.22559483846,12,316.995878601074,10,416.194352583452,11,343.805275340995,33
"17841","07KSC0061I",418.092144775391,5,366.443954467773,4,454.444036865234,10,412.993378702799,19
"17842","07KTV0089S",0,0,610.226684570312,4,491.368322753906,20,367.19833577474,24
"17843","07KTV0090H",0,0,655.103576660156,8,575.337127685547,8,410.146901448568,16
"17844","07KTV0008R",585.145515441895,4,521.948419189453,5,508.148382568359,5,538.414105733236,14
"17845","07KTV0103V",520.87890625,1,383.724090576172,2,0,0,301.534332275391,3
"17846","07KSC0077J",313.900054931641,1,266.754772186279,4,0,0,193.551609039307,5
"17847","07KSC0047P",366.70810546875,5,351.227305094401,6,427.274822235107,8,381.736744266086,19
"17848","07KSC0055Y",358.239349365234,1,377.745290120443,3,390.893747965495,3,375.626129150391,7
"17849","07KTV0101X",383.732070922852,6,325.465898786272,7,366.327053493924,9,358.508341067683,22
"17850","07KTV0110E",367.82074991862,6,406.239715576172,3,434.742908477783,8,402.934457990858,17
"17851","07KTV0107R",245.483856201172,1,323.690475463867,4,381.367655436198,3,316.847329033746,8
"17852","07KTV0132Q",0,0,280.393524169922,2,381.878295898438,2,220.75727335612,4
"17853","07KSC0054Z",335.470314025879,4,347.967684427897,6,380.207336425781,3,354.548444959852,13
"17854","07KSC0069A",325.586059570312,4,274.268255233765,8,0,0,199.951438268026,12
"17855","07KTV0062L",348.344055175781,2,474.274770100911,6,591.950907389323,3,471.523244222005,11
"17856","07KTV0085W",0,0,433.932328965929,9,547.621074676514,8,327.184467880814,17
"17857","07KTV0017Z",0,0,420.523040771484,8,514.457110595703,5,311.660050455729,13
"17858","07KTV0133P",383.950439453125,5,431.180774688721,8,477.591720581055,2,430.907644907633,15
"17859","07KTV0063K",369.086318969727,6,304.060363769531,6,400.363510131836,4,357.836730957031,16
"17860","07KSC0060J",297.111862182617,6,300.474141438802,6,437.219521658761,7,344.935175093393,19
"17861","07KTV0080A",288.856628417969,2,280.870452880859,1,459.501678466797,1,343.076253255208,4
"17862","07KTV0086V",441.985275268555,2,287.894165039062,2,0,0,243.293146769206,4
"17863","07KTV9315P",421.499938964844,2,420.752166748047,1,437.906555175781,3,426.719553629557,6
"17864","07KTV0031S",366.533508300781,1,403.075720893012,9,418.72780863444,6,396.112345942745,16
"17865","07KTV0030T",358.310986328125,5,426.003407796224,6,499.577911376953,5,427.964101833767,16
"17866","07KTV0027F",385.530578613281,1,442.467023577009,7,460.01505279541,4,429.3375516619,12
"17867","07KTV0028E",0,0,376.716018676758,2,376.137268066406,1,250.951095581055,3
"17868","07KTV0029D",410.095748901367,2,418.879432678223,4,475.455493164062,5,434.810224914551,11
"17869","07KTV0025H",0,0,381.068603515625,4,427.634872436523,2,269.567825317383,6
"17870","07KTV0118X",0,0,388.781585693359,1,459.997517903646,3,282.926367865668,4
"17871","07KTV0059Y",0,0,370.657150268555,2,370.246307373047,2,246.967819213867,4
"17872","07KTV0023J",455.240287780762,4,543.399047851562,4,452.275071885851,9,483.638135839392,17
"17873","07KTV0021L",330.991058349609,2,423.115379333496,2,382.233520507812,2,378.779986063639,6
"17874","07KTV0024I",0,0,372.134536743164,2,382.462707519531,1,251.532414754232,3
"17875","07KTV0074Q",398.072937011719,1,292.332622528076,4,421.568420410156,2,370.65799331665,7
"17876","07KTV0055B",356.424331665039,4,310.210266113281,1,428.20964050293,6,364.948079427083,11
"17877","07KTV0087U",396.359710693359,2,361.542391967773,10,348.754577636719,1,368.885560099284,13
"17878","07KTV0019X",396.87707901001,8,416.872411092122,18,413.949420635517,13,409.232970245883,39
"17879","07KTV0060N",461.371024391868,11,406.737314860026,6,402.12361907959,4,423.410652777161,21
"17880","07KSC0015X",337.099143981934,4,331.90843963623,4,290.101104736328,2,319.702896118164,10
"17881","07KSC0078I",383.59455871582,2,274.543788909912,4,331.171325683594,1,329.769891103109,7
"17882","07KSC0016W",320.506988525391,1,0,0,411.665537516276,3,244.057508680556,4
"17883","07KSC0012Z",306.404561360677,9,293.589213779994,7,309.098999023438,1,303.03092472137,17
"17884","07KSC0023F",0,0,0,0,358.315521240234,3,119.438507080078,3
"17885","07KTV0125G",0,0,433.060163709852,9,489.120915730794,6,307.393693146882,15
"17886","07KSC0057W",347.959442138672,1,0,0,397.165405273438,4,248.37494913737,5
"17887","07KSC0014Y",358.901885986328,1,292.550434112549,4,381.432474772135,3,344.294931623671,8
"17961","07PES0647C",491.358276367188,9,541.284961407001,13,552.724273681641,7,528.455837151943,29
"17962","07EES0168O",707.772180730646,55,526.311551825945,43,616.958580186632,45,617.014104247741,143
"17963","07ETV0533A",470.905396834664,23,457.284413304822,29,476.239105224609,21,468.142971788032,73
"17964","07ETV1065E",365.612031936646,16,604.948830740792,14,417.427972793579,16,462.662945157006,46
"17965","07ETV0466T",414.873777389526,16,451.836084702436,17,514.710842356962,17,460.473568149641,50
"17966","07ETV0307E",550.950752407897,51,537.088954467773,50,564.866099357605,32,550.968602077758,133
"17967","07ETV0509A",612.894466145833,15,555.192150878906,15,502.01490020752,8,556.700505744086,38
"17968","07ETV0914I",391.300016923384,44,467.342501831055,20,496.27554110823,29,451.639353287556,93
"17969","07DST0095F",560.551074379369,152,415.35154488646,162,568.982667933873,175,514.9617623999,489
"17970","07DST0122M",340.332085269621,87,315.850472982828,77,398.012991428375,64,351.398516560275,228
"17971","07EES0146C",479.641940487132,85,427.703585257897,104,456.302669949002,117,454.549398564677,306
"17972","07ETV0431D",478.134984970093,48,337.848899439762,57,404.858942871094,50,406.947609093649,155
"17973","07ETV0650Q",671.086793122468,54,709.464887695313,50,534.451789669874,41,638.334490162552,145
"17974","07ETV0676Y",409.394958496094,13,484.833360460069,9,403.745357513428,8,432.65789215653,30
"17975","07ETV1017V",689.331946739784,26,642.875266520182,30,621.550015357233,31,651.252409539066,87
"17976","07ETV1056X",616.621049499512,20,606.458637438322,19,651.582003506747,22,624.887230148194,61
"17977","07ETV1195Y",357.216938939588,29,730.72650978782,22,549.926680131392,11,545.9567096196,62
"17978","07PES0207F",342.119781494141,21,335.259725803282,41,419.20013029679,23,365.526545864738,85
"17979","07ETV0638V",547.51813117494,94,486.03209522283,107,346.360528966883,91,459.970251788217,292
"17980","07ETV1114X",491.841045032848,22,542.689118067423,48,499.240579458383,26,511.256914186218,96
"17981","07ETV0181O",443.843077087402,40,442.321799538352,44,625.347061548478,39,503.837312724744,123
"17982","07ETV0182N",503.709285389293,22,479.191759381975,21,394.830958048503,18,459.244000939924,61
"17983","07ETV0810N",590.882518853082,45,431.511125647503,46,475.654563502262,19,499.349402667615,110
"17984","07ETV1024E",637.543549714265,27,495.492197036743,16,567.464724222819,12,566.833490324609,55
"17985","07ETV0225V",452.637525153883,66,448.141582713408,68,517.596076271751,66,472.791728046347,200
"17986","07ETV0805B",389.956974029541,8,463.511206490653,14,505.290279134115,15,452.919486551436,37
"17987","07ETV0253R",558.385094536675,18,645.749227772588,23,627.593509674072,16,610.575943994445,57
"17988","07ETV0435Z",415.352978388468,24,471.012956407335,18,547.608252785423,22,477.991395860409,64
"17989","07KTV0033Q",357.182120689979,13,431.769716389974,15,443.160151163737,12,410.70399608123,40
"17990","07KTV0136M",441.55903116862,3,416.570816040039,2,0,0,286.043282402886,5
"17991","07KTV0004V",400.702081298828,5,402.119415283203,6,517.05736541748,4,439.959620666504,15
"20441","08DTV0184L",326.794549560547,10,320.842627970378,15,341.492401123047,4,329.709859551324,29
"20442","08DTV0034E",386.326963297526,15,463.919899495443,15,477.570116315569,7,442.605659702846,37
"20443","08DTV0093U",659.753395774148,11,675.358895438058,7,410.3929574149,7,581.835082875702,25
"20444","08DTV0100N",346.459766387939,8,362.042016601563,5,394.294437953404,7,367.598740314302,20
"20445","08DTV0106H",407.879425048828,4,349.525329589844,2,431.714500427246,4,396.373085021973,10
"20446","08DST0023L",439.386894226074,64,458.350705128796,53,472.649542236328,50,456.795713863733,167
"20447","08DTV0088I",443.333177354601,9,541.983901977539,4,421.647283935547,5,468.988121089229,18
"20448","08DTV0203J",327.84232635498,10,277.40446472168,2,348.057907104492,2,317.768232727051,14
"20449","08ETV0164X",648.641808760794,19,433.553741455078,14,450.817564530806,22,511.004371582226,55
"20450","08DTV0163Z",277.160598754883,4,348.017799377441,4,337.694580078125,6,320.957659403483,14
"20451","08DTV0128T",379.579254150391,3,510.610717773438,3,497.869848632812,5,462.686606852214,11
"20452","08DTV0097Q",381.707878112793,4,468.414560953776,6,475.847015380859,4,441.989818149143,14
"20453","08DES0046D",498.570248603821,48,518.611082458496,50,537.642954271893,43,518.27476177807,141
"20454","08DTV0129S",480.314812155331,17,568.120269775391,10,413.870006016323,14,487.435029315681,41
"20455","08DTV0173F",384.719323730469,5,309.594772338867,5,333.026710510254,4,342.44693552653,14
"20456","08DTV0198O",457.573805067274,9,410.151840209961,2,0,0,289.241881759078,11
"20457","08DTV0144K",349.038825141059,9,348.766525268555,8,426.381174723307,3,374.728841710974,20
"20458","08ETV0109D",498.5123160226,7,538.73095703125,5,434.752738952637,4,490.665337335496,16
"20459","08ETV0031G",392.428964053883,17,398.848162482767,17,396.20420328776,15,395.82710994147,49
"20460","08ETV0063Z",475.765789794922,5,518.533724698153,11,490.929609510634,9,495.076374667903,25
"20461","08DTV0015Q",370.907653808594,3,440.602989196777,4,430.316816541884,9,413.942486515752,16
"20462","08DES0070D",562.199980637123,29,464.129196893601,21,614.392897896145,23,546.907358475623,73
"20463","08ETV0099N",384.508752441406,5,439.13599395752,8,547.205541992187,5,456.950096130371,18
"20464","08ETV0130G",442.061637184837,11,494.70711341271,13,358.214694213867,10,431.661148270471,34
"20465","08DTV0076D",414.582404242622,9,416.307135445731,14,496.566165924072,8,442.485235204142,31
"20466","08DES0032A",503.923918457031,25,463.994620186942,35,443.202352294922,25,470.373630312965,85
"20467","08DTV0176C",338.9775390625,4,389.995385742188,5,384.541107177734,4,371.171343994141,13
"20468","08DTV0147H",302.260041978624,9,358.985394287109,5,356.753625488281,5,339.333020584672,19
"20469","08DTV0197P",305.256791548295,11,0,0,331.808776855469,1,212.355189467921,12
"20470","08ETV0145I",451.690654209682,28,369.622153542259,11,450.952718098958,21,424.088508616966,60
"20471","08DTV0019M",384.127310180664,10,416.960341233474,13,569.953839111328,5,457.013830175155,28
"20472","08DTV0151U",320.096221923828,9,379.605712890625,5,382.077362060547,5,360.593098958333,19
"20473","08ETV0125V",480.576563517253,18,551.469858169556,16,560.590696447036,17,530.879039377948,51
"20474","08ETV0079Z",476.044785272507,21,451.801924485427,13,449.198030911959,13,459.014913556631,47
"20475","08ETV0169S",457.046932644314,9,401.577602386475,8,492.313300238715,9,450.312611756501,26
"20476","08DTV0131G",356.223219807943,15,376.679841475053,22,387.497651941636,17,373.466904408211,54
"20477","08DTV0035D",457.449783325195,6,449.112819671631,8,432.841375732422,5,446.467992909749,19
"20478","08ETV0086J",471.630908966064,8,492.37827835083,20,501.032168918186,9,488.347118745027,37
"20479","08ETV0037A",444.74781036377,20,461.316298540901,17,479.147000399503,11,461.737036434724,48
"20480","08DES0004E",489.695264022077,305,468.955611511901,273,519.797835799288,242,492.816237111089,820
"20481","08DST0043Z",520.398693325794,269,510.883008418192,262,554.753136771066,224,528.678279505017,755
"20482","08EES0181H",430.605962579901,99,425.852797154018,70,458.231581978176,69,438.230113904031,238
"20483","08EES0202D",451.051415536918,153,417.037017025165,134,493.120236533029,112,453.736223031704,399
"20484","08PES0243J",520.354125976562,15,480.574665742762,17,518.338781738281,20,506.422524485869,52
"20485","08ETV0013R",411.128618876139,12,446.327626546224,9,452.84666273329,9,436.767636051884,30
"20486","08DES0065S",478.926911787553,66,451.798874273533,41,505.002537841797,50,478.576107967628,157
"20487","08DES0042H",488.94664255778,24,468.123472086589,30,511.435494384766,25,489.501869676378,79
"20488","08ETV0077B",490.133136890553,27,389.495646757238,34,449.250639415923,21,442.959807687904,82
"20489","08PES0011T",563.067782285983,189,555.377984320367,143,555.536146190069,146,557.993970932139,478
"20490","08PES0055Q",640.728712602095,198,638.645712330855,181,640.313013203939,180,639.895812712296,559
"20491","08PES0078A",590.912656822983,49,578.234895125679,46,583.944158935547,60,584.36390362807,155
"20492","08PES0087I",592.874967481269,61,541.028027569806,54,571.150595092773,60,568.351196714616,175
"20493","08PES0093T",596.794296756867,62,557.370371325263,58,584.271639142718,56,579.478769074949,176
"20494","08PES0095R",544.301164122834,174,556.971860156634,191,542.837614914467,174,548.036879731311,539
"20495","08PES0171G",573.656663894653,16,502.314068962546,17,518.131701660156,15,531.367478172452,48
"20496","08PES0191U",633.381764379041,58,633.750404825016,49,625.266763240733,47,630.799644148263,154
"20497","08PES0195Q",525.836335500081,24,464.291536712646,20,516.712961832682,15,502.280278015137,59
"20498","08PES0208D",606.742260742187,40,592.411353286432,49,634.019638864618,38,611.057750964412,127
"20499","08PES0210S",503.034301757812,46,495.660006713867,45,505.748569586338,39,501.480959352673,130
"20500","08PES0212Q",568.717246055603,96,559.433565811372,71,626.277356946791,74,584.809389604589,241
"20501","08PES0231E",634.575689043318,28,616.093285260882,35,479.133662173623,19,576.600878825941,82
"20502","08PES0233C",357.335174560547,6,329.321451822917,6,0,0,228.885542127821,12
"20503","08PES0236Z",563.892344156901,9,515.091386583116,9,528.261385830966,11,535.748372190328,29
"20504","08PES0244I",529.950671968006,42,550.38032208067,33,568.80904625202,29,549.713346766899,104
"20505","08PES0252R",536.056603325738,18,456.408887590681,7,552.772869873047,10,515.079453596488,35
"20506","08PES0255O",520.792987060547,20,577.573236083984,15,575.893404279436,14,558.086542474656,49
"20507","08PES0257M",564.738815917969,25,540.45962677002,20,532.667848006539,23,545.955430231509,68
"20508","08PES0260Z",562.422050476074,32,515.099181493123,24,549.488167055192,31,542.336466341463,87
"20509","08PES0269R",516.459474690755,15,415.148212432861,16,666.804985046387,8,532.804224056668,39
"20510","08PST0020T",551.817841984676,65,547.343208761776,68,533.693345336914,50,544.284798694455,183
"20511","08DTV0087J",388.526997884115,3,427.751342773438,3,336.481719970703,1,384.253353542752,7
"20512","08ETV0136A",362.866841634115,6,435.310440063477,6,474.411315917969,2,424.196199205187,14
"20513","08DES0099I",445.527618096799,49,415.358841354782,37,411.445962441934,37,424.110807297839,123
"20514","08ETV0025W",388.444274902344,3,422.918208530971,7,385.041585286458,3,398.801356239924,13
"20515","08DES0048B",466.113004745192,157,443.398234367371,160,471.94836283839,129,460.486533983651,446
"20516","08EST0013D",465.171058109828,168,436.062897273472,168,495.396269079757,146,465.543408154353,482
"20517","08ETV0022Z",354.995506286621,8,338.867301247337,11,346.884813944499,6,346.915873826152,25
"20518","08ETV0113Q",494.559840611049,7,440.370279947917,3,458.873199462891,2,464.601106673952,12
"20519","08DTV0086K",0,0,352.822311401367,2,413.54111328125,5,255.454474894206,7
"20520","08DES0113L",408.488445353958,106,396.050986946403,77,454.874384099787,55,419.804605466716,238
"20521","08DES0008A",407.434890093122,70,385.906338907878,75,477.28349165483,55,423.541573551943,200
"20522","08DES0062V",451.119235665458,35,428.932078846714,57,476.899069892036,54,452.316794801402,146
"20523","08ETV0171G",497.264763465294,39,447.601959690903,33,515.096297652633,27,486.65434026961,99
"20524","08ETV0046I",414.816853841146,3,305.119705200195,2,426.180899483817,7,382.039152841719,12
"20525","08ETV0015P",512.071266174316,12,449.725871494838,14,657.864596896701,9,539.887244855285,35
"20526","08DTV0037B",440.162733811599,13,448.146920340402,7,445.004112243652,12,444.437922131884,32
"20527","08ETV0014Q",448.595050048828,5,424.655932617187,5,457.63569132487,3,443.628891330295,13
"20528","08DES0056K",475.062725830078,15,543.013674528702,23,493.364814309513,17,503.813738222764,55
"20529","08ETV0131F",502.526875813802,6,506.091913859049,6,631.770607503255,15,546.796465725369,27
"20530","08SES0015M",461.243242536272,21,498.130543300084,14,505.363195800781,15,488.245660545712,50
"20531","08ETV0200L",462.615829467773,4,489.034576416016,1,410.977587890625,5,454.209331258138,10
"20532","08ETV0120Z",509.947303771973,4,518.791812472873,9,528.164433797201,12,518.967850014015,25
"20533","08DES0035Y",447.586015784222,23,460.051573253813,21,473.987211608887,20,460.541600215641,64
"20534","08ETV0088H",458.850835164388,6,421.150527954102,6,467.07466343471,7,449.0253421844,19
"20535","08EES0118F",472.485882329006,51,465.653899321685,37,497.169379601112,39,478.436387083934,127
"20536","08EES0119E",481.778237479074,14,548.126170911287,19,520.679752349854,16,516.861386913405,49
"20537","08ETV0115O",424.372344970703,2,412.697105407715,8,391.222045898438,3,409.430498758952,13
"20538","08EES0187B",466.644292990367,96,456.498868408203,75,467.853442001343,80,463.665534466638,251
"20539","08ETV0101L",432.853993733724,3,349.167541503906,2,411.798309326172,1,397.939948187934,6
"20540","08DES0044F",464.344939650151,57,427.442841111568,57,492.121575419108,60,461.303118726942,174
"20541","08ETV0108E",466.09321975708,8,334.910310745239,8,415.168048095703,10,405.390526199341,26
"20542","08DES0009Z",433.832734239366,225,410.063819151658,208,521.637104017163,221,455.177885802729,654
"20543","08DES0011O",460.594246747417,465,427.652618335019,417,480.890953941345,400,456.379273007927,1282
"20544","08DES0017I",494.938859130859,500,486.377265770565,478,500.444009251531,454,493.920044717652,1432
"20545","08DES0021V",458.59182220897,209,416.185270758236,136,458.778013409309,159,444.518368792172,504
"20546","08DES0022U",514.500673413277,256,477.902383995056,240,518.048261460427,241,503.483772956253,737
"20547","08DES0028O",473.817632770538,320,439.276144639501,318,491.647936748112,301,468.247238052717,939
"20548","08DES0033Z",447.434241646848,317,443.738950403725,287,472.704521547176,311,454.625904532583,915
"20549","08DES0040J",431.788640873846,467,397.181647926953,466,454.47552116881,376,427.815269989869,1309
"20550","08DES0069O",418.068037371769,107,413.025237740822,103,450.180238828554,91,427.091171313715,301
"20551","08DES0072B",507.13606303447,37,388.432662963867,46,450.892437744141,45,448.820387914159,128
"20552","08DES0101G",465.22577741979,541,413.410478588142,505,467.729577996563,441,448.788611334832,1487
"20553","08DES0108Z",511.961498110902,408,439.625363268471,363,477.776108473174,245,476.454323284183,1016
"20554","08DES0111N",436.864539307078,279,413.995462852612,228,451.977082807939,182,434.279028322543,689
"20555","08DES0114K",449.288640136719,75,348.312052408854,27,451.050984700521,21,416.217225748698,123
"20556","08DSN0002O",342.014545787464,11,294.965641021729,8,388.446601019965,18,341.808929276386,37
"20557","08DST0002Z",533.988190653073,447,517.627906472925,374,527.788854226299,348,526.468317117432,1169
"20558","08DST0018Z",505.682408273397,337,478.385297494977,279,522.372851358076,209,502.146852375483,825
"20559","08DST0029F",468.260669812479,366,452.37230402249,335,473.591318390906,271,464.741430741958,972
"20560","08DST0032T",479.446537578023,286,447.594784452715,262,472.334202308826,223,466.458508113188,771
"20561","08DST0036P",505.469332081403,258,458.787606740276,257,507.122872216361,224,490.45993701268,739
"20562","08DST0046W",479.165028676937,191,476.928902339935,160,494.147551351519,134,483.41382745613,485
"20563","08DST0050I",454.767211795777,129,457.170555114746,98,439.591127810271,92,450.509631573598,319
"20564","08DST0057B",481.692556234506,312,472.709268751878,325,497.46866622724,304,483.956830404542,941
"20565","08DST0058A",463.974729130186,290,448.875805964235,244,497.771232259932,199,470.207255784785,733
"20566","08DST0061O",543.283429154726,214,494.246531069857,206,485.606967626442,191,507.712309283675,611
"20567","08DST0062N",464.386869957005,221,444.768493810466,193,489.00533916145,151,466.053567642973,565
"20568","08DST0068H",575.405934000651,375,550.859799784999,341,555.79094532378,303,560.685559703143,1019
"20569","08DST0074S",463.070409403762,365,469.754768843217,275,477.174828932691,253,470.000002393223,893
"20570","08DST0077P",432.195094146729,100,401.674055377257,103,429.186392211914,90,421.018513911966,293
"20571","08DST0078O",455.756913331178,222,407.88718665998,194,457.098290063053,173,440.247463351404,589
"20572","08DST0092H",460.861804238681,232,441.375347956558,163,485.984348879022,118,462.740500358087,513
"20573","08EES0016I",478.080821681667,222,491.253909567128,184,488.625288674998,172,485.986673307931,578
"20574","08EES0020V",471.762524965793,177,408.065635113006,188,465.820686942653,152,448.549615673817,517
"20575","08EES0024R",449.14324409731,124,392.977185188456,94,459.081628799438,96,433.734019361735,314
"20576","08EES0052N",550.327136512564,238,530.999682164088,229,581.81064261899,233,554.379153765214,700
"20577","08EES0058H",440.57430779756,67,424.387591247559,50,456.897960794383,58,440.619953279834,175
"20578","08EES0072A",486.448913119702,235,456.522533803259,227,498.780479770237,180,480.583975564399,642
"20579","08EES0075Y",523.855558339615,342,532.761451524304,310,521.686126104676,303,526.101045322865,955
"20580","08EES0076X",522.014819145203,192,496.185198451933,181,530.074819104425,174,516.091612233853,547
"20581","08EES0077W",491.444929284565,236,455.138598278315,198,500.2926523309,190,482.292059964593,624
"20582","08EES0131Z",478.78597783776,179,438.712314960568,172,486.780628919601,128,468.092973905977,479
"20583","08EES0147A",510.063404464722,240,462.667983059072,241,515.946872894777,187,496.22608680619,668
"20584","08EES0164R",480.757589958083,284,431.011684595152,172,445.456411307199,70,452.408561953478,526
"20585","08EES0165Q",463.670564131303,55,397.703198376824,68,453.425365266346,84,438.266375924824,207
"20586","08EES0177V",485.594153171115,180,446.193892078287,169,474.861178241199,158,468.883074496867,507
"20587","08EES0178U",563.830829343934,69,448.263308113004,81,492.499378513645,74,501.531171990194,224
"20588","08EES0182G",426.378462357955,88,399.364607170447,67,427.566900452571,67,417.769989993657,222
"20589","08EES0185D",542.309797363281,150,488.630832519531,150,536.914263608644,139,522.618297830486,439
"20590","08EES0198H",490.87207914924,297,443.909081395018,283,470.549436119993,259,468.443532221417,839
"20591","08EES0199G",461.261563137845,111,434.571890570901,88,492.192686511624,62,462.675380073457,261
"20592","08EES0203C",492.271280545967,215,456.067803387666,199,474.192734014793,183,474.177272649475,597
"20593","08EES0204B",460.187674728094,102,424.917698704919,86,449.555274963379,80,444.886882798797,268
"20594","08EES0205A",427.728340526619,202,408.944039467654,163,451.221293379621,164,429.297891124631,529
"20595","08ETV0116N",406.766346931458,32,334.856375041761,38,451.895122821514,26,397.839281598244,96
"20596","08ETV0117M",491.960505167643,36,407.590983920627,36,447.106587177998,37,448.88602542209,109
"20597","08ETV0134C",396.008634618811,74,432.561210250855,40,457.476252964565,35,428.68203261141,149
"20598","08ETV0168T",475.839212945167,47,345.865358414189,31,353.549239418723,22,391.75127025936,100
"20599","08ETV0205G",414.263946977634,103,410.547587076823,57,469.725683945876,52,431.512406000111,212
"20600","08PES0270G",491.974931989397,56,514.241056500059,33,564.549077814276,33,523.588355434577,122
"20601","08PES0272E",526.689624492939,13,0,0,620.443649291992,8,382.37775792831,21
"20602","08PES0273D",415.245701381138,7,429.963954925537,8,504.223642985026,6,449.811099763901,21
"20603","08PES0276A",478.362896728516,5,559.668739318848,12,463.54736328125,8,500.526333109538,25
"20604","08PES0279Y",486.098345947266,15,461.803230687192,19,511.551591352983,11,486.484389329147,45
"20605","08SES0016L",439.220415810282,129,413.4374968063,129,461.001993937665,83,437.886635518082,341
"20606","08SES0017K",470.781200702374,13,374.875698852539,10,398.18807220459,8,414.614990586501,31
"20607","08SES0018J",403.52020119721,106,402.814026005012,121,437.616210123698,75,414.650145775307,302
"20608","08ETV0190V",481.564678955078,5,463.208333333333,6,448.189457484654,7,464.320823257689,18
"20609","08DTV0098P",408.819641113281,3,491.543404715402,7,485.778369610126,13,462.047138479603,23
"20610","08DES0105C",424.34655530525,33,431.300180053711,30,443.284366062709,28,432.977033807223,91
"20611","08ETV0207E",569.678379405629,22,439.444948832194,12,510.670825958252,16,506.598051398691,50
"20612","08PES0201K",506.560885620117,10,528.251610797385,23,523.895086115057,11,519.56919417752,44
"20613","08DTV0043M",423.944000244141,3,406.226725987026,7,438.255198160807,6,422.808641463991,16
"20614","08DTV0122Z",509.585657293146,11,601.418533325195,6,486.578617095947,8,532.52760257143,25
"20615","08DTV0059N",494.861344557542,13,528.033224252554,13,484.911170959473,12,502.601913256523,38
"20616","08DTV0171H",549.910624186198,6,427.363887241908,7,406.968310546875,5,461.41427399166,18
"20617","08DES0087D",441.430257726599,27,490.386419122869,22,490.374769592285,20,474.063815480584,69
"20618","08DTV0132F",374.818962097168,8,475.737522670201,7,418.374486287435,6,422.976990351601,21
"20619","08DTV0101M",619.106701660156,10,406.912607828776,9,412.798754374186,12,479.606021287706,31
"20620","08PTB0001E",399.219140189035,14,419.280409869026,17,465.988054547991,21,428.162534868684,52
"20621","08SES0021X",511.058340633617,17,533.096257324219,25,648.443435668945,18,564.19934454226,60
"20622","08DTV0135C",378.328513251411,18,562.149738018329,13,641.344403948103,14,527.274218405948,45
"20623","08DTV0115P",501.913891601563,5,375.200080871582,4,375.214546203613,4,417.442839558919,13
"20624","08PST0009X",513.120374891493,18,501.135044263757,23,485.073913574219,18,499.776444243156,59
"20625","08SES0001J",490.288565837162,142,586.948313621238,135,570.234554426044,141,549.157144628148,418
"20626","08DTV0134D",364.528691609701,12,334.412213134766,5,400.188362121582,12,366.376422288683,29
"20627","08PES0239X",473.892682393392,12,503.346758674173,17,499.423342618075,11,492.220927895213,40
"20628","08DTV0167V",372.656181335449,4,401.35107421875,4,472.129760742188,1,415.379005432129,9
"20629","08ETV0162Z",438.866849459135,13,402.862258911133,14,432.053363037109,20,424.594157135792,47
"20630","08DTV0185K",323.485041809082,10,324.679265340169,6,431.814605712891,2,359.992970954047,18
"20631","08DTV0157O",540.574763371394,26,466.549520639273,13,376.828830718994,8,461.317704909887,47
