"","cct","cal_esp1","N1","cal_esp2","N2","cal_esp3","N3","PromedioSecundaria","NTotal"
"628","01DST0004D",287.571003247333,186,430.798675889914,173,453.40570963428,179,390.591796257176,538
"629","01DST0005C",517.340073523983,496,543.867908692463,462,592.228425567559,449,551.145469261335,1407
"630","01DST0006B",428.585171419031,102,455.982090370328,102,473.696434422543,114,452.754565403967,318
"631","01DST0007A",450.682726652726,46,456.041484832764,24,506.766452495868,52,471.163554660453,122
"632","01DST0008Z",447.082208251953,175,492.870263820741,164,513.841752058976,143,484.598074710557,482
"633","01DST0009Z",472.61656138936,122,483.820266593216,117,508.432028602151,136,488.289618861576,375
"634","01DST0010O",450.218747779681,323,460.064029811584,291,494.30269152832,250,468.195156373195,864
"635","01DST0011N",476.690202376422,272,465.89684931917,265,527.179343795776,240,489.922131830456,777
"636","01DST0012M",461.770362067945,165,476.372479788865,158,565.405021449498,140,501.182621102103,463
"637","01DST0013L",420.974259149461,42,443.320571205833,44,513.264312744141,27,459.186381033145,113
"638","01DST0014K",444.721568467882,90,448.77008351972,62,482.654862623948,78,458.715504870517,230
"639","01DST0015J",464.024818606493,82,488.802784007984,91,496.752095639127,103,483.193232751201,276
"640","01DST0016I",435.808823918722,83,439.53658877286,110,458.045236846547,81,444.463549846043,274
"641","01DST0017H",525.838899051442,34,486.112223963584,31,508.089846403702,23,506.680323139576,88
"642","01DST0018G",473.472075602214,75,479.271314348493,56,522.522293754246,69,491.755227901651,200
"643","01DST0019F",410.900972325167,139,436.838481903076,128,442.981578524151,126,430.240344250798,393
"644","01DST0020V",471.572623456111,244,476.010755517017,261,505.513807850499,248,484.365728941209,753
"645","01DST0021U",411.641851180639,156,436.113134384155,144,480.091976042717,124,442.61565386917,424
"646","01DST0022T",488.640227065749,367,503.512013019813,319,534.947968535371,273,509.033402873644,959
"647","01DST0023S",438.600380582431,227,437.382213065814,239,476.769649115134,254,450.91741425446,720
"648","01DST0024R",502.080994139326,376,508.750185321829,358,560.480997928353,344,523.770725796503,1078
"649","01DST0028N",430.451969105114,275,436.249720178176,263,497.157704487604,277,454.619797923631,815
"650","01DST0029M",572.05378115907,392,536.089140022575,385,596.359146160906,357,568.16735578085,1134
"651","01DST0030B",430.631160923692,122,485.207890560752,133,506.411592356364,120,474.083547946936,375
"652","01DST0031A",409.98786387724,204,453.812374643179,195,477.073023681641,175,446.957754067353,574
"653","01DST0032Z",450.16300053383,67,514.300264994303,60,526.465759277344,62,496.976341601826,189
"654","01DST0033Z",450.445114135742,36,442.555261230469,40,442.119865054176,42,445.040080140129,118
"655","01DST0034Y",461.794774530477,259,452.092096171248,218,510.60902588943,232,474.831965530385,709
"656","01DST0035X",527.976718052277,489,516.67354461735,469,570.814433936909,466,538.488232202179,1424
"657","01DST0036W",474.729965546243,363,462.526332590032,374,501.054099308894,325,479.43679914839,1062
"658","01DST0037V",479.145783494783,298,477.427075369078,281,537.717955975727,269,498.096938279863,848
"659","01DST0038U",417.885434977214,465,410.057948403953,409,461.120401424832,360,429.687928268666,1234
"660","01DST0039T",447.490383253572,181,435.563166800262,173,480.679403271195,169,454.577651108343,523
"661","01DTV0001U",497.456512451172,24,445.886359320747,18,492.102381388346,18,478.481751053422,60
"662","01DTV0002T",471.709838867188,84,469.726945753221,77,520.895850872171,58,487.44421183086,219
"663","01DTV0004R",502.433288574219,41,460.822899228051,63,541.37734630496,43,501.544511369076,147
"664","01DTV0005Q",405.911301676432,15,434.024347719939,23,441.04557800293,16,426.993742466434,54
"665","01DTV0006P",450.006950827206,17,561.096982683454,14,634.267971038818,8,548.457301516493,39
"666","01DTV0009M",422.868730742356,29,438.662623814174,21,510.320283677843,18,457.283879411458,68
"667","01DTV0010B",448.843938337054,35,429.799940321181,36,526.828004455566,40,468.4906277046,111
"668","01DTV0011A",473.406720842634,14,483.776216506958,16,450.504145695613,13,469.229027681735,43
"669","01DTV0012Z",418.292748345269,27,461.527097261869,26,476.002584184919,28,451.940809930686,81
"670","01DTV0013Z",481.886723836263,24,477.415064697266,25,459.904067382813,25,473.06861863878,74
"671","01DTV0014Y",493.922110817649,11,514.39348929269,7,533.221673583984,5,513.845757898108,23
"672","01DTV0015X",488.970248135653,11,476.662495006214,11,433.451847621373,7,466.361530254414,29
"673","01DTV0016W",390.689722061157,16,503.149607340495,12,495.081338882446,16,462.973556094699,44
"674","01DTV0018U",461.291206359863,52,500.854307213608,49,488.423693292791,55,483.523068955421,156
"675","01DTV0019T",468.009047589983,70,461.113610609522,53,507.670282298121,58,478.930980165876,181
"676","01DTV0020I",489.9358364928,51,490.407369937537,53,524.398527807119,49,501.580578079152,153
"677","01DTV0021H",415.105207469365,73,452.292240553636,65,472.538280843099,75,446.645242955367,213
"678","01DTV0022G",449.962521507626,21,404.076902601454,18,506.555604480562,21,453.531676196547,60
"679","01DTV0023F",441.578102959527,18,424.226385498047,15,416.920939127604,15,427.575142528393,48
"680","01DTV0025D",508.371524386936,9,527.521141052246,8,510.94510269165,8,515.612589376944,25
"681","01DTV0026C",380.941467285156,17,437.56630897522,16,476.471639633179,16,431.659805297852,49
"682","01DTV0029Z",542.814684186663,14,556.555729792668,13,480.001153564453,10,526.457189181261,37
"683","01DTV0030P",514.598249162946,35,501.858422851563,20,459.551502227783,32,492.002724747431,87
"684","01DTV0032N",450.687232438908,43,458.328407923381,48,507.788194523301,43,472.267944961863,134
"685","01DTV0033M",467.884297688802,45,451.503430060621,53,480.008573470577,31,466.46543374,129
"686","01DTV0034L",426.558965471056,72,415.987148393903,70,485.982777451024,66,442.842963771994,208
"687","01DTV0035K",582.247155325753,28,445.47499593099,21,551.26133219401,30,526.327827816918,79
"688","01DTV0036J",476.912847518921,16,476.580479939779,12,517.960520426432,24,490.484615961711,52
"689","01DTV0038H",416.814671377118,89,405.324490356445,70,470.545441158234,63,430.894867630599,222
"690","01DTV0039G",455.643864558293,13,468.10856628418,14,519.088207538311,13,480.946879460261,40
"691","01DTV0040W",397.609641113281,25,442.159051895142,16,435.673466273717,21,425.14738642738,62
"692","01DTV0041V",398.989339894262,29,431.52912902832,26,451.124267578125,36,427.214245500236,91
"693","01DTV0042U",434.645373535156,30,382.173260232677,23,491.816772460938,30,436.211802076257,83
"694","01DTV0043T",530.728947373687,61,497.847159308356,74,480.809976196289,70,503.128694292778,205
"695","01DTV0045R",447.75630346934,96,479.105638391831,102,500.321109678687,82,475.727683846619,280
"696","01DTV0046Q",393.861738725142,11,472.770867919922,10,415.567216661241,9,427.399941102102,30
"697","01DTV0047P",529.085119338263,21,492.767922537667,21,674.034613037109,20,565.295884971013,62
"698","01DTV0048O",452.463075835129,29,505.05792396947,19,531.734558105469,26,496.418519303356,74
"699","01DTV0049N",404.613616611647,46,417.349830627441,40,495.142738079203,29,439.035395106097,115
"700","01DTV0050C",382.541029188368,9,428.493247292259,11,430.279410622337,11,413.771229034321,31
"701","01DTV0051B",455.872382027762,28,486.841818002554,26,531.974916003999,21,491.563038678105,75
"702","01DTV0052A",486.083038330078,7,457.789131164551,8,499.207660675049,8,481.026610056559,23
"703","01DTV0053Z",446.927405463325,18,445.630070495605,20,486.209335327148,12,459.58893709536,50
"704","01DTV0054Z",502.7925894601,21,474.099034926471,17,623.742328350361,13,533.544650912311,51
"705","01DTV0056X",378.999714442662,14,418.314384460449,16,448.62867863973,24,415.314259180947,54
"706","01DTV0057W",501.690956624349,30,410.65776570638,30,436.472625732422,30,449.60711602105,90
"707","01DTV0060J",429.451636352539,25,491.127055921053,19,473.359216129079,34,464.645969467557,78
"708","01DTV0061I",444.393015289307,40,467.107146126883,42,455.160524204799,35,455.553561873663,117
"709","01DTV0062H",525.039026896159,12,495.704615275065,12,493.816632588704,12,504.853424919976,36
"710","01DTV0065E",428.295307565243,47,474.301345825195,26,530.232706973427,38,477.609786787955,111
"711","01DTV0066D",455.803299412583,66,454.642243141352,43,498.239233398437,50,469.561591984124,159
"712","01DTV0067C",452.991964588995,69,419.693339148233,43,417.863140967584,62,430.182814901604,174
"713","01DTV0068B",443.545396071214,26,479.617178780692,28,457.030638261275,22,460.06440437106,76
"714","01DTV0069A",452.942541758219,60,463.726385850173,52,485.529623782996,66,467.399517130463,178
"715","01DTV0070Q",390.19816641972,29,432.679458125945,31,478.709295975535,19,433.8623068404,79
"716","01DTV0071P",437.528335571289,16,490.767478942871,16,460.199816252056,19,462.831876922072,51
"717","01DTV0072O",463.63328742981,16,442.695458984375,10,539.792385703639,19,482.040377372608,45
"718","01DTV0073N",405.477897907126,29,445.792876066985,27,443.59912109375,32,431.623298355953,88
"719","01DTV0074M",386.270412244295,19,363.358842849731,16,447.432208883351,29,399.020487992459,64
"720","01DTV0075L",464.276916503906,21,455.524388631185,24,497.079428395917,31,472.293577843669,76
"721","01DTV0076K",404.488068973317,34,435.063721575056,35,529.714127760667,26,456.42197276968,95
"722","01DTV0077J",450.229391098022,16,486.824818929036,12,550.313523065476,21,495.789244364178,49
"723","01DTV0078I",411.554990641276,15,464.586005074637,14,512.388087346004,13,462.843027687306,42
"724","01DTV0079H",408.631410871233,14,443.086442427202,11,427.327980735085,11,426.348611344507,36
"725","01DTV0080X",441.42018390524,29,418.294507344564,24,522.249284871419,30,460.654658707074,83
"726","01DTV0081W",413.049614315941,21,410.191181856043,17,447.953123612837,22,423.731306594941,60
"727","01DTV0082V",381.652440851385,11,451.322944641113,8,452.142068481445,10,428.372484657981,29
"728","01DTV0083U",396.448758544922,25,392.630192683293,26,471.016796875,30,420.031916034405,81
"729","01DTV0084T",466.587772914342,7,463.630755954319,18,402.345541817801,14,444.188023562154,39
"730","01DTV0085S",499.172264099121,16,416.492983136858,14,498.424905776978,16,471.363384337652,46
"731","01DTV0086R",581.128084818522,12,561.123423856847,17,638.343676757813,20,593.531728477727,49
"732","01DTV0087Q",469.277362823486,24,417.379585597826,23,455.842993842231,27,447.499980754514,74
"733","01DTV0088P",467.303020658947,21,463.915969122024,21,455.051511764526,16,462.090167181832,58
"734","01DTV0089O",442.364095052083,6,372.570745849609,5,475.035254584418,9,429.990031828704,20
"735","01DTV0090D",414.259111192491,9,444.034888131278,14,436.01911078559,9,431.437703369787,32
"736","01DTV0091C",442.293267822266,15,432.803321838379,24,500.870294189453,15,458.655627950033,54
"737","01DTV0092B",406.306470598493,7,436.238817850749,6,488.317034040179,7,443.62077416314,20
"738","01DTV0093A",444.606329345703,10,498.562082926432,6,482.058764648437,10,475.075725640191,26
"739","01DTV0095Z",511.450502835787,13,490.918774414063,10,494.452541351318,8,498.940606200389,31
"740","01DTV0096Y",582.597145589193,15,559.34078640408,18,430.610645294189,16,524.182859095821,49
"741","01DTV0097X",434.426025390625,8,465.200527191162,8,557.904861450195,4,485.843804677327,20
"742","01DTV0098W",421.259072580645,31,466.931260245187,28,536.920301818848,20,475.036878214893,79
"743","01DTV0099V",466.063102722168,8,521.338448660714,7,540.459264755249,16,509.28693871271,31
"744","01DTV0100U",418.553466796875,11,383.150146484375,4,476.887313842773,6,426.196975708008,21
"745","01DTV0101T",591.000439453125,10,471.16998726981,7,614.098770141602,4,558.756398954846,21
"746","01DTV0102S",426.918352210003,23,404.642514436141,23,444.108587411734,26,425.223151352626,72
"747","01DTV0103R",534.958060370551,18,409.997220039368,16,492.088381253756,13,479.014553887892,47
"748","01DTV0104Q",448.119330512153,9,433.746266682943,3,419.095880126953,5,433.653825774016,17
"749","01DTV0105P",379.173202514648,12,462.081900856712,11,488.109625244141,10,443.121576205167,33
"750","01DTV0106O",413.175071716309,20,464.943828876202,13,456.00146484375,16,444.706788478753,49
"751","01DTV0107N",531.704494628906,25,435.016729406408,37,449.066026017473,37,471.929083350929,99
"752","01DTV0108M",402.175945281982,24,395.70947265625,22,469.370028177897,12,422.41848203871,58
"753","01DTV0109L",338.880560980903,9,447.240675184462,9,370.964782714844,3,385.695339626736,21
"754","01DTV0110A",455.405452728271,16,504.345943675322,17,499.485079084124,14,486.412158495906,47
"755","01DTV0111Z",475.91298421224,12,513.680078125,10,419.537745884487,7,469.710269407242,29
"756","01DTV0112Z",439.38807795598,13,388.967501553622,11,450.1456251878,13,426.167068232467,37
"757","01DTV0113Y",453.035963058472,16,457.832983398437,15,518.175776554988,13,476.348241003966,44
"758","01DTV0114X",490.527200799239,19,383.896742248535,20,583.826849686472,19,486.083597578082,58
"759","01DTV0115W",449.318456476385,11,399.346578744742,13,623.416010538737,12,490.693681919955,36
"760","01DTV0117U",425.278657913208,16,530.367574838492,13,544.981378173828,20,500.209203641843,49
"761","01DTV0118T",592.947961807251,16,527.637270246233,14,581.105311075846,12,567.23018104311,42
"762","01DTV0119S",409.903145237973,19,414.592694091797,20,386.996376546224,15,403.830738625331,54
"763","01DTV0120H",440.820147196452,12,386.115453546697,11,335.709726969401,6,387.54844257085,29
"764","01DTV0121G",429.25647277832,10,478.997741699219,6,497.207862854004,4,468.487359110514,20
"765","01DTV0123E",457.360666910807,18,424.447321573893,18,509.784130859375,10,463.864039781359,46
"766","01DTV0124D",375.28657023112,12,433.371643066406,9,422.140345982143,14,410.266186426556,35
"767","01DTV0126B",435.557636260986,16,461.266339983259,14,475.747741699219,13,457.523905981155,43
"768","01DTV0127A",534.970520019531,1,410.95036315918,4,521.806579589844,3,489.242487589518,8
"769","01DTV0129Z",545.657470703125,4,495.567535400391,5,427.615989685059,4,489.613665262858,13
"770","01DTV0131N",433.15463104248,20,402.816474551246,21,436.835776011149,24,424.268960534959,65
"771","01DTV0132M",519.292016391096,29,494.740814208984,22,596.068890971522,31,536.700573857201,82
"772","01DTV0134K",450.774032592773,30,484.901275634766,22,489.73443282278,19,475.136580350106,71
"773","01DTV0135J",377.856707763672,10,432.301689596737,17,491.281291760896,19,433.813229707102,46
"774","01DTV0137H",473.785497665405,16,443.874997965495,15,455.765062604632,14,457.808519411844,45
"775","01DTV0138G",476.732661655971,42,488.982211026278,33,468.945991067325,34,478.220287916525,109
"776","01DTV0139F",455.006591796875,7,413.719295925564,18,479.253474644252,7,449.32645412223,32
"777","01DTV0140V",441.054058837891,5,397.062526702881,8,452.542419433594,4,430.219668324788,17
"778","01DTV0141U",422.937211213288,27,409.557804361979,30,481.536922878689,27,438.010646151319,84
"779","01DTV0142T",479.042279561361,12,420.302537397905,11,478.340326944987,6,459.228381301418,29
"780","01DTV0143S",472.012224982767,17,427.722436523438,15,488.734128316243,12,462.822929940816,44
"781","01DTV0144R",398.045579390092,11,465.989540793679,11,448.268483479818,15,437.43453455453,37
"782","01DTV0145Q",450.407037353516,10,433.209550123948,13,434.925094604492,14,439.513894027319,37
"783","01DTV0146P",461.5285653779,33,511.488278537326,45,457.391928183066,37,476.802924032764,115
"784","01DTV0147O",343.806065877279,6,403.551588270399,9,504.892677307129,8,417.416777151602,23
"785","01DTV0148N",492.635237844367,19,491.911007151884,17,491.936491466704,21,492.160912154318,57
"786","01DTV0149M",416.153901236398,28,458.689942793413,22,489.111086845398,32,454.651643625069,82
"787","01DTV0150B",417.119803873698,15,358.443222045898,14,448.312087115119,17,407.958371011572,46
"788","01DTV0151A",462.811897277832,4,0,0,393.486961364746,8,285.432952880859,12
"789","01DTV0152Z",450.008807373047,10,494.406162261963,8,467.774971008301,8,470.729980214437,26
"790","01DTV0153Z",335.196157602163,13,424.479772949219,10,422.585283067491,9,394.087071206291,32
"791","01DTV0154Y",513.850391932896,14,506.652720133464,9,472.135241190592,12,497.546117752317,35
"792","01DTV0155X",465.853375983961,33,472.95796585083,32,510.762439230214,23,483.191260355002,88
"793","01DTV0156W",419.678134918213,8,493.877053833008,10,404.873937988281,10,439.476375579834,28
"794","01DTV0157V",606.659342447917,6,386.929438999721,7,557.058369954427,3,516.882383800688,16
"795","01DTV0159T",387.673156738281,12,401.410398043119,13,398.668525695801,16,395.917360159067,41
"796","01DTV0160I",412.615782085218,19,535.150334284856,13,454.174463608686,17,467.313526659586,49
"797","01DTV0162G",411.028476291233,18,487.124746469351,13,462.717604203658,11,453.62360898808,42
"798","01DTV0163F",529.322915782099,23,409.019545491536,15,473.89939710829,9,470.747286127308,47
"799","01DTV0164E",411.244142659505,15,481.87670694987,15,389.717366536458,15,427.612738715278,45
"800","01DTV0165D",517.891437530518,24,490.454584295099,22,474.244288126628,18,494.196769984082,64
"801","01DTV0166C",509.313041178385,15,449.970460311226,23,468.407467796689,21,475.8969897621,59
"802","01DTV0167B",391.866161346436,8,375.740926106771,12,418.435659408569,16,395.347582287259,36
"803","01DTV0168A",443.334434509277,4,413.868537055122,9,449.954549153646,6,435.719173572682,19
"804","01DTV0169Z",485.78791809082,10,576.819030761719,5,388.978047688802,3,483.86166551378,18
"805","01DTV0171O",601.883842468262,16,474.428092262962,11,627.869398637251,11,568.060444456158,38
"806","01DTV0172N",416.333669026693,12,437.322770338792,13,470.418820467862,11,441.358419944449,36
"807","01DTV0173M",487.256268587979,22,448.689644775391,25,510.870225524902,20,482.272046296091,67
"808","01DTV0174L",458.028017911044,11,470.49898952908,9,456.254721901634,11,461.593909780586,31
"809","01DTV0176J",465.082041422526,15,439.674745039506,22,443.185359191895,20,449.314048551309,57
"810","01DTV0177I",345.957263183594,5,364.378425598145,8,484.483424260066,13,398.273037680601,26
"811","01DTV0178H",462.298919677734,9,437.012847900391,8,481.241096496582,16,460.184288024902,33
"812","01DTV0179G",443.134124106549,94,447.019589824061,62,470.360989478327,31,453.504901136312,187
"813","01DTV0180W",425.844772338867,14,485.274041748047,15,451.973019686612,11,454.363944591175,40
"814","01DTV0181V",414.783322143555,45,402.026581805685,46,461.223099093967,45,426.011001014402,136
"815","01DTV0183T",498.253750610352,10,498.47671101888,15,542.946234452097,19,513.225565360443,44
"816","01DTV0184S",452.83293762207,10,444.361938476562,10,497.354058159722,9,464.849644752785,29
"817","01DTV0185R",440.111146406694,22,381.342145001447,27,460.120586688702,13,427.191292698948,62
"859","01KTV0004A",516.833236694336,2,399.663553873698,3,536.526550292969,2,484.341113620334,7
"860","01KTV0007Y",507.639801025391,3,0,0,452.369995117188,6,320.003265380859,9
"861","01KTV0008X",451.472460065569,7,323.500885009766,2,508.631149291992,4,427.868164789109,13
"862","01KTV0009W",392.792900085449,4,0,0,327.666412353516,2,240.153104146322,6
"863","01KTV0011K",561.622924804688,3,483.121643066406,3,570.702880859375,1,538.482482910156,7
"864","01KTV0016F",553.971842447917,3,369.632675170898,2,340.477813720703,1,421.360777113173,6
"865","01KTV0017E",427.751393636068,3,424.006187438965,4,477.376017252604,3,443.044532775879,10
"866","01KTV0018D",418.416595458984,1,529.137420654297,2,433.971598307292,3,460.508538140191,6
"867","01KTV0019C",396.306181335449,10,396.555627441406,5,430.370193481445,8,407.744000752767,23
"868","01KTV0020S",513.250747680664,2,498.977366129557,3,401.384521484375,1,471.204211764865,6
"869","01PES0002S",576.525138065733,145,585.950038553142,139,616.023027996684,129,592.832734871853,413
"870","01PES0003R",624.859618186951,32,609.036880955552,33,621.767207145691,32,618.554568762731,97
"871","01PES0004Q",629.687414353894,31,564.361181310705,37,617.012555290671,34,603.687050318423,102
"872","01PES0006O",533.532487822742,41,455.796452736368,49,586.633525579748,71,525.320822046286,161
"873","01PES0008M",570.784438423488,23,589.76326171875,25,613.099090576172,21,591.215596906137,69
"874","01PES0009L",634.699364446825,31,543.330171938296,27,653.008830566406,25,610.346122317176,83
"875","01PES0010A",587.710535081766,59,562.115707188436,73,627.32111911116,58,592.382453793787,190
"876","01PES0011Z",558.418936593192,7,570.289190118963,11,571.544023301866,9,566.75071667134,27
"877","01PES0012Z",634.226974487305,34,625.870434231228,36,659.55346862793,50,639.883625782154,120
"878","01PES0013Y",481.516296386719,2,631.873016357422,2,607.647994995117,4,573.679102579753,8
"879","01PES0020H",502.710192871094,30,550.496593899197,36,548.021750101229,41,533.74284562384,107
"880","01PES0022F",642.197240193685,12,442.077833387587,9,614.154591878255,9,566.143221819842,30
"881","01PES0023E",599.624420166016,2,623.239965820312,5,619.616046142578,5,614.160144042969,12
"882","01PES0024D",579.422700211808,74,590.908733958929,71,639.341582267515,93,603.224338812751,238
"883","01PES0027A",562.802948869978,35,525.630370140076,32,531.650399780273,30,540.027906263442,97
"884","01PES0029Z",482.741163721624,53,547.329925537109,32,574.395907084147,48,534.822332114294,133
"885","01PES0030O",518.084117182979,27,487.92971641139,19,499.214754544772,13,501.742862713047,59
"886","01PES0031N",540.537529296875,75,610.217166969993,55,645.763163412771,62,598.83928655988,192
"887","01PES0033L",536.309344951923,26,503.253717275766,26,584.913104408666,38,541.492055545452,90
"888","01PES0034K",591.059326171875,7,507.754314422607,8,586.189000447591,12,561.667547014025,27
"889","01PES0035J",545.371316092355,14,547.638594970703,25,538.031438918341,21,543.6804499938,60
"890","01PES0036I",408.612922668457,8,474.910856359145,17,519.460177951389,9,467.661318992997,34
"891","01PES0037H",610.88500884085,33,599.144864908854,30,660.583357747396,30,623.537743832367,93
"892","01PES0039F",572.237382368608,11,499.450446495643,13,596.840584891183,14,556.176137918478,38
"893","01PES0040V",515.940025634766,25,533.053170868845,33,537.948485310872,30,528.980560604828,88
"894","01PES0041U",621.654682573066,83,639.079879581227,85,645.39273319688,86,635.375765117057,254
"895","01PES0044R",493.492287772042,7,473.215128580729,3,425.046010335286,3,463.917808896019,13
"896","01PES0045Q",521.123683582653,22,541.587500678168,27,599.929400634766,25,554.213528298529,74
"897","01PES0046P",536.530204772949,84,493.243983968099,60,546.932509335605,88,525.568899358884,232
"898","01PES0048N",582.328868742912,62,594.945384434291,42,593.023494175502,35,590.099249117569,139
"899","01PES0050B",651.3744943553,58,652.127869275152,49,665.557369995117,40,656.353244541856,147
"900","01PES0051A",683.102361043294,24,594.682219406654,29,633.862553349248,27,637.215711266399,80
"901","01PES0052Z",417.838340759277,8,374.358947753906,5,570.762425013951,7,454.319904509045,20
"902","01PES0053Z",593.941348266602,10,580.829986572266,6,584.646057128906,4,586.472463989258,20
"903","01PES0054Y",486.997128295898,10,556.063437906901,15,541.187465122768,21,528.082677108522,46
"904","01PES0055X",690.651550292969,2,569.658275897686,13,588.059605189732,7,616.123143793462,22
"905","01PES0056W",528.898037892468,53,534.699307528409,44,532.75106262207,50,532.116136014316,147
"906","01PES0057V",565.393643188477,30,484.711809158325,16,573.992435455322,16,541.365962600708,62
"907","01PES0058U",545.634066772461,10,0,0,526.48527593198,23,357.373114234814,33
"908","01PES0059T",538.546082930131,22,553.60946858724,30,622.333985505281,27,571.496512340884,79
"909","01PES0060I",508.162220201994,19,450.185783973107,26,468.529087946965,13,475.625697374022,58
"910","01PES0061H",495.15433078342,9,607.16318359375,10,622.223960876465,8,574.847158417878,27
"911","01PES0062G",560.041834050959,22,602.671244303385,9,668.071768624442,7,610.261615659595,38
"912","01PES0063F",566.078626360212,7,605.30022757394,21,565.777890014648,10,579.052247982933,38
"913","01PES0064E",595.790563964844,5,0,0,626.348175048828,4,407.379579671224,9
"914","01PES0065D",599.770244109325,39,593.531311907087,35,639.163794381278,28,610.821783465897,102
"915","01PES0066C",455.854659016927,15,502.589248657227,12,0,0,319.481302558051,27
"916","01PES0067B",655.805745442708,3,522.787643432617,4,0,0,392.864462958442,7
"1016","01PST0001L",554.273139747413,37,486.213952636719,40,605.143638754791,53,548.543577046308,130
"1017","01PST0004I",491.407600402832,8,475.37641768022,11,510.243811035156,10,492.342609706069,29
"1018","01PST0005H",530.047907829285,32,483.655422973633,20,513.422016490589,22,509.041782431169,74
"1019","01PST0006G",604.749826049805,20,616.92596282959,20,656.753798166911,24,626.143195682102,64
"1020","01PST0007F",497.569702148438,37,492.567713419596,36,562.293328285217,32,517.47691461775,105
"1021","02DES0001N",508.834926751569,391,498.090725416548,356,490.492653899878,341,499.139435355998,1088
"1022","02DES0002M",466.339576285881,333,445.808682830906,321,465.517308800815,349,459.221855972534,1003
"1023","02DES0003L",552.105047046629,468,547.814501053248,468,588.783183758075,468,562.900910619317,1404
