"","cct","cal_mat1","N1","cal_mat2","N2","cal_mat3","N3","PromedioSecundaria","NTotal"
"44560","13DTV0606O",353.642004013062,24,446.303803710937,25,411.791954345703,25,403.912587356567,74
"44561","13DTV0671O",400.653912579572,27,461.376690488873,33,423.730907034367,47,428.587170034271,107
"44562","13DTV0772M",554.489585474918,19,509.713850021362,16,416.360645494963,19,493.521360330414,54
"44563","13DTV0776I",417.145277235243,18,470.747266496931,14,436.286525950712,17,441.393023227629,49
"44564","13DES0002S",485.063265814297,138,494.674388444343,147,496.055003671085,136,491.930885976575,421
"44565","13DES0010A",489.806931724844,516,513.852730137961,448,503.505788260644,436,502.388483374483,1400
"44566","13DES0025C",463.635917542473,63,506.590849982368,72,512.401695838341,65,494.209487787727,200
"44567","13DES0046P",488.134901434828,231,540.738407293955,192,534.119217411164,186,520.997508713316,609
"44568","13DES0073M",492.10574130911,189,509.141515615035,196,524.490894135975,189,508.579383686707,574
"44569","13DES0090C",446.917814193233,124,481.123482840402,91,475.018936806537,94,467.686744613391,309
"44570","13DES0098V",448.075306047712,35,508.847310093471,35,504.28797376478,37,487.070196635321,107
"44571","13DES0105O",576.519856452942,64,663.39836531419,52,576.768778307685,58,605.562333358272,174
"44572","13DES0017U",506.138149991949,188,592.535519102544,209,548.765641021728,200,549.146436705407,597
"44573","13DES0036I",435.977503946383,73,486.279732981036,93,461.375623779297,100,461.210953568905,266
"44574","13DES0064E",466.837637099862,213,506.903788539342,175,500.621849863153,228,491.454425167452,616
"44575","13DES0067B",479.839269775391,125,524.451827533429,130,553.214720523719,132,519.168605944179,387
"44576","13DES0091B",505.66406193486,54,523.845326577463,62,538.318280342298,39,522.60922295154,155
"44577","13DES0111Z",501.509130063264,46,525.149639750636,43,534.038255092076,35,520.232341635325,124
"44578","13DES0006O",476.110408964611,252,492.600315049808,259,489.612560742522,292,486.107761585647,803
"44579","13DES0059T",519.149332885742,150,582.431032291129,121,563.778554455987,116,555.119639877619,387
"44580","13DES0072N",493.431597212671,71,486.079369735718,80,610.935241699219,68,530.148736215869,219
"44581","13PES0078M",588.293056141246,22,596.029048374721,28,546.913792536809,26,577.078632350925,76
"44582","13PES0127E",481.944187164307,8,552.241734822591,6,551.110483805339,9,528.432135264079,23
"44583","13PES0135N",488.181749343872,16,590.263549804688,23,580.02100016276,15,552.82209977044,54
"44584","13PES0072S",623.772525460379,35,576.349579874675,30,621.473903309215,44,607.19866954809,109
"44585","13PES0133P",531.733646392822,8,690.034556070964,6,874.037353515625,1,698.601851993137,15
"44586","13PES0145U",492.202305385045,7,531.260871887207,12,561.76340637207,10,528.408861214774,29
"44587","13PES0156Z",426.113296508789,6,484.589149475098,4,0,0,303.567481994629,10
"44588","13DST0020Z",476.858372497559,20,490.62442452567,21,502.315475463867,16,489.932757495698,57
"44589","13DST0021Z",474.363809204102,50,515.611843922099,61,543.728757858276,64,511.234803661492,175
"44590","13DST0023X",451.085028243391,73,458.296996447505,49,484.766711509391,73,464.716245400096,195
"44591","13DST0024W",494.102002692945,33,507.163794817243,35,534.687964046703,34,511.98458718563,102
"44592","13DST0059L",447.79352449116,38,452.283828735352,46,475.667482816256,52,458.581612014256,136
"44593","13DST0003J",477.124017684186,122,507.300507451447,142,494.061277590923,161,492.828600908852,425
"44594","13DST0004I",498.63989137922,140,527.179816005992,147,495.01477216238,166,506.944826515864,453
"44595","13DST0008E",466.990963346395,199,488.272145180247,199,475.830305311415,216,477.031137946019,614
"44596","13DST0047G",519.728378086874,73,533.141349255199,71,529.24399130685,84,527.371239549641,228
"44597","13DST0048F",506.450726420939,119,528.265088155995,115,512.679815439078,104,515.798543338671,338
"44598","13DTV0079M",456.153737386068,6,474.039189265325,13,553.6244140625,10,494.605780237964,29
"44599","13DTV0133Q",439.921696133084,18,498.469273885091,12,482.067319335937,25,473.486096451371,55
"44600","13DTV0143X",511.438821792603,16,484.469217400802,19,519.803985595703,19,505.237341596369,54
"44601","13DTV0226F",545.101984197443,11,550.456506729126,16,512.526817908654,13,536.028436278408,40
"44602","13DTV0227E",483.91160028631,22,516.940867832729,14,519.229701829993,23,506.694056649678,59
"44603","13DTV0264I",478.674378551136,55,533.497071329753,60,541.252704565076,69,517.808051481988,184
"44604","13DTV0265H",600.598658243815,12,511.76847076416,16,621.617687649197,18,577.994938885724,46
"44605","13DTV0318W",441.740712483724,6,502.350118001302,6,614.042302449544,6,519.37771097819,18
"44606","13DTV0334N",429.32014380561,18,497.053357805525,14,471.998184204102,14,466.123895271745,46
"44607","13DTV0339I",563.35556241549,65,579.792590141296,64,545.399568528395,65,562.849240361727,194
"44608","13DTV0340Y",469.795300651999,17,489.468986874535,21,531.86952318464,28,497.044603570391,66
"44609","13DTV0407P",474.14605140686,16,539.7697265625,15,567.400168026195,17,527.105315331852,48
"44610","13DTV0421I",625.999763997396,15,557.45637512207,12,545.559219360352,18,576.338452826606,45
"44611","13DTV0426D",632.589763641357,16,624.202927533318,17,477.888779584099,17,578.227156919591,50
"44612","13DTV0456Y",510.894012451172,3,478.119430541992,4,394.115987141927,3,461.043143378364,10
"44613","13DTV0521H",557.159685636822,19,589.493154774541,23,511.234363555908,24,552.62906798909,66
"44614","13DTV0637H",425.845064798991,12,529.05908203125,4,411.522426829619,17,455.475524553287,33
"44615","13DTV0681V",569.711271740141,21,548.74433026995,14,679.430380684989,14,599.295327565027,49
"44616","13DTV0750A",544.538129229878,43,658.082073676877,41,625.830806187221,21,609.483669697992,105
"44617","13DTV0022L",543.067747167639,148,537.588999812764,133,582.398861272548,123,554.351869417651,404
"44618","13DTV0027G",493.381077621922,33,578.616828918457,32,628.267499287923,24,566.755135276101,89
"44619","13DTV0061N",502.796484375,35,488.953494367928,29,489.55270690918,30,493.767561884036,94
"44620","13DTV0077O",534.817157745361,24,527.363437428194,17,578.480381011963,16,546.886992061839,57
"44621","13DTV0185W",622.498555501302,12,679.541723632812,10,648.82975769043,8,650.290012274848,30
"44622","13DTV0186V",557.137856876149,17,524.094850019975,22,531.663779810855,19,537.63216223566,58
"44623","13DTV0187U",489.173293541218,29,525.013702392578,32,507.879675823709,23,507.355557252502,84
"44624","13DTV0188T",604.561118647737,53,627.734145424583,44,661.049331292873,41,631.114865121731,138
"44625","13DTV0189S",478.732788085938,14,471.469310215541,14,526.683853149414,14,492.295317150298,42
"44626","13DTV0234O",382.466911315918,8,452.688041687012,4,434.352490234375,10,423.169147745768,22
"44627","13DTV0272R",573.995309012277,14,575.695243835449,20,702.125850423177,15,617.272134423634,49
"44628","13DTV0273Q",444.1538449242,21,427.998468399048,16,496.427274431501,28,456.19319591825,65
"44629","13DTV0298Z",499.102437872636,19,525.810518617983,27,488.550881522042,21,504.48794600422,67
"44630","13DTV0307Q",462.543780096646,29,487.427568518597,23,538.389558410645,20,496.120302341963,72
"44631","13DTV0324G",452.853385925293,12,556.573154025608,9,535.52300453186,16,514.983181494254,37
"44632","13DTV0356Z",517.136399841309,20,518.349568028604,31,541.936890546013,34,525.807619471975,85
"44633","13DTV0520I",431.420544433594,5,559.934356689453,10,510.666076660156,14,500.673659261068,29
"44634","13DTV0555Y",441.148996988932,9,500.895599365234,7,476.788421630859,11,472.944339328342,27
"44635","13DTV0619S",477.43463570731,7,418.430643717448,9,533.404351128472,9,476.42321018441,25
"44636","13DTV0635J",514.712579900568,11,534.056248982747,6,524.127595901489,16,524.298808261602,33
"44637","13DTV0661H",475.748287200928,8,546.810413360596,8,565.985665893555,10,529.514788818359,26
"44638","13DTV0721F",458.754876327515,40,477.895194789342,35,487.610255060969,37,474.753442059275,112
"44639","13DTV0785Q",456.97301864624,24,506.777520315988,14,525.899326171875,25,496.549955044701,63
"44640","13DTV0067H",505.267436634411,11,577.03889465332,10,550.375120035807,15,544.227150441179,36
"44641","13DTV0069F",435.326794433594,5,485.976547241211,8,501.270971679687,5,474.191437784831,18
"44642","13DTV0100Z",563.634841918945,24,450.98742574056,30,490.738874866116,31,501.787047508541,85
"44643","13DTV0258Y",425.125363667806,12,579.391459873744,14,599.895184834798,12,534.804002792116,38
"44644","13DTV0283X",480.385017796567,19,496.253102269666,29,583.530752247778,29,520.056290771337,77
"44645","13DTV0301W",536.969564208984,25,566.00756072998,24,525.82083309398,17,542.932652677648,66
"44646","13DTV0331Q",493.674952915737,14,472.195795232599,11,540.5012179288,11,502.123988692379,36
"44647","13DTV0333O",555.341552734375,2,679.389190673828,4,792.91943359375,5,675.883392333984,11
"44648","13DTV0396Z",451.843447598544,11,408.857846069336,10,559.574996948242,6,473.425430205374,27
"44649","13DTV0402U",676.839556012835,7,556.632699148996,7,560.884465535482,6,598.118906899104,20
"44650","13DTV0490E",555.527392578125,5,598.700491333008,10,499.956436157227,4,551.39477335612,19
"44651","13DTV0491D",511.405726114909,12,602.966594989483,13,585.629092746311,18,566.667137950234,43
"44652","13DTV0492C",437.091519442472,11,522.523345947266,10,487.723354763455,9,482.446073384397,30
"44653","13DTV0553Z",534.943335342407,80,620.1253187997,56,625.109390557981,51,593.392681566696,187
"44654","13DTV0554Z",585.470241001674,7,577.210127397017,11,714.321216930043,11,625.667195109578,29
"44655","13DTV0592B",497.300685882568,8,495.679405212402,12,473.366701761882,12,488.782264285617,32
"44656","13DTV0292E",526.807283401489,16,551.563171386719,12,593.236942066866,17,557.202465618358,45
"44657","13DTV0308P",499.198582803049,31,551.223757011946,43,532.03346862793,30,527.485269480975,104
"44658","13DTV0327D",588.438043033375,34,695.232925415039,32,493.574482509068,28,592.415150319161,94
"44659","13DTV0400W",504.95947265625,14,539.182907104492,14,446.745655732996,17,496.962678497913,45
"44660","13DTV0424F",517.764803466797,25,544.049993515015,16,568.683060418992,21,543.499285800268,62
"44661","13DTV0458W",496.275503719554,17,548.209399414063,15,529.331041608538,14,524.605314914052,46
"44662","13DTV0579H",543.781667073568,9,512.220404052734,5,453.886932373047,8,503.296334499783,22
"44663","13DTV0580X",497.974545992338,13,506.20352935791,8,470.54872639974,9,491.575600583329,30
"44664","13DTV0658U",397.388641357422,12,451.971952165876,14,541.206489562988,16,463.522361028762,42
"44665","13DTV0659T",445.061806815011,7,475.474725341797,10,523.713830566406,5,481.416787574405,22
"44666","13DTV0665D",508.596252441406,2,596.905039469401,12,478.509056091309,8,528.003449334039,22
"44667","13DTV0707M",529.993948800223,14,600.97287495931,12,643.474279785156,10,591.48036784823,36
"44668","13DTV0009R",563.256319173177,15,550.181730651855,20,643.24403889974,27,585.560696241591,62
"44669","13DTV0014C",479.780399169922,25,486.575408935547,24,506.62901188777,26,490.994939997746,75
"44670","13DTV0016A",789.77197265625,11,575.297653198242,16,593.441128001494,17,652.836917951995,44
"44671","13DTV0075Q",450.537612915039,7,0,0,491.26638285319,12,313.934665256076,19
"44672","13DTV0101Y",459.133976236979,15,537.317684775905,19,473.086754294003,17,489.846138435629,51
"44673","13DTV0297Z",520.460736083984,15,493.48931052468,11,433.944061279297,12,482.631369295987,38
"44674","13DTV0321J",483.343409220378,6,487.581716918945,10,465.217998504639,16,478.714374881321,32
"44675","13DTV0336L",402.980773925781,1,0,0,470.652150472005,3,291.210974799262,4
"44676","13DTV0348Q",438.737963867187,15,567.304221413352,11,531.810982259115,15,512.617722513218,41
"44677","13DTV0361K",506.001644358915,17,560.75937461853,16,531.351991441515,18,532.70433680632,51
"44678","13DTV0363I",356.434061686198,3,480.545399983724,6,523.679962158203,3,453.553141276042,12
"44679","13DTV0415Y",548.56381338614,27,574.864789326986,24,544.178398581112,17,555.869000431413,68
"44680","13DTV0429A",460.355313814603,26,492.991886393229,15,556.772430419922,27,503.373210209251,68
"44681","13DTV0433N",400.271802035245,22,480.666762579055,21,498.764985518022,22,459.901183377441,65
"44682","13DTV0501U",454.779615129743,7,430.913909912109,9,506.88822719029,7,464.193917410714,23
"44683","13DTV0537I",453.680763244629,4,557.455732073103,7,503.937067667643,6,505.024520995125,17
"44684","13DTV0586R",406.014914376395,7,455.021813964844,10,492.118217468262,8,451.051648603167,25
"44685","13DTV0588P",551.848805745443,6,523.35194905599,12,535.203762054443,8,536.801505618625,26
"44686","13DTV0590D",633.657077789307,16,606.861090087891,10,571.447834014893,16,603.988667297363,42
"44687","13DTV0192F",463.120119912284,28,569.75762125651,30,544.082515869141,25,525.653419012645,83
"44688","13DTV0222J",509.79077351888,15,507.591878255208,15,534.376736727628,11,517.253129500572,41
"44689","13DTV0312B",524.543635777065,14,483.727030436198,15,476.67592976888,15,494.982198660714,44
"44690","13DTV0349P",436.362860107422,5,459.631702423096,8,499.58686689897,11,465.193809809829,24
"44691","13DTV0457X",456.952388218471,14,509.270543416341,12,501.312063363882,13,489.178331666231,39
"44692","13DTV0544S",754.142127990723,8,753.567649841309,8,565.034317016602,4,690.914698282878,20
"44693","13DTV0545R",508.217763264974,6,474.042373657227,10,459.027430216471,6,480.429189046224,22
"44694","13DTV0546Q",487.213338216146,6,510.669212341309,4,485.341423882378,9,494.407991479944,19
"44695","13DTV0578I",442.429737437855,11,544.753875732422,8,499.673578898112,12,495.619064022796,31
"44696","13DTV0584T",435.999282836914,6,461.1081570712,11,486.58799235026,6,461.231810752792,23
"44697","13DTV0585S",415.618783569336,10,641.49043412642,11,655.412892659505,12,570.840703451754,33
"44698","13DTV0587Q",480.678395589193,12,586.279402299361,11,492.444928487142,12,519.800908791898,35
"44699","13DTV0706N",591.753942871094,5,570.169881184896,6,578.227809361049,7,580.050544472346,18
"44700","13DTV0733K",417.487004897174,17,577.113983154297,9,509.933230929905,18,501.511406327125,44
"44701","13DTV0090I",494.263193303888,22,490.601440429688,20,533.432601031135,17,506.099078254904,59
"44702","13DTV0102X",529.639927033455,31,553.112281060988,31,569.907666719877,26,550.886624938107,88
"44703","13DTV0293D",486.782030378069,14,547.729403409091,11,517.175880940755,15,517.229104909305,40
"44704","13DTV0351D",520.451474609375,25,507.661558263442,17,557.607569155486,23,528.573534009434,65
"44705","13DTV0384V",455.690402560764,9,487.692396375868,9,458.871936504657,13,467.418245147097,31
"44706","13DTV0416X",424.135666983468,14,471.124393463135,24,511.093762484464,22,468.784607643689,60
"44707","13DTV0422H",473.550273895264,8,476.488303444602,11,486.700826009115,6,478.91313444966,25
"44708","13DTV0505Q",504.108276367188,7,488.299450683594,5,470.672105577257,9,487.693277542679,21
"44709","13DTV0506P",414.806009928385,6,456.624471028646,6,493.289037068685,6,454.906506008572,18
"44710","13DTV0507O",526.962188720703,8,530.354414506392,11,569.398232596261,7,542.238278607785,26
"44711","13DTV0538H",478.362013596755,13,529.102230834961,10,554.867573131214,11,520.777272520977,34
"44712","13DTV0539G",467.095711086107,23,475.596392118014,26,539.459393953022,19,494.050499052381,68
"44713","13DTV0540W",533.725306460732,19,513.613464355469,14,537.522653432993,13,528.287141416398,46
"44714","13DTV0541V",329.035634358724,3,422.239807128906,1,432.297058105469,2,394.524166531033,6
"44715","13DTV0624D",548.500543930951,17,519.648301344651,13,536.784009660993,14,534.977618312199,44
"44716","13DTV0654Y",547.209810256958,16,472.574534098307,9,416.500893729074,7,478.761746028113,32
"44717","13DES0037H",504.419462333605,103,515.380111694336,82,545.758251144225,83,521.852608390722,268
"44718","13DES0078H",467.96067060504,57,486.360382606243,58,479.950778592017,62,478.0906106011,177
"44719","13DST0016N",456.728004299864,98,507.663918631417,98,491.908205179068,104,485.433376036783,300
"44720","13DTV0005V",441.626805623372,18,509.572412400019,21,589.840633994655,19,513.679950672682,58
"44721","13DTV0026H",510.696704340916,51,534.616724917763,57,579.990089748217,46,541.767839668965,154
"44722","13DTV0167G",563.113564385308,18,534.877557754517,16,535.037227085659,21,544.342783075161,55
"44723","13DTV0358X",495.87506539481,21,567.8122013637,14,733.078480440028,17,598.921915732846,52
"44724","13DTV0374O",497.586303710938,16,412.513756888253,14,492.081737649852,29,467.393932749681,59
"44725","13DTV0399X",596.356221516927,9,531.706550011268,13,587.444877222965,19,571.835882917053,41
"44726","13DTV0480Y",514.225313313802,15,679.001293945312,20,612.795509338379,16,602.007372199164,51
"44727","13DTV0508N",510.846820068359,15,457.018600463867,18,483.688864315257,17,483.851428282495,50
"44728","13DTV0509M",484.738833220109,23,560.916079566592,21,555.718117850167,14,533.79101021229,58
"44729","13DTV0610A",519.433361598424,28,595.681003277118,26,582.198918457031,25,565.771094444191,79
"44730","13DTV0611Z",685.100986056858,9,534.512067522321,7,538.955364990234,10,586.189472856471,26
"44731","13DTV0614X",486.487637837728,12,462.938664754232,12,458.664044189453,10,469.363448927138,34
"44732","13DTV0632M",502.622796800401,18,498.196061567827,11,572.985354105631,12,524.601404157953,41
"44733","13DTV0702R",467.704706827799,18,500.146942138672,6,458.112243652344,6,475.321297539605,30
"44734","13DTV0725B",461.340937296549,6,526.433001708984,5,538.662829589844,10,508.812256198459,21
"44735","13DTV0726A",490.772532145182,3,540.511581420898,2,534.115447998047,9,521.799853854709,14
"44736","13DTV0748M",514.068504333496,12,437.183488633898,18,543.138075256348,20,498.130022741247,50
"44737","13DTV0756V",420.072200520833,15,424.217351277669,12,436.115025838216,12,426.801525878906,39
"44738","13DTV0767A",414.128670828683,7,454.830774943034,6,431.394941057478,7,433.451462276398,20
"44739","13DTV0034Q",464.880045572917,18,481.100201416016,15,495.095211452908,18,480.35848614728,51
"44740","13DTV0040A",486.627552861753,23,540.431693581974,34,629.930817824144,26,552.330021422623,83
"44741","13DTV0098A",503.402304077148,20,524.96985168457,10,487.319094340007,12,505.230416700575,42
"44742","13DTV0193E",473.621810186477,21,474.514176802202,22,492.859329223633,10,480.331772070771,53
"44743","13DTV0223I",533.81453676577,27,546.142826203377,31,629.860993818803,22,569.93945226265,80
"44744","13DTV0343V",621.662952423096,8,645.870608681127,19,611.02548495206,11,626.186348685427,38
"44745","13DTV0362J",501.821005249023,10,566.76003519694,6,531.493109130859,5,533.358049858941,21
"44746","13DTV0522G",472.182809829712,16,402.747548421224,3,407.386856079102,4,427.439071443346,23
"44747","13DTV0523F",556.378055826823,15,531.487585885184,14,525.731092664931,18,537.865578125646,47
"44748","13DTV0524E",465.173696899414,10,421.787333170573,9,551.531537373861,12,479.497522481283,31
"44749","13DTV0536J",445.901253836496,14,593.041324615479,8,549.68766784668,10,529.543415432885,32
"44750","13DTV0583U",603.141589355469,10,653.217010498047,10,588.072326660156,8,614.810308837891,28
"44751","13DTV0722E",543.701574152166,11,675.161840820312,5,713.861987304688,5,644.241800759055,21
"44752","13DTV0257Z",430.188250454989,22,484.379398052509,26,524.135575358073,30,479.567741288524,78
"44753","13DTV0427C",513.34792981829,28,561.675904926501,19,579.142146519252,14,551.388660421347,61
"44754","13DTV0479I",452.69209759052,26,513.942406149471,17,467.657695770264,16,478.097399836752,59
"44755","13DTV0547P",503.497290039062,15,555.035402738131,13,496.379253040661,11,518.303981939285,39
"44756","13DTV0548O",475.575274237271,29,499.58694297389,19,609.84738445282,32,528.336533887994,80
"44757","13DTV0549N",413.54370964898,18,472.367577803762,19,482.469958137063,17,456.127081863269,54
"44758","13DTV0612Z",445.383514404297,10,501.206941731771,15,507.917957652699,11,484.836137929589,36
"44759","13DTV0613Y",461.428019205729,6,454.363060845269,9,523.023124694824,16,479.604734915274,31
"44760","13DTV0615W",491.961048126221,12,538.523950750178,11,573.929226345486,9,534.804741740628,32
"44761","13DTV0616V",382.332744251598,11,523.813633510045,7,508.082903693704,17,471.409760485116,35
"44762","13DTV0617U",414.516088312322,11,415.812513871626,11,498.461098807199,14,442.929900330383,36
"44763","13DTV0618T",447.783609490646,19,493.880530617454,22,488.109190288343,19,476.591110132147,60
"44764","13DTV0641U",610.079150860126,13,471.624318440755,12,587.108121431791,13,556.270530244224,38
"44765","13DTV0667B",380.610329945882,24,421.443417635831,22,489.409256708054,21,430.487668096589,67
"44766","13DTV0714W",417.553553067721,26,451.136276771282,29,439.304067382812,25,435.997965740605,80
"44767","13DTV0715V",481.951930541992,25,468.962515258789,20,517.001614990234,25,489.305353597005,70
"44768","13DTV0736H",377.774436950684,6,390.319630940755,9,398.266941615513,7,388.787003168984,22
"44769","13DTV0050H",492.619367499101,38,544.770386566987,37,502.164948896928,22,513.184900987672,97
"44770","13DTV0382X",578.055351844201,13,615.700433731079,16,702.779174804688,5,632.178320126656,34
"44771","13DTV0383W",451.355997500212,23,407.410668945313,20,385.777022512336,19,414.847896319287,62
"44772","13DTV0431P",556.533688752548,23,611.739202162799,17,599.024493408203,10,589.09912810785,50
"44773","13DTV0449O",499.428198242187,10,467.858585357666,8,545.781555175781,7,504.356112925212,25
"44774","13DTV0451C",596.196627968236,38,636.98778333162,19,660.257042778863,18,631.147151359573,75
"44775","13DTV0452B",573.535635811942,7,476.63546534947,14,561.539376395089,7,537.236825852167,28
"44776","13DTV0530P",510.487121582031,5,484.191055297852,2,593.103622436523,4,529.260599772135,11
"44777","13DTV0531O",475.458042399089,15,472.882310655382,18,645.27973429362,12,531.206695782697,45
"44778","13DTV0532N",562.086198594835,27,613.630923800998,18,651.317805989583,15,609.011642795139,60
"44779","13DTV0650B",414.177217610677,15,453.307350852273,11,454.105293967507,11,440.529954143486,37
"44780","13DTV0716U",526.936431884766,3,704.783386230469,1,492.553552246094,5,574.757790120443,9
"44781","13DTV0719R",517.443399047852,10,475.49570534446,11,490.183103288923,14,494.374069227078,35
"44782","13DTV0731M",694.804726340554,11,532.099330647786,15,575.484154595269,9,600.79607052787,35
"44783","13DTV0751Z",485.028133392334,16,532.017148104581,11,513.68740609976,13,510.244229198892,40
"44784","13DTV0775J",520.712795681424,9,563.720608520508,10,531.104601542155,12,538.512668581362,31
"44785","13DES0001T",500.788263230097,63,510.651719269929,54,527.058009632847,57,512.832664044291,174
"44786","13DES0007N",452.695527350766,87,474.522825542249,76,478.537036895752,64,468.585129929589,227
"44787","13DES0008M",483.242078639593,283,507.187646371347,270,529.64582667232,281,506.691850561087,834
"44788","13DES0023E",477.406055539153,43,475.328016126478,37,453.757010650635,40,468.830360772089,120
"44789","13DES0032M",585.16576625279,35,595.81555557251,24,728.624479929606,24,636.535267251635,83
"44790","13DES0042T",484.55355682373,20,504.489159835012,38,530.941717899207,33,506.661478185983,91
"44791","13DES0086Q",614.637795584542,21,483.896828391335,22,523.933122762044,30,540.822582245974,73
"44792","13PES0014B",583.229228973389,16,638.833475213302,19,640.358567671342,11,620.807090619344,46
"44793","13PES0112C",632.547098795573,6,534.152297973633,2,515.881469726562,3,560.860288831923,11
"44794","13DTV0006U",453.118213471912,21,424.045744462447,22,478.52284934304,22,451.8956024258,65
"44795","13DTV0010G",532.873084130225,77,469.596726388642,66,511.15145623194,73,504.540422250269,216
"44796","13DTV0109Q",534.800481942984,26,528.329592497452,23,511.809959998498,13,524.980011479645,62
"44797","13DTV0194D",470.526376342773,20,506.057434082031,23,537.405082009055,22,504.66296414462,65
"44798","13DTV0201X",509.474933624268,8,586.002507527669,6,530.376912434896,12,541.951451195611,26
"44799","13DTV0225G",489.402955590225,41,530.298990423029,44,553.823978867642,43,524.508641626965,128
"44800","13DTV0241Y",356.119223201976,17,409.622566223145,36,528.575320652553,28,431.439036692558,81
"44801","13DTV0242X",590.698371300331,13,479.889360700335,14,651.22053527832,20,573.936089092995,47
"44802","13DTV0244V",525.953538295201,35,555.648233032227,20,459.500543212891,20,513.700771513439,75
"44803","13DTV0245U",390.526816946561,61,533.736492241753,45,456.353893352005,53,460.205734180106,159
"44804","13DTV0247S",455.534137525057,38,746.571929931641,42,505.868402551722,54,569.32482333614,134
"44805","13DTV0302V",565.148768107096,12,495.747546386719,20,480.096070942126,19,513.664128478647,51
"44806","13DTV0474N",489.538050333659,12,491.774415668688,19,445.62172907049,22,475.644731690946,53
"44807","13DTV0475M",480.314399132362,26,618.994146938982,29,568.262274169922,30,555.856940080422,85
"44808","13DTV0567C",438.547949539988,19,427.301524235652,26,458.698973624937,31,441.516149133526,76
"44809","13DTV0569A",470.468999689276,11,490.499145507812,5,578.580780029297,6,513.182975075462,22
"44810","13DTV0601T",534.546377999442,7,548.811458587646,8,596.14520517985,12,559.834347255646,27
"44811","13DTV0602S",405.075606496711,19,374.73513285319,18,426.147627512614,24,401.986122287505,61
"44812","13DTV0638G",590.827590942383,4,575.629634312221,7,626.865203857422,4,597.774143037342,15
"44813","13DTV0664E",461.06441921658,9,426.50681439568,17,515.510373202237,11,467.693868938166,37
"44814","13DTV0699U",380.09999370575,16,394.585540771484,7,413.571166992188,14,396.085567156474,37
"44815","13DTV0760H",500.061819142309,29,499.164054538893,23,560.304518755745,17,519.843464145649,69
"44816","13DTV0770O",474.278869628906,5,441.511486816406,5,513.910934448242,8,476.567096964518,18
"44817","13DTV0771N",448.840467664931,18,525.475293477376,12,514.596148173014,12,496.303969771774,42
"44818","13DTV0002Y",510.005715942383,20,524.168529510498,24,546.103620256696,14,526.759288569859,58
"44819","13DTV0003X",498.652809143066,4,741.994873046875,1,566.543022155762,4,602.396901448568,9
"44820","13DTV0071U",486.783348083496,16,510.149080912272,12,544.536427815755,18,513.822952270508,46
"44821","13DTV0074R",476.97176361084,8,546.593906947545,7,559.0255859375,10,527.530418831961,25
"44822","13DTV0084Y",567.612780761719,20,532.150049025013,31,593.558135986328,14,564.440321924353,65
"44823","13DTV0135O",512.031307444853,34,564.621510432317,26,578.162596435547,25,551.605138104239,85
"44824","13DTV0158Z",441.16204561506,56,509.830654907227,40,588.159628061148,39,513.050776194478,135
"44825","13DTV0159Y",499.768180847168,12,606.867695527918,17,578.538787841797,14,561.724888072294,43
"44826","13DTV0168F",577.705939797794,17,553.361968994141,6,608.997891512784,11,580.021933434906,34
"44827","13DTV0183Y",433.448432922363,8,581.632587977818,14,699.362318772536,13,571.481113224239,35
"44828","13DTV0311C",594.449798583984,44,635.018153211806,45,685.970384870257,35,638.479445555349,124
"44829","13DTV0323H",449.432804107666,8,557.505099826389,9,559.248657226562,12,522.062187053539,29
"44830","13DTV0499W",547.332375420464,18,551.502670288086,20,601.420971679687,20,566.752005796079,58
"44831","13DTV0500V",552.466013183594,25,584.947239467076,21,584.373539317738,22,573.928930656136,68
"44832","13DTV0648N",631.149056570871,7,632.102186414931,9,495.014280192057,15,586.088507725953,31
"44833","13DTV0684S",485.758038330078,10,527.282089233398,8,603.026494344076,6,538.688873969184,24
"44834","13DTV0728Z",494.576165771484,5,476.688464355469,5,545.428975423177,9,505.564535183377,19
"44835","13DTV0759S",619.120758056641,10,609.701360529119,11,627.580579969618,18,618.800899518459,39
"44836","13DTV0773L",565.444598388672,15,544.605436845259,22,536.860093180339,15,548.970042804757,52
"44837","13DTV0033R",591.268829345703,15,766.291727701823,15,450.405384736903,17,602.655313928143,47
"44838","13DTV0041Z",601.650238037109,12,618.38764444987,12,604.351032603871,11,608.129638363617,35
"44839","13DTV0087V",503.405106544495,32,548.508204868862,49,567.253173134544,44,539.722161515967,125
"44840","13DTV0091H",661.361689249674,6,557.412282307943,6,663.719621930804,7,627.49786449614,19
"44841","13DTV0248R",501.67465863909,14,539.375463867187,5,509.872554234096,7,516.974225580125,26
"44842","13DTV0330R",505.996418346058,22,547.408039093018,16,515.361251831055,16,522.921903090044,54
"44843","13DTV0345T",430.415201822917,18,534.134294592816,23,822.703706287202,21,595.751067567645,62
"44844","13DTV0346S",515.271408081055,14,483.443462371826,16,540.172156700721,13,512.962342384534,43
"44845","13DTV0375N",678.377314249674,12,672.221893310547,8,672.909790039062,14,674.502999199761,34
"44846","13DTV0442V",537.160181218928,11,560.752758789062,10,479.484357198079,12,525.79909906869,33
"44847","13DTV0477K",527.98735555013,33,475.201971615062,34,458.652985516716,34,487.28077089397,101
"44848","13DTV0525D",425.899892171224,9,645.943596733941,9,521.776819229126,16,531.206769378097,34
"44849","13DTV0533M",735.742973327637,16,698.391772460938,15,503.896817016602,10,646.010520935059,41
