"","cct","cal_mat1","N1","cal_mat2","N2","cal_mat3","N3","PromedioSecundaria","NTotal"
"732","01PES0008M",611.085975060096,26,679.89305676912,19,646.943693741508,23,645.974241856908,68
"733","01PES0020H",572.845276803681,33,536.16266082054,43,519.852879950341,47,542.953605858187,123
"734","01PES0023E",664.852600097656,8,617.720379638672,5,713.739339192708,6,665.437439643012,19
"735","01PES0024D",578.473980243389,78,609.906995885512,102,653.812138671875,75,614.064371600259,255
"736","01PES0031N",600.127967418324,55,619.774956805889,65,638.346991874076,74,619.41663869943,194
"737","01PES0034K",539.029730902778,9,610.98135098544,11,578.582012939453,20,576.19769827589,40
"738","01PES0035J",592.413394325658,19,540.912631988525,24,559.436174946447,31,564.254067086877,74
"739","01PES0040V",577.831164191751,34,520.986899742713,26,534.416381835938,16,544.411481923467,76
"740","01PES0041U",666.080261230469,86,660.569331893002,83,674.304609912937,59,666.984734345469,228
"741","01PES0048N",650.525863958865,49,634.799679404811,38,684.520519680447,36,656.615354348041,123
"742","01PES0051A",655.085281898236,29,669.500961914062,25,718.063290244655,19,680.883178018984,73
"743","01PES0053Z",647.067413330078,8,603.807360839844,5,679.05913289388,6,643.311302354601,19
"744","01PES0059T",587.818360392253,30,575.928314208984,30,566.297819824219,25,576.681498141819,85
"745","01DES0002N",499.150113639185,118,470.590168292706,104,505.834515075684,100,491.858265669191,322
"746","01DTV0019T",502.111829723011,55,538.383740137494,63,532.644784678584,69,524.380118179696,187
"747","01DTV0033M",466.758197784424,48,495.711185578377,31,537.405726557193,46,499.958369973331,125
"748","01DTV0045R",512.421752929688,96,503.085356576102,84,537.836660362152,83,517.781256622647,263
"749","01DTV0103R",483.413212076823,15,474.829108101981,14,495.823184204102,10,484.688501460969,39
"750","01DTV0184S",479.038288463246,11,451.706996917725,8,463.206071333452,11,464.650452238141,30
"751","01DTV0185R",433.429385986328,25,517.617861234225,13,563.264458289513,13,504.770568503355,51
"752","01DES0006J",490.866358627508,243,462.928154180858,242,492.030546969593,271,481.941686592653,756
"753","01DES0010W",476.228435993195,320,462.897323334288,334,473.424435649321,367,470.850064992268,1021
"754","01DES0019N",544.296764464605,336,543.297000065903,326,585.361901234772,177,557.651888588427,839
"755","01DES0025Y",509.413963847258,245,488.333020265861,223,510.963784166562,279,502.90358942656,747
"756","01DES0032H",489.741029845344,288,468.203894541215,245,513.066928085403,201,490.337284157321,734
"757","01DES0035E",507.566701620494,277,486.05110375858,206,0,0,331.205935126358,483
"758","01DST0037V",524.656651057999,289,518.948202536924,274,533.021177793804,304,525.542010462909,867
"759","01PES0033L",538.260806435033,19,532.034818907042,37,587.587043592665,45,552.62755631158,101
"760","01DES0026X",522.245793798695,368,525.904522856405,363,523.351757861198,376,523.834024838766,1107
"761","01DES0029U",547.154777694272,319,539.583205839813,317,564.411533943551,305,550.383172492545,941
"762","01DST0029M",594.551026558389,392,580.486391926622,353,604.333763731038,326,593.12372740535,1071
"763","01PES0004Q",632.888759189182,36,630.183190548059,33,660.601239434604,29,641.224396390615,98
"764","01PES0047O",524.689582824707,4,0,0,445.419128417969,12,323.369570414225,16
"765","01PES0056W",526.528021364796,49,501.694905598958,63,502.185643717448,75,510.136190227067,187
"766","01PES0057V",459.198895772298,12,510.376586914062,14,566.840577778063,19,512.138686821475,45
"767","01PES0065D",589.678548540388,28,593.388313576027,27,0,0,394.355620705472,55
"768","01PST0007F",501.34040350663,38,485.063626675992,37,521.309499104818,33,502.571176429147,108
"769","01DES0016Q",474.926014732247,335,468.296249168507,345,474.544557668202,335,472.588940522985,1015
"770","01DES0017P",495.91669191133,218,481.961848769077,215,483.355899699063,239,487.078146793157,672
"771","01DES0033G",585.549145038311,39,573.970762365005,34,580.157758272611,26,579.892555225309,99
"772","01DES0038B",559.884722257915,19,0,0,0,0,186.628240752638,19
"773","01DST0022T",523.552256743579,341,503.722950965693,283,522.728740720821,266,516.667982810031,890
"774","01DST0036W",496.52236114586,363,471.856876786933,332,500.668845758206,328,489.682694563666,1023
"775","01PES0003R",596.785625033908,36,626.125818201014,37,672.753141983696,46,631.888195072872,119
"776","01PES0037H",646.791780598958,30,679.339729555192,31,661.27914598253,36,662.470218712227,97
"777","01DES0011V",508.095105519014,340,493.611415048664,356,520.21959368568,353,507.308704751119,1049
"778","01DES0013T",509.330299762764,99,482.214372529758,127,543.344577981968,99,511.629750091497,325
"779","01DES0021B",516.153770056954,411,499.236692592076,455,540.63033463213,421,518.67359909372,1287
"780","01DES0031I",515.63517981177,444,492.596563491463,426,505.308568582417,405,504.513437295217,1275
"781","01DES0034F",484.407327833122,179,458.646666526794,128,0,0,314.351331453306,307
"782","01DST0035X",546.478397401441,476,540.429226390102,456,555.411260462017,454,547.43962808452,1386
"783","01DST0038U",454.519086607412,414,439.440389975015,385,459.614749908447,328,451.191408830292,1127
"784","01PES0013Y",580.723175048828,5,585.82270304362,6,611.339229329427,15,592.628369140625,26
"785","01PES0045Q",553.804100399926,21,546.677702767508,28,606.230881347656,25,568.904228171697,74
"786","01PES0055X",662.585085782138,11,591.637952532087,7,682.423299153646,6,645.548779155957,24
"787","01PES0062G",624.501083374023,18,623.811530219184,9,0,0,416.104204531069,27
"788","01PES0063F",616.42652959409,23,584.175549825033,12,0,0,400.200693139707,35
"789","01PES0064E",0,0,597.173454284668,4,0,0,199.057818094889,4
"790","01DES0007I",488.466525268555,170,466.971922515541,186,500.156719389416,189,485.198389057837,545
"791","01DES0030J",530.051662511993,114,494.065932389144,91,500.698904207437,101,508.272166369525,306
"792","01DST0021U",491.626812171936,160,486.590518685274,129,508.960181133564,130,495.725837330258,419
"793","01DST0024R",548.897947080052,371,538.664249379148,372,554.702778567317,341,547.421658342172,1084
"794","01DST0031A",489.90021703739,202,459.025633312407,189,484.130201614735,215,477.685350654844,606
"795","01DST0013L",464.009621553643,43,486.434858992293,37,513.295295715332,28,487.913258753756,108
"796","01DTV0030P",492.546226501465,16,487.507872610381,33,505.472785949707,28,495.175628353851,77
"797","01DTV0049N",504.43821343316,45,482.025779724121,32,482.131298973447,42,489.531764043576,119
"798","01DTV0050C",474.434054287997,11,443.44324069553,9,512.091705322266,13,476.656333435264,33
"799","01DTV0057W",453.234162466867,28,420.146630648909,29,545.187460327148,20,472.856084480975,77
"800","01DTV0060J",553.242292616102,18,486.622421264648,32,501.642434256417,28,513.835716045723,78
"801","01DTV0106O",526.309900919596,12,466.231544131324,21,446.564430236816,12,479.701958429246,45
"802","01DTV0107N",469.207679517341,33,452.061637682792,39,500.738919771635,26,474.002745657256,98
"803","01DTV0108M",449.461277354847,22,477.890594482422,14,453.371391659691,21,460.24108783232,57
"804","01DTV0180W",468.452976226807,16,565.090349469866,14,519.725620814732,14,517.756315503802,44
"805","01DTV0029Z",581.24635887146,16,553.917297363281,10,561.354451497396,12,565.506035910712,38
"806","01DTV0095Z",548.544199625651,6,635.854743109809,9,665.502162388393,7,616.633701707951,22
"807","01DTV0096Y",546.613896179199,20,498.949496998506,17,591.878445273951,19,545.813946150552,56
"808","01DTV0097X",527.121517181396,8,545.303871154785,4,479.692118326823,9,517.372502221002,21
"809","01DTV0098W",471.007484172953,29,439.68176651001,24,481.022351074219,25,463.903867252394,78
"810","01DTV0099V",661.554556710379,7,486.124897003174,16,483.441411798651,11,543.706955170735,34
"811","01DTV0100U",510.610343933105,4,544.452234903971,6,663.889236450195,4,572.983938429091,14
"812","01DTV0101T",680.639236450195,8,652.478405761719,5,585.601490020752,8,639.573044077555,21
"813","01DTV0111Z",516.566148237749,11,516.095321655273,6,448.47763671875,5,493.713035537257,22
"814","01DST0030B",509.81688026044,139,478.547002919515,120,480.099400035122,114,489.487761071692,373
"815","01DST0008Z",499.709321923019,181,487.432286476602,147,532.2046875,150,506.448765299874,478
"816","01DST0016I",473.548510168353,117,455.457584727894,88,480.366502241655,88,469.790865712634,293
"817","01DTV0010B",467.049146379743,42,485.518727205238,49,506.5711328125,50,486.37966879916,141
"818","01DTV0013Z",539.371469726563,25,528.687142005333,26,556.921049935477,28,541.659887222458,79
"819","01DTV0069A",517.857936717846,54,491.569474729773,73,527.234491762908,69,512.220634403509,196
"820","01DTV0071P",580.53106880188,16,642.531462016859,19,678.854890522204,19,633.972473780314,54
"821","01DTV0110A",537.573392980239,17,506.434986659459,14,584.154370989118,14,542.720916876272,45
"822","01DTV0159T",440.017166137695,14,411.631767272949,16,454.225350119851,11,435.291427843498,41
"823","01DTV0167B",453.334892272949,12,442.358068466187,16,453.874520041726,11,449.855826926954,39
"824","01DST0012M",506.744997834506,146,489.077508032739,143,522.238732553747,137,506.020412806997,426
"825","01DST0015J",498.119777679443,96,467.569692736474,107,547.366999886253,88,504.35215676739,291
"826","01DTV0011A",470.908939361572,16,475.779322306315,12,476.521706475152,18,474.403322714346,46
"827","01DTV0012Z",443.027170453753,28,467.37060546875,22,473.287111409505,30,461.228295777336,80
"828","01DTV0035K",511.607290649414,20,460.57480875651,30,465.972339448475,21,479.384812951466,71
"829","01DTV0047P",534.243183965268,23,510.019668579102,20,512.551491292318,15,518.938114612229,58
"830","01DTV0048O",492.887984566067,23,500.337040827825,26,514.958359662224,17,502.727795018705,66
"831","01DTV0053Z",549.882907867432,24,477.675430297852,12,497.492193857829,24,508.350177341037,60
"832","01DTV0054Z",520.81450697955,17,419.087373860677,15,610.136413574219,21,516.679431471482,53
"833","01DTV0072O",493.672997368707,9,502.738745117187,20,574.196978251139,12,523.536240245678,41
"834","01DTV0102S",465.979613167899,28,488.232880768953,27,453.678652676669,11,469.297048871174,66
"835","01DTV0112Z",431.928669322621,11,406.045065072867,13,464.55903116862,12,434.177588521369,36
"836","01DTV0113Y",484.121358235677,15,471.135763315054,13,632.028732299805,18,529.095284616845,46
"837","01DTV0114X",462.464497375488,20,466.552372741699,20,535.704337672183,19,488.240402596457,59
"838","01DTV0115W",431.961114065988,14,507.308497111003,12,520.446740044488,9,486.572117073826,35
"839","01DTV0117U",540.105023193359,15,593.515529087612,21,457.195224761963,16,530.271925680978,52
"840","01DTV0118T",440.236506870815,14,434.915941238403,16,521.409572601318,8,465.520673570179,38
"841","01DTV0119S",469.600891113281,20,427.775326199002,18,469.673277282715,20,455.683164864999,58
"842","01DTV0120H",435.670892888849,11,431.988642374674,6,383.097473144531,5,416.919002802685,22
"843","01DTV0147O",459.937672008168,11,471.004898071289,10,459.886037190755,6,463.609535756737,27
"844","01DES0004L",543.197105941772,400,519.212466984005,364,566.554419788888,369,542.987997571555,1133
"845","01DES0037C",456.065536006804,31,467.262613604146,31,0,0,307.776049870317,62
"846","01DST0017H",458.643013848199,36,442.446485595703,25,510.647001266479,32,470.578833570127,93
"847","01DTV0015X",606.199826558431,12,555.395580291748,8,564.095092773438,9,575.230166541206,29
"848","01DTV0016W",476.182940165202,12,524.107053484236,14,505.476763407389,12,501.922252352276,38
"849","01DTV0087Q",475.248894000876,29,446.498348351681,33,508.798023897059,17,476.848422083205,79
"850","01DTV0088P",489.933847280649,26,450.522226969401,15,515.451080322266,15,485.302384857439,56
"851","01DTV0089O",418.133526611328,5,546.62548828125,7,502.655597686768,8,489.138204193115,20
"852","01DTV0090D",504.558292164522,17,561.161917114258,10,535.61795425415,8,533.77938784431,35
"853","01DTV0091C",545.805338079279,22,522.021137237549,16,526.939153035482,12,531.588542784103,50
"854","01DTV0109L",412.289962768555,8,433.65348815918,6,531.341967773438,5,459.095139567057,19
"855","01DTV0121G",475.797003851997,9,460.853065490723,4,490.226586914063,5,475.625552085594,18
"856","01DTV0123E",471.310569361637,19,497.680208478655,14,523.21833190918,10,497.403036583157,43
"857","01DTV0157V",413.175484793527,7,519.260009765625,3,617.564158121745,6,516.666550893632,16
"858","01DES0012U",517.354914754232,150,500.57950091362,128,503.058869400645,123,506.997761689499,401
"859","01DST0007A",497.151817075668,31,502.590360369001,56,476.521586736043,48,492.087921393571,135
"860","01DST0033Z",513.049539045854,44,455.852185505192,41,406.960991995675,28,458.620905515574,113
"861","01DTV0014Y",484.045518663194,9,492.434491838728,7,515.57670375279,7,497.352238084904,23
"862","01DTV0061I",523.158943353697,43,482.21768098719,34,547.393171741116,31,517.589932027334,108
"863","01DTV0092B",405.749338785807,9,452.666290283203,6,445.520531548394,9,434.645386872468,24
"864","01DTV0126B",558.56768629286,18,579.107442220052,18,531.763617882362,13,556.479582131758,49
"865","01DTV0127A",448.225410461426,4,550.831359863281,3,639.048828125,2,546.035199483236,9
"866","01DTV0129Z",447.051831054688,5,443.56421661377,4,395.94873046875,5,428.854926045736,14
"867","01DTV0131N",572.074471435547,25,476.059436504657,26,494.577122614934,26,514.237010185046,77
"868","01PST0001L",540.825192473656,43,513.298564009233,55,508.781690325056,56,520.968482269315,154
"869","01DTV0124D",453.42102355957,10,459.832521326402,17,500.045200602214,15,471.099581829395,42
"870","01DTV0073N",490.44323348999,32,501.074079386393,30,496.283204512163,22,495.933505796182,84
"871","01DST0009Z",543.670200636407,119,495.226707800111,134,529.134148826062,142,522.677019087526,395
"872","01DTV0039G",479.963874230018,13,514.673536028181,14,520.163563537598,20,504.933657931932,47
"873","01DTV0043T",525.875100625528,74,468.222070482042,72,534.584276326497,60,509.560482478022,206
"874","01DTV0074M",448.438883463542,18,513.050409952799,30,566.098429712756,29,509.195907709699,77
"875","01DTV0075L",471.407604510968,26,479.927052815755,33,514.226625882662,26,488.520427736462,85
"876","01DTV0132M",561.484406738281,25,545.045590400696,32,531.831895616319,27,546.120630918432,84
"877","01DTV0134K",557.412925720215,20,506.349604288737,24,533.156978260387,22,532.306502756446,66
"878","01DTV0160I",517.735170491536,15,525.174264907837,16,529.244142804827,14,524.051192734733,45
"879","01DST0004D",479.634402695523,186,452.733477943822,190,484.525134277344,185,472.297671638896,561
"880","01DTV0005Q",509.712490234375,25,435.160924574908,17,506.784290313721,16,483.885901707668,58
"881","01DTV0009M",540.958645629883,20,495.543511641653,19,539.142503004808,26,525.214886758781,65
"882","01DTV0051B",518.786302490234,25,547.395829634233,22,518.933044433594,21,528.371725519354,68
"883","01DTV0052A",541.694305419922,9,487.730197906494,8,611.927673339844,2,547.117392222087,19
"884","01DTV0070Q",493.623382568359,30,488.539709472656,20,511.781943992332,27,497.981678677783,77
"885","01DTV0076K",497.953673468696,36,484.097250479239,27,500.73304494222,36,494.261322963385,99
"886","01DTV0077J",599.859691273082,11,524.456825949929,22,625.157633972168,20,583.158050398393,53
"887","01DTV0078I",538.478883743286,16,553.263724190848,14,501.51197378976,14,531.084860574632,44
"888","01DTV0135J",530.020589192708,18,492.5087890625,18,557.682727050781,10,526.73736843533,46
"889","01DTV0137H",528.36917583759,13,477.397615705218,14,549.123614501953,20,518.29680201492,47
"890","01DTV0162G",464.92283821106,16,513.972797740589,11,587.753915786743,16,522.216517246131,43
"891","01DTV0165D",584.762142783717,19,448.601806640625,18,521.923634847005,27,518.429194757116,64
"892","01DTV0020I",491.554925306788,53,478.142019698869,67,546.057585906982,40,505.251510304213,160
"893","01DTV0046Q",605.14130859375,10,566.320610894097,9,477.305491129557,12,549.589136872468,31
"894","01DTV0066D",522.382747650146,40,483.679572423299,48,516.405878702799,36,507.489399592082,124
"895","01DTV0080X",477.632066853841,30,493.921401515152,33,508.439085824149,28,493.330851397714,91
"896","01DTV0138G",516.084750705295,36,518.06162146366,33,526.743781048319,23,520.296717739091,92
"897","01DTV0140V",476.140397813585,9,409.84733581543,4,381.667724609375,4,422.551819412797,17
"898","01DTV0173M",480.508649698893,30,476.347197099165,22,497.236730957031,20,484.697525918363,72
"899","01DES0018O",537.627582018888,237,506.199727936992,254,550.902694002204,218,531.576667986028,709
"900","01DES0036D",598.691616735726,107,0,0,0,0,199.563872245242,107
"901","01DST0028N",469.377896610383,310,460.092859921571,289,510.030730440948,281,479.833828990967,880
"902","01DST0032Z",529.139415676311,59,502.853800142728,65,540.604370498657,80,524.199195439232,204
"903","01DST0039T",489.607044503348,175,468.004972937511,171,0,0,319.20400581362,346
"904","01PES0022F",515.228581746419,6,589.386983235677,9,587.02044241769,7,563.878669133262,22
"905","01PES0029Z",522.64944359564,31,536.429924342943,46,599.190358263381,47,552.756575400655,124
"906","01PES0036I",534.719459533691,12,509.594879150391,9,530.721738179525,12,525.012025621202,33
"907","01PES0058U",642.159759521484,4,551.337081182571,21,569.303762435913,16,587.600201046656,41
"908","01DTV0018U",534.15450416421,53,493.253441139504,54,539.401590316022,61,522.269845206579,168
"909","01DTV0036J",485.925626118978,12,523.809870605469,25,470.985382080078,14,493.573626268175,51
"910","01DTV0079H",429.096965789795,8,474.104940795898,10,443.682810465495,6,448.961572350396,24
"911","01DTV0139F",479.886596679688,13,479.741995675223,7,531.125901963976,9,496.918164772962,29
"912","01DTV0171O",558.637084960938,10,510.97048441569,12,473.696311950684,12,514.434627109104,34
"913","01DTV0172N",481.681635538737,12,474.632533146785,13,531.836791992188,12,496.050320225903,37
"914","01DTV0174L",503.063716888428,8,540.554092407227,10,594.905317518446,9,546.1743756047,27
"915","01DTV0148N",528.103595733643,16,510.719446355646,22,522.551962716239,14,520.458334935176,52
"916","01DST0003E",493.902384538867,309,488.655303955078,303,509.900618800913,281,497.486102431619,893
"917","01DST0023S",482.849433930322,243,467.020961303711,250,481.34216732103,245,477.070854185021,738
"918","01DTV0021H",490.920424517463,68,542.280112737342,79,555.831436960321,76,529.677324738375,223
"919","01DTV0022G",467.352492720992,27,486.266647338867,22,537.950830732073,28,497.189990263978,77
"920","01DTV0081W",446.164701189314,14,437.911709872159,22,483.52805519104,16,455.868155417504,52
"921","01DTV0082V",518.878977457682,6,460.951626864347,11,533.528762817383,10,504.453122379804,27
"922","01DTV0093A",496.311457316081,6,458.437316894531,10,521.122806549072,8,491.957193586561,24
"923","01DTV0141U",469.100928751628,30,435.487580270478,33,496.112431381688,33,466.900313467931,96
"924","01DTV0164E",524.800879983341,17,420.339516533746,18,454.864629408892,17,466.668341975326,52
"925","01DTV0181V",477.794996781783,55,407.665320656516,44,479.53898859024,64,454.99976867618,163
"926","01PES0066C",546.559160020616,9,0,0,0,0,182.186386673539,9
"927","01DES0003M",518.738731697814,438,492.79356672577,434,514.784319490132,475,508.772205971239,1347
"928","01DES0005K",475.802127383171,109,480.276610705317,98,514.424810733435,106,490.167849607308,313
"929","01DES0020C",482.446158272879,70,480.505091635029,89,508.694108936885,73,490.548452948264,232
"930","01DST0019F",455.01412919957,139,442.284445077402,135,475.136021444242,146,457.478198573738,420
"931","01DTV0023F",467.372100830078,17,451.402026836689,13,462.034797219669,17,460.269641628812,47
"932","01DTV0038H",442.205691953249,79,455.715107273411,74,493.259131322933,79,463.726643516531,232
"933","01DTV0056X",462.389772542318,15,514.97975990989,22,483.557493943435,26,486.975675465214,63
"934","01DTV0068B",475.435498272931,27,430.541540527344,20,524.98852742513,30,476.988522075135,77
"935","01DTV0083U",429.25102629485,27,529.173087284483,29,477.715800565832,17,478.713304715055,73
"936","01DTV0142T",441.733207009055,11,426.750193277995,9,474.891612659801,11,447.791670982284,31
"937","01DTV0143S",479.286358642578,15,483.936345418294,12,436.037235035616,17,466.419979698829,44
"938","01DTV0144R",386.732282002767,12,430.04594930013,15,491.261190975414,17,436.013140759437,44
"939","01DTV0166C",468.998440949813,23,476.654766264416,21,521.419826931424,27,489.024344715218,71
"940","01DTV0176J",483.537606944209,23,487.069078063965,20,464.44282393022,22,478.349836312798,65
"941","01PES0060I",508.742142740885,30,482.510484695435,16,0,0,330.417542478773,46
"942","01DST0011N",525.627585769545,282,475.673733181424,243,506.36258746626,233,502.55463547241,758
"943","01DTV0002T",497.733249158744,83,549.572345602101,58,547.073551722935,56,531.459715494594,197
"944","01DTV0004R",477.257936507937,63,499.280206589472,42,540.068296349567,46,505.535479815658,151
"945","01DTV0041V",484.974043709891,28,473.834267281197,37,479.905839102609,28,479.571383364566,93
"946","01DTV0084T",466.181223016036,19,432.80517578125,15,527.392613728841,6,475.459670842042,40
"947","01DTV0085S",427.869274902344,15,500.767946370443,15,518.143486716531,22,482.260235996439,52
"948","01DTV0145Q",448.021653917101,18,391.306725638253,14,517.45073445638,15,452.259704670578,47
"949","01DTV0146P",503.165162489149,45,492.643654959542,42,491.922476278769,37,495.910431242487,124
"950","01DTV0168A",447.551534016927,9,378.887878417969,7,410.917829725477,9,412.452414053458,25
"951","01DTV0177I",431.284827338325,9,511.526627760667,13,511.741305881076,9,484.850920326689,31
"952","01DTV0179G",499.499597581766,59,509.749458490416,43,526.203905154497,39,511.817653742227,141
"953","01DST0006B",503.571746826172,103,465.752452192635,116,502.695623779297,110,490.673274266035,329
"954","01DTV0040W",461.659310234918,18,486.534776167436,22,498.59503334447,19,482.263039915608,59
"955","01DTV0149M",497.724666050502,21,492.936363451409,33,541.542035138165,27,510.734354880025,81
"956","01DTV0150B",417.104939778646,15,508.996478610569,18,501.720468374399,13,475.940628921204,46
"957","01DTV0151A",0,0,416.785304478237,7,466.422561645508,4,294.402622041248,11
"958","01DTV0152Z",545.083106146918,9,448.913375854492,10,548.866190592448,9,514.287557531286,28
"959","01DES0014S",469.64062835358,91,464.779882663634,82,497.000438201122,78,477.140316406112,251
"960","01DST0014K",480.979174804687,75,459.38802301316,84,481.924295669947,78,474.097164495932,237
"961","01DST0018G",477.309921264648,64,476.604469081334,70,522.640401328482,82,492.184930558155,216
"962","01DTV0025D",645.604139539931,9,590.948008219401,9,541.14254506429,12,592.564897607874,30
"963","01DTV0026C",481.149904251099,16,462.449456787109,15,475.738468170166,16,473.112609736125,47
"964","01DTV0042U",453.634022588315,23,473.184305125269,29,517.669070539803,29,481.495799417796,81
"965","01DTV0065E",500.715657201307,29,567.656295404202,41,595.691481817336,21,554.687811474281,91
"966","01DTV0086R",429.954727172852,18,542.437284770765,19,439.275,15,470.555670647872,52
"967","01DTV0153Z",473.463662719727,10,443.308227539062,10,544.996909005301,7,487.256266421363,27
"968","01DTV0154Y",530.928246392144,9,528.789077758789,12,551.566589355469,8,537.094637835467,29
"969","01DTV0155X",511.238566737021,31,554.431192626953,25,523.241912841797,28,529.63722406859,84
"970","01DTV0156W",496.592695448134,9,444.487521362305,10,507.278018188477,10,482.786078332972,29
"971","01DTV0163F",455.8726124483,17,483.762268066406,10,471.564102172852,14,470.399660895852,41
"972","01DTV0169Z",483.873760986328,5,377.996795654297,4,447.329598166726,11,436.40005160245,20
"973","01DTV0178H",469.992108154297,5,442.668806809645,13,494.737373860677,15,469.13276294154,33
"974","01DTV0183T",632.727020263672,15,604.996951293945,20,601.792665481567,16,613.172212346395,51
"1012","01KTV0008X",530.797271728516,2,522.352867126465,4,466.251403808594,5,506.467180887858,11
"1013","01KTV0011K",554.035247802734,2,504.636856079102,4,457.521018981934,4,505.397707621257,10
"1014","01KTV0017E",484.683860778809,4,504.484608968099,3,392.574020385742,2,460.580830044217,9
"1015","01KTV0020S",498.705708821615,3,442.579498291016,1,0,0,313.76173570421,4
"1016","01KTV0004A",580.345977783203,2,583.490905761719,2,629.814910888672,2,597.883931477865,6
"1017","01KTV0016F",401.332041422526,3,379.605590820312,1,386.261825561523,2,389.066485934787,6
"1018","01KTV0007Y",433.721771240234,1,384.51328531901,6,436.866554260254,4,418.3672036065,11
"1019","01KTV0018D",490.615859985352,2,450.084350585938,3,496.216857910156,3,478.972356160482,8
"1020","01KTV0009W",0,0,503.568237304688,3,490.939895629883,2,331.50271097819,5
"1021","01KTV0019C",413.276330566406,5,433.797007242839,9,508.787219238281,5,451.953519015842,19
"1022","01DST0010O",505.115533221209,270,488.425364550422,272,502.358071077354,271,498.632989616329,813
"2587","02ETV0004P",480.176636938955,51,551.399483420632,33,528.171187892105,33,519.915769417231,117
"2588","02ETV0005O",401.502451578776,3,385.79280090332,2,0,0,262.431750827365,5
"2589","02ETV0007M",509.64589436849,3,378.48193359375,3,404.491119384766,1,430.872982449002,7
"2590","02ETV0008L",432.228755070613,13,529.81047905816,9,508.080417633057,8,490.03988392061,30
"2591","02ETV0014W",514.191556063565,44,523.415964181083,35,616.360296885172,24,551.32260570994,103
