"","cct","Esp","Mat","NEsp","NMat","PromedioGeneral"
"30053","32DST0068H",616.89921315549,689.504831461288,144,144,653.202022308389
"30054","32DST0070W",448.204710076348,485.387152969957,352,352,466.795931523152
"30055","32DST0073T",430.753652921682,451.420226207652,478,478,441.086939564667
"30056","32DES0006C",447.546481918392,471.17107297961,105,105,459.358777449001
"30057","32PES0064Y",485.025642450305,483.421069934447,117,117,484.223356192376
"30058","32PES0101L",491.874422515551,486.859866974707,72,72,489.367144745129
"30059","32ETV0027U",529.728375732821,597.122742806229,39,39,563.425559269525
"30060","32ETV0028T",469.562402635533,553.193280860196,63,63,511.377841747864
"30061","32ETV0032F",382.858611264213,408.775965655291,24,24,395.817288459752
"30062","32ETV0034D",432.899203324518,490.485135332209,48,48,461.692169328363
"30063","32ETV0062Z",506.788359917535,671.817086452908,25,25,589.302723185222
"30064","32ETV0063Z",504.421048906114,549.613765716553,16,16,527.017407311333
"30065","32ETV0144J",384.000970507425,421.419531685965,63,63,402.710251096695
"30066","32ETV0184K",474.043625057445,509.816647627652,50,50,491.930136342549
"30067","32ETV0185J",429.348988882163,577.141945490761,83,83,503.245467186462
"30068","32ETV0186I",541.814653323916,656.113124435843,77,77,598.96388887988
"30069","32ETV0187H",521.912613338894,572.388922797309,15,15,547.150768068101
"30070","32ETV0188G",424.736524349143,475.106616913751,116,116,449.921570631447
"30071","32ETV0189F",503.372582781756,624.774035531503,18,18,564.07330915663
"30072","32ETV0190V",437.807163751225,440.624540485816,57,57,439.215852118521
"30073","32ETV0191U",462.952076494989,521.804964844355,44,44,492.378520669672
"30074","32ETV0192T",419.11439175076,413.78986477322,18,18,416.45212826199
"30075","32ETV0193S",453.090765001812,480.306377800835,62,62,466.698571401323
"30076","32ETV0196P",467.079639868643,547.38088833678,32,32,507.230264102712
"30077","32ETV0197O",516.318254258898,520.030217488607,9,9,518.174235873753
"30078","32ETV0198N",443.932970343696,510.940786743164,26,26,477.43687854343
"30079","32ETV0199M",453.069771902902,483.090616861979,17,17,468.08019438244
"30080","32ETV0200L",416.096980866932,484.445715767997,13,13,450.271348317464
"30081","32ETV0202J",470.195819276752,534.654660414365,29,29,502.425239845559
"30082","32ETV0203I",522.33822116428,662.944093899197,85,85,592.641157531738
"30083","32ETV0323V",450.848461405436,445.377373080783,23,23,448.11291724311
"30084","32ETV0324U",440.121333240327,441.539558628627,27,27,440.830445934477
"30085","32ETV0326S",474.203377956814,495.883872477214,17,17,485.043625217014
"30086","32ETV0328Q",474.617262098524,526.084407552083,22,22,500.350834825304
"30087","32ETV0370F",522.198565081362,667.624562273969,24,24,594.911563677666
"30088","32ETV0381L",452.070457412257,517.13838334517,32,32,484.604420378713
"30089","32ETV0387F",400.630946778102,451.18791580793,116,116,425.909431293016
"30090","32ETV0388E",484.735121767745,505.575935211616,31,31,495.15552848968
"30091","32ETV0428P",486.85418791998,520.410006205241,23,23,503.63209706261
"30092","32ETV0488D",369.363710507016,404.123444100669,45,45,386.743577303842
"30093","32ETV0490S",465.650522020128,448.041501363118,11,11,456.846011691623
"30094","32ETV0492Q",442.364907219296,606.38261558896,46,46,524.373761404128
"30095","32ETV0494O",422.473828438001,465.353191557385,33,33,443.913509997693
"30096","32ETV0496M",474.261177460223,664.940716173451,68,68,569.600946816837
"30097","32ETV0498K",447.113957238576,473.409671722897,14,14,460.261814480736
"30098","32ETV0500I",535.68836043717,627.61982894391,24,24,581.65409469054
"30099","32ETV0601G",431.398802524143,449.969522094727,24,24,440.684162309435
"30100","32ETV0608Z",500.555258856879,557.894476148817,13,13,529.224867502848
"30101","32ETV0626P",489.676344565642,563.108704852243,44,44,526.392524708943
"30102","32ETV0643F",389.903328547402,410.668496510339,15,15,400.285912528871
"30103","32ETV0644E",431.918796648298,524.179875134665,29,29,478.049335891482
"30104","32ETV0645D",487.399103257334,596.464139687895,34,34,541.931621472615
"30105","32ETV0722S",467.698536682129,523.30621693929,28,28,495.50237681071
"30106","32ETV0723R",470.155730646307,488.269429247307,28,28,479.212579946807
"30107","32ETV0752M",468.2679655287,474.843339102609,17,17,471.555652315654
"30108","32ETV0770B",500.416859944661,493.235535939534,17,17,496.826197942097
"30109","32ETV0798H",543.434745302387,658.057360558488,46,46,600.746052930437
"30110","32ETV0812K",339.339943898835,394.13911241172,71,71,366.739528155278
"30111","32ETV0818E",479.058503870668,590.949252878605,21,21,535.003878374637
"30112","32ETV0826N",463.623308578448,576.029286735078,39,39,519.826297656763
"30113","32ETV0827M",427.960596510468,469.806767636254,21,21,448.883682073361
"30114","32ETV0828L",405.64661052256,485.02541429475,43,43,445.336012408655
"30115","32ETV0829K",470.195606897748,512.82138836573,14,14,491.508497631739
"30116","32ETV0830Z",373.243031529018,384.139209565662,17,17,378.69112054734
"30117","32ETV0831Z",424.745763481988,453.885403442383,12,12,439.315583462185
"30118","32ETV0849Y",517.407983398438,708.422741699219,15,15,612.915362548829
"30119","32ETV0850N",384.652632964604,491.778196207682,50,50,438.215414586143
"30120","32ETV0852L",582.151778391284,654.477826708376,80,80,618.31480254983
"30121","32ETV0853K",404.318677484421,466.832892023319,38,38,435.57578475387
"30122","32ETV0895J",349.983759640425,377.323972686656,25,25,363.65386616354
"30123","32ETV0896I",401.772848510742,472.198866611057,24,24,436.985857560899
"30124","32ETV0897H",443.738344828288,563.165596008301,13,13,503.451970418295
"30125","32ETV0898G",454.513380432129,487.528105163574,14,14,471.020742797852
"30126","32ETV0900E",395.813497267187,441.997020682903,23,23,418.905258975045
"30127","32ETV0910L",457.652292127733,462.648275543257,30,30,460.150283835495
"30128","32ETV0911K",422.260335795085,501.907875061035,10,10,462.08410542806
"30129","32ETV0912J",494.005596705845,597.528185889834,24,24,545.766891297839
"30130","32ETV0913I",366.306488037109,420.847499423557,11,11,393.576993730333
"30131","32ETV0914H",450.017699856228,648.825824991862,31,31,549.421762424045
"30132","32ETV0915G",250.445402357313,282.640246921115,12,12,266.542824639214
"30133","32ETV0943C",421.586709764269,527.830459594727,10,10,474.708584679498
"30134","32ETV1021G",490.546112060547,560.847685241699,11,11,525.696898651123
"30135","32ETV1022F",399.137711303403,483.435716905176,28,28,441.28671410429
"30136","32ETV1023E",411.786547342936,469.977323986235,17,17,440.881935664586
"30137","32ETV1024D",461.120557996962,600.32072812035,31,31,530.720643058656
"30138","32ETV1025C",238.644012160528,294.088537307013,12,12,266.366274733771
"30139","32ETV1057V",279.922073364258,271.341169569227,9,9,275.631621466743
"30140","32ETV1058U",456.899050394694,472.068433973524,16,16,464.483742184109
"30141","32DST0003Y",424.820907740522,471.245405628549,303,303,448.033156684535
"30142","32DST0008T",482.980508251084,544.8187349805,549,549,513.899621615792
"30143","32DST0010H",474.802989176872,457.54006764167,308,308,466.171528409271
"30144","32DST0013E",510.283717211261,542.498888992042,235,235,526.391303101651
"30145","32DST0030V",488.922302161083,529.498031950595,99,99,509.210167055839
"30146","32DST0042Z",431.328128137277,441.322514641762,189,189,436.32532138952
"30147","32DST0060P",505.551760028939,465.982291229762,387,387,485.76702562935
"30148","32DST0064L",491.534642193147,537.451882341761,167,167,514.493262267454
"30149","32DES0007B",473.800536475225,518.211059841513,97,97,496.005798158369
"30150","32DES0014L",488.834075367939,522.28303001448,480,480,505.55855269121
"30151","32EES0003E",476.2635943319,509.68092285585,110,110,492.972258593875
"30152","32EES0070C",514.328793167908,538.787569388812,292,292,526.55818127836
"30153","32ETV0251S",516.537601226971,608.219570286243,125,125,562.378585756607
"30154","32ETV0303H",510.792620759334,592.891379704551,37,37,551.842000231943
"30155","32ETV0304G",382.797753651937,450.27786509196,9,9,416.537809371948
"30156","32ETV0305F",264.750962151421,315.57410091824,7,7,290.16253153483
"30157","32ETV0306E",460.453552246094,570.509391784668,10,10,515.481472015381
"30158","32ETV0307D",518.270617398349,529.354862611302,38,38,523.812740004826
"30159","32ETV0368R",563.769657486204,648.41359519353,46,46,606.091626339867
"30160","32ETV0413N",433.119126383464,557.006106567383,11,11,495.062616475424
"30161","32ETV0477Y",439.847737630208,453.39373948839,9,9,446.620738559299
"30162","32ETV0479W",432.311157226562,513.723648071289,11,11,473.017402648925
"30163","32ETV0481K",478.804430425735,511.79179847354,27,27,495.298114449638
"30164","32ETV0491R",549.167249891493,562.65335422092,12,12,555.910302056207
"30165","32ETV0493P",476.966028413318,545.408455984933,19,19,511.187242199125
"30166","32ETV0499J",459.312991369338,488.316678001767,22,22,473.814834685553
"30167","32ETV0554M",501.856539661663,545.375272301848,123,123,523.615905981756
"30168","32ETV0569O",473.076657047978,595.561937854908,31,31,534.319297451443
"30169","32ETV0588C",442.186802334256,505.659253438314,9,9,473.923027886285
"30170","32ETV0616I",476.652725219727,565.222282918294,14,14,520.937504069011
"30171","32ETV0624R",428.484693739149,455.432806396484,11,11,441.958750067816
"30172","32ETV0650P",402.984679594494,475.56781296503,14,14,439.276246279762
"30173","32ETV0651O",474.130860492437,528.060968514645,45,45,501.095914503541
"30174","32ETV0652N",398.37173055013,527.762679036458,8,8,463.067204793294
"30175","32ETV0789Z",446.701163518997,514.81128619966,18,18,480.756224859329
"30176","32ETV0879S",504.318678463207,564.221962024963,41,41,534.270320244085
"30177","32ETV0939Q",451.195876814361,604.255649090628,24,24,527.725762952495
"30178","32ETV0940F",447.901170659948,496.715796152751,29,29,472.30848340635
"30179","32ETV0985B",435.724774315244,457.114758736747,22,22,446.419766525995
"30180","32ETV1053Z",447.552001953125,471.738310435462,14,14,459.645156194293
"30181","32ETV1054Y",475.266177949451,564.855834718735,29,29,520.061006334093
"30182","32DST0012F",498.516081169539,534.653444670278,216,216,516.584762919908
"30183","32DST0047V",509.827297410977,486.160756279988,60,60,497.994026845482
"30184","32KTV13213",154.646402994792,181.501135932075,3,3,168.073769463434
"30185","32KTV0044V",259.841438293457,273.332392374674,5,5,266.586915334065
"30186","32KTV11B02",284.899407280816,259.625661214193,4,4,272.262534247505
"30187","32KTV0023I",404.315684000651,356.633102416992,5,5,380.474393208822
"30188","32KTV0024H",392.340974171956,388.735249413384,18,18,390.53811179267
"30189","32KTV0026F",275.18635559082,292.443366156684,5,5,283.814860873752
"30190","32KTV0025G",470.688557942708,470.615976969401,5,5,470.652267456054
"30191","32KTV0097Z",414.339280870226,456.347515530056,6,6,435.343398200141
"30192","32KTV0078L",524.146724446615,525.000399780273,8,8,524.573562113444
"30193","32KTV0005T",433.987206353082,459.554307725694,8,8,446.770757039388
"30194","32KTV11B01",178.10193210178,210.45943874783,3,3,194.280685424805
"30195","32KTV0094C",440.784543863932,470.666005452474,9,9,455.725274658203
"30196","32KTV11425",385.503563774957,420.477674696181,5,5,402.990619235569
"30197","32KTV0095B",383.112024943034,395.871736738417,14,14,389.491880840725
"30198","32KTV12927",319.810656229655,352.424921671549,6,6,336.117788950602
"30199","32KTV0091F",483.687774658203,460.701392279731,9,9,472.194583468967
"30200","32KTV0079K",443.552607218424,455.358159383138,4,4,449.455383300781
"30201","32KTV0102V",233.734578450521,268.194574991862,4,4,250.964576721192
"30202","32KTV11B03",169.763298034668,158.893389383952,4,4,164.32834370931
"30203","32KTV0101W",243.732518513997,265.337168375651,4,4,254.534843444824
"30204","32KTV15918",414.994394938151,378.660062154134,6,6,396.827228546142
"30205","32KTV0067N",411.600448608398,425.930367363824,9,9,418.765407986111
"30206","32KTV0096A",398.148264567057,434.294977823893,6,6,416.221621195475
"30207","32KTV14613",139.7052734375,141.333949788411,5,5,140.519611612955
"30208","32KTV0100X",240.684614393446,238.043580796983,7,7,239.364097595215
"30209","32KTV0062K",154.664093017578,134.310884602865,5,5,144.487488810222
"30210","32KTV0061L",437.184933980306,494.131041632758,8,8,465.657987806532
"30211","32KTV0081Z",336.636289808485,359.73578898112,5,5,348.186039394802
"30212","32KTV14614",130.582438151042,135.224021911621,4,4,132.903230031332
"30213","32KTV14623",527.567698160807,532.253677368164,4,4,529.910687764485
"30214","32KTV14615",277.117368910048,295.155141194661,8,8,286.136255052354
"30215","32KTV0050F",174.082670847575,189.298235575358,8,8,181.690453211466
"30216","32KTV0013B",237.759796142578,267.100336710612,8,8,252.430066426595
"30217","32KTV0036M",313.145751953125,333.715050591363,4,4,323.430401272244
"30218","32KTV14624",269.793792724609,296.253702799479,4,4,283.023747762044
"30219","32KTV0075O",432.099848429362,477.253715515137,8,8,454.67678197225
"30220","32KTV0092E",208.272803412543,237.402625189887,4,4,222.837714301215
"30221","32KTV14617",195.497207641602,241.633180406358,5,5,218.56519402398
"30222","32KTV0068E",192.790679931641,235.6474609375,2,2,214.21907043457
"30223","32KTV0041Y",237.061120605469,229.33322652181,7,7,233.197173563639
"30224","32KTV14616",459.855041503906,442.196319580078,5,5,451.025680541992
"30225","32KTV0051E",216.528856065538,254.872738308377,4,4,235.700797186958
"30226","32KTV0103U",163.384189181858,160.103257921007,3,3,161.743723551433
"30227","32KTV0083X",415.671064588759,398.13075764974,7,7,406.900911119249
"30228","32KTV0070T",195.048824734158,239.929860432943,4,4,217.48934258355
"30229","32KTV0052D",257.069687906901,262.138169352214,6,6,259.603928629557
"30230","32KTV0053C",154.748164876302,146.059289550781,5,5,150.403727213542
"30231","32KTV0104T",133.345194498698,142.095087687174,4,4,137.720141092936
"30232","32KTV0085V",400.396381378174,411.340852101644,11,11,405.868616739909
"30233","32KTV0038K",165.744757334391,177.896799723307,8,8,171.820778528849
"30234","32KTV0098Z",296.181342230903,295.151763916016,4,4,295.66655307346
"30235","32KTV11B04",297.327782524957,318.276831732856,5,5,307.802307128906
"30236","32KTV0093D",377.543885633681,417.51020711263,13,13,397.527046373155
"30237","32KTV0099Y",555.670428805881,516.489717271593,8,8,536.080073038737
"30238","32KTV0065H",401.750614590115,413.940027025011,14,14,407.845320807563
"30239","32KTV0077M",283.367950439453,312.053385416667,4,4,297.71066792806
"30240","32KTV12926",342.090051560175,344.936276390439,8,8,343.513163975307
"30241","32KTV0089R",256.770595974392,266.677269829644,6,6,261.723932902018
"30242","32EES0069N",590.640364359003,647.673013256592,194,194,619.156688807798
"30243","32PES0081O",541.155235435137,574.033520158755,61,61,557.594377796946
"30244","32ETV0377Z",496.416103239982,539.419130137906,91,91,517.917616688944
"30245","32ETV0443H",389.510379254376,451.221420514142,21,21,420.365899884259
"30246","32ETV0772Z",417.433608011483,473.812235821186,42,42,445.622921916334
"30247","32ETV0957F",379.737088598386,420.000509273645,22,22,399.868798936015
"30248","32ETV1034K",390.785430230035,480.446453179253,13,13,435.615941704644
"30249","32DST0063M",427.464512509644,443.947383636509,196,196,435.705948073077
"30250","32DST0072U",435.072085616503,444.533907390033,342,342,439.802996503268
"30251","32ETV0877U",442.199561225043,447.119475470649,11,11,444.659518347846
"30252","32ETV0563U",554.536046261258,647.07270389133,19,19,600.804375076294
"30253","32PES0099N",520.983777220237,544.756762861128,128,128,532.870270040682
"30254","32ETV0908X",414.189723205566,459.781585693359,10,10,436.985654449462
"30255","32ETV0736V",448.716307624938,500.152430216471,16,16,474.434368920705
"30256","32ETV0516J",495.581963263618,601.884811740451,32,32,548.733387502034
"30257","32ETV0549A",483.890182480004,526.782107062295,346,346,505.33614477115
"30258","32DES0036X",502.574241703767,533.33588514371,497,497,517.955063423738
"30259","32ETV0243J",519.918617361563,654.991582573785,31,31,587.455099967674
"30260","32PES0104I",406.768929036458,437.678805832636,26,26,422.223867434547
"30261","32ETV0113Q",478.923354069989,528.319995497701,63,63,503.621674783845
"30262","32ETV0157N",381.27753381697,381.5259046972,26,26,381.401719257085
"30263","32ETV0358K",416.437513520983,446.930649397108,47,47,431.684081459046
"30264","32DST0039M",517.710449914533,524.592550161563,73,73,521.151500038048
"30265","32KTV0033P",327.135196261936,346.22078789605,6,6,336.677992078993
"30266","32KTV0043W",412.233337402344,498.890724182129,7,7,455.562030792236
"30267","32KTV0042X",231.955437554254,241.454383002387,4,4,236.70491027832
"30268","15DTV0026F",429.082006673325,457.696018835834,118,118,443.38901275458
"30269","15DTV0060M",452.723442707496,522.897246096212,165,165,487.810344401854
"30270","15DTV0093D",439.600097446301,468.653680583632,132,132,454.126889014967
"30271","15DTV0103U",483.477073655373,502.228506087061,141,141,492.852789871217
"30272","15DTV0114Z",431.733053503122,460.902345185958,82,82,446.31769934454
"30273","15DTV0164H",444.51730043361,449.82281445135,62,62,447.17005744248
"30274","15DTV0184V",451.475711445914,483.23364205126,115,115,467.354676748587
"30275","15DTV0193C",418.092496569195,445.138746988206,49,49,431.615621778701
"30276","15DTV0041Y",463.315568756177,503.436630134136,373,373,483.376099445157
"30277","15DTV0336J",429.785245588933,449.437671716662,68,68,439.611458652798
"30278","15DTV0342U",472.501631874588,529.398119954869,51,51,500.949875914729
"30279","15DTV0156Z",428.415197566558,618.516601207432,110,110,523.465899386995
"30280","15DTV0168D",400.66825281779,421.910153198242,50,50,411.289203008016
"30281","15DTV0158X",421.962902379919,444.510032032154,57,57,433.236467206037
"30282","15DTV0170S",462.118274127968,480.194738215624,72,72,471.156506171796
"30283","15DTV0130R",406.911402550039,431.96499183329,123,123,419.438197191664
"30284","15DTV0225E",465.717002994807,490.090951636009,177,177,477.903977315408
"30285","15DTV0015Z",421.639464915911,453.939919214375,225,225,437.789692065143
"30286","15DTV0019W",464.896017160387,496.532357859677,265,265,480.714187510032
"30287","15DTV0231P",458.009692478996,509.539210368197,145,145,483.774451423596
"30288","15DTV0096A",453.888166515307,479.9688843855,75,75,466.928525450404
"30289","15DTV0108P",439.639182829245,512.699517880953,31,31,476.169350355099
"30290","15DTV0003V",437.229396401205,460.93937070364,175,175,449.084383552423
"30291","15DTV0098Z",409.95357141536,427.499977118422,35,35,418.726774266891
"30292","15DTV0111C",448.43746250037,475.597109194889,52,52,462.01728584763
"30293","15DTV0153B",459.679835603287,482.493734616712,138,138,471.086785109999
"30294","15DTV0097Z",480.236021426732,511.328426621037,108,108,495.782224023885
"30295","15DES0225Z",444.179493601168,473.358745661608,265,265,458.769119631388
"30296","15DES0013W",506.166037808952,507.049701695322,899,899,506.607869752137
"30297","15DES0311V",499.761114338316,478.720074940413,684,684,489.240594639365
"30298","15DES0315R",474.910595592648,476.851063743389,565,565,475.880829668018
"30299","15DES0318O",478.12224768908,477.960913952073,415,415,478.041580820576
"30300","15DES0098T",454.090236105682,461.60340885794,669,669,457.846822481811
"30301","15PES1342Z",602.997756515724,615.064026542332,132,132,609.030891529028
"30302","15PES1382A",567.48633908892,572.719821439386,66,66,570.103080264153
"30303","15DES0032K",441.081399148506,460.88678191463,564,564,450.984090531568
"30304","15DES0045O",472.895865990269,470.671634034643,724,724,471.783750012456
"30305","15DES0054W",476.316049275756,474.931034168865,400,400,475.623541722311
"30306","15DES0056U",481.95664860024,463.824400189073,616,616,472.890524394656
"30307","15DES0102P",437.58247130406,439.310828130691,223,223,438.446649717376
"30308","15PES0547M",720.013881865002,700.938919793992,42,42,710.476400829497
"30309","15PES1352G",529.677580412021,561.465087406219,73,73,545.57133390912
"30310","15PES1378O",489.612643134325,508.272907037185,52,52,498.942775085755
"30311","15DES0245M",521.064242176961,510.197983239698,474,474,515.63111270833
"30312","15PES1390J",492.50422583686,528.240740288628,23,23,510.372483062744
"30313","15DST0084I",503.985465631621,507.641153219479,1507,1507,505.81330942555
"30314","15DST0162W",469.171007374279,474.974907344892,568,568,472.072957359586
"30315","15DES0014V",467.721648366756,478.17005969713,883,883,472.945854031943
"30316","15DES0031L",503.242338133389,519.708506051908,1578,1578,511.475422092649
"30317","15DES0058S",477.811210795953,480.550263890835,1138,1138,479.180737343394
"30318","15DES0238C",459.546580493027,462.275896490782,524,524,460.911238491904
"30319","15DES0254U",480.099577323056,485.024965850609,770,770,482.562271586832
"30320","15PES1404W",537.230978275927,568.557869082972,82,82,552.89442367945
"30321","15PST0039A",562.775494449353,532.82644443411,22,22,547.800969441731
"30322","15DST0005F",512.011813586145,520.06365274789,700,700,516.037733167017
"30323","15DST0007D",506.248600769641,497.851016228039,889,889,502.04980849884
"30324","15DST0009B",512.492661991888,506.027084935013,1359,1359,509.259873463451
"30325","15DST0049C",508.033806638374,530.151603201816,1489,1489,519.092704920095
"30326","15DST0085H",496.559825924619,512.186217244526,615,615,504.373021584572
"30327","15DST0113N",497.355367801077,505.533362351434,754,754,501.444365076256
"30328","15DST0129O",503.977107855576,515.052119430125,689,689,509.51461364285
"30329","15DES0265Z",437.885275969759,455.410473249632,272,272,446.647874609695
"30330","15PES1347V",453.996763059828,489.48702138265,24,24,471.741892221239
"30331","15PES1389U",488.962805314497,535.117503310695,19,19,512.040154312596
"30332","15PST0001O",545.263701782702,522.101607426858,101,101,533.68265460478
"30333","15DST0080M",468.598874849717,479.183857103427,1221,1221,473.891365976572
"30334","15DST0054O",494.033562676233,511.688606078306,1121,1121,502.861084377269
"30335","15DTV0209N",450.945533942732,469.386703334711,55,55,460.166118638722
"30336","15DES0037F",472.161347128345,472.863698524649,644,644,472.512522826497
"30337","15DES0049K",497.259504935097,507.712911229035,1268,1268,502.486208082066
"30338","15DES0063D",455.151468831964,469.470568075451,610,610,462.311018453708
"30339","15DES0069Y",472.935477471066,467.754333208647,487,487,470.344905339856
"30340","15DES0112W",466.490885540998,492.293426783666,987,987,479.392156162332
"30341","15PES1383Z",505.008341385871,506.022631890077,50,50,505.515486637974
"30342","15DTV0010E",450.483515916077,494.815980089928,253,253,472.649748003003
"30343","15DTV0028D",424.627086541729,452.145209496901,96,96,438.386148019315
"30344","15DTV0035N",439.718827639514,455.915957905547,217,217,447.817392772531
"30345","15DTV0037L",439.32816572154,471.103867856632,193,193,455.216016789086
"30346","15DTV0198Y",410.78253165941,443.03530759334,198,198,426.908919626375
"30347","15DST0144G",484.943584461361,490.966738929347,207,207,487.955161695354
"30348","15DST0052Q",510.75486572688,493.079169125293,411,411,501.917017426086
"30349","15DST0125S",542.229509662934,535.240780416959,987,987,538.735145039946
"30350","15DTV0061L",421.927820061529,462.410009467153,95,95,442.168914764341
"30351","15DTV0095B",467.427784751491,496.603546357937,184,184,482.015665554714
"30352","15DTV0082Y",465.607555580321,490.395071288575,185,185,478.001313434448
"30353","15DTV0303S",399.50619976563,424.408962446087,38,38,411.957581105858
"30354","15DTV0374M",427.633581918091,458.22456429482,73,73,442.929073106456
"30355","15DTV0162J",407.7394587834,445.877322578807,164,164,426.808390681104
"30356","15DTV0392B",407.113153415256,455.563831244575,45,45,431.338492329916
"30357","15DES0227X",482.102261856531,502.830987345765,949,949,492.466624601148
"30358","15DES0298R",439.901308062825,523.342050126942,220,220,481.621679094884
"30359","15DTV0302T",437.482769351535,444.384200060809,62,62,440.933484706172
"30360","15DTV0079K",417.340943303743,449.218413404528,296,296,433.279678354136
"30361","15DST0106D",508.820769265363,515.751562376185,1117,1117,512.286165820774
"30362","15DST0124T",501.379245382076,507.980108522647,609,609,504.679676952362
"30363","15DES0087N",471.124515521885,479.258441776207,1171,1171,475.191478649046
"30364","15DES0099S",462.674957618461,479.951781139311,1467,1467,471.313369378886
"30365","15PES1375R",488.220721726297,500.824457785772,44,44,494.522589756034
"30366","15DST0016L",491.51421884309,523.763825271911,969,969,507.6390220575
"30367","15DST0060Z",516.376260624058,515.451808436517,826,826,515.914034530287
"30368","15DTV0337I",410.340016777409,439.611273857855,77,77,424.975645317632
"30369","15DTV0369A",451.074596372425,453.253295585437,35,35,452.163945978931
"30370","15DTV0040Z",438.990728730521,454.382111044259,108,108,446.68641988739
"30371","15DES0119P",445.885748417724,469.026228431089,451,451,457.455988424407
"30372","15PES1343Z",510.175011198985,539.273037535609,40,40,524.724024367297
"30373","15DST0011Q",508.18620048165,486.779557125921,788,788,497.482878803786
"30374","15DST0116K",515.948008007282,526.922367385444,745,745,521.435187696363
"30375","15DST0118I",498.846268222392,493.88532955222,657,657,496.365798887306
"30376","15DES0065B",456.580449954623,485.766816672578,971,971,471.1736333136
"30377","15PES1363M",520.986339426725,532.692782972418,51,51,526.839561199571
"30378","15PST0601I",556.4579808876,570.109893529714,173,173,563.283937208657
"30379","15DES0109I",418.938940960693,430.105480164468,299,299,424.522210562581
"30380","15PES0342T",502.164830186632,514.130878435642,44,44,508.147854311137
"30381","15PES0508K",525.333695959645,524.319794095111,211,211,524.826745027378
"30382","15PES1320O",567.173198360155,595.888859434154,41,41,581.531028897155
"30383","15PST0602H",509.30552659995,532.051309875688,1734,1734,520.678418237819
"30384","15DES0244N",476.353168503586,473.643577548687,278,278,474.998373026137
"30385","15DES0344M",479.949962440058,476.031835207248,218,218,477.990898823653
"30386","15DES0353U",485.071016029704,487.284274750325,167,167,486.177645390015
"30387","15DES0038E",476.058783210802,492.567460580502,780,780,484.313121895652
"30388","15PES1373T",484.355934356775,479.812412920898,43,43,482.084173638836
"30389","15DST0028Q",473.13077219347,487.19220006351,366,366,480.16148612849
"30390","15DST0142I",447.096597526237,469.889186920542,452,452,458.49289222339
"30391","15DST0075A",508.92195486537,532.489146159339,332,332,520.705550512355
"30392","15DES0256S",485.635026087149,479.715703490271,151,151,482.67536478871
"30393","15DST0014N",447.082653079799,476.130765721655,326,326,461.606709400727
"30394","15DES0004O",457.329436399049,459.640726398022,762,762,458.485081398535
"30395","15DST0117J",470.843830567182,487.800935900076,647,647,479.322383233629
"30396","15DST0128P",517.513421948019,517.929579635559,804,804,517.721500791789
"30397","15PES0638D",546.122298159469,546.165598604277,33,33,546.143948381873
"30398","15DES0226Y",448.251776272664,468.235613470569,187,187,458.243694871617
"30399","15DES0002Q",535.514818910704,543.880959556091,1624,1624,539.697889233398
"30400","15DES0071M",473.193184150179,492.007840279782,711,711,482.60051221498
"30401","15DES0096V",445.814239601266,467.390216407137,453,453,456.602228004201
"30402","15DES0332H",465.047640810313,480.978188780493,691,691,473.012914795403
"30403","15PES0035M",556.38981891817,560.52054317383,204,204,558.455181046
"30404","15PES1401Z",320.99398541918,333.738425610112,25,25,327.366205514646
"30405","15DES0010Z",469.851946455106,472.668660257551,885,885,471.260303356328
"30406","15DES0027Z",482.855916028461,481.95556400307,833,833,482.405740015766
"30407","15DES0094X",485.626615030274,471.779301637556,937,937,478.702958333915
"30408","15DES0234G",436.902290166247,446.787579627102,314,314,441.844934896674
"30409","15PES0013A",529.641248512268,580.422351328532,112,112,555.0317999204
"30410","15DSN0007T",455.431864216578,464.680327258504,51,51,460.056095737541
"30411","15DES0328V",477.528577064944,475.215806609436,1050,1050,476.37219183719
"30412","15DES0255T",485.404798020058,502.16507211064,538,538,493.784935065349
"30413","15DES0319N",468.823725262643,468.050415203881,474,474,468.437070233262
"30414","15PES1333S",514.674637975448,483.801008469019,31,31,499.237823222233
"30415","15PES1391I",274.815408155653,318.102239312066,13,13,296.45882373386
"30416","15DES0040T",504.597014492525,504.905524251596,781,781,504.751269372061
"30417","15DES0320C",486.516434835399,495.521853859854,591,591,491.019144347626
"30418","15PES1353F",504.572952362985,488.937013321693,33,33,496.754982842339
"30419","15DES0292X",456.172390900311,460.888873388055,261,261,458.530632144183
"30420","15DTV0105S",427.17020711808,481.381244477772,117,117,454.275725797926
"30421","15DTV0007R",450.579231662943,447.581498810739,117,117,449.080365236841
"30422","15DTV0044V",439.844482634681,447.85372065576,190,190,443.849101645221
"30423","15DTV0333M",486.497818302798,520.766561934703,207,207,503.63219011875
"30424","15DTV0140Y",442.549454263794,458.685031078021,61,61,450.617242670908
"30425","15DTV0002W",467.86377860239,511.496563036926,98,98,489.680170819658
"30426","15DTV0135M",451.535135802387,492.213068188786,309,309,471.874101995586
"30427","15DTV0013B",419.618787622887,476.815211760712,129,129,448.2169996918
"30428","15DTV0017Y",447.096437871637,500.775300056992,154,154,473.935868964315
"30429","15DTV0030S",422.166834605892,450.582331101982,165,165,436.374582853937
"30430","15DTV0088S",450.678181153757,480.897648458128,104,104,465.787914805942
"30431","15DTV0183W",131.819191672585,117.874169551965,11,11,124.846680612275
