"","cct","Esp","Mat","NEsp","NMat","PromedioGeneral"
"6372","10ETV0129F",569.046472507053,581.59832051595,22,22,575.322396511501
"6373","10ETV0130V",459.421173095703,480.598958333333,13,13,470.010065714518
"6374","10ETV0131U",412.143655660922,433.574202128819,39,39,422.85892889487
"6375","10ETV0370U",476.816099378798,473.157118055556,12,12,474.986608717177
"6376","10ETV0491F",485.035448710124,491.800908406576,7,7,488.41817855835
"6377","10ETV0248T",458.011545817057,572.886881510417,4,4,515.449213663737
"6378","10ETV0337M",302.02739461263,312.858802286784,7,7,307.443098449707
"6379","10ETV0247U",471.791392008464,538.230161539714,12,12,505.010776774089
"6380","10ETV0249S",500.034916711232,519.989065140013,14,14,510.011990925623
"6381","10ETV0444V",473.965927124023,523.591766357422,5,5,498.778846740722
"6382","10ETV0616X",393.741717020671,386.866826375326,6,6,390.304271697999
"6383","10ETV0250H",522.316075642904,498.169217427572,7,7,510.242646535238
"6384","10ETV0369E",133.215108235677,152.608523050944,4,4,142.91181564331
"6385","10ETV0458Y",528.083144293891,558.231430053711,9,9,543.157287173801
"6386","10ETV0204W",450.687868245443,480.138517930773,14,14,465.413193088108
"6387","10ETV0377N",483.09187999907,559.085635521298,17,17,521.088757760184
"6388","10ETV0405T",338.378604182491,401.512949625651,14,14,369.945776904071
"6389","10ETV0396B",360.687379964193,448.774029201931,14,14,404.730704583062
"6390","10ETV0585U",409.890177408854,446.815350850423,8,8,428.352764129639
"6391","10ETV0505S",448.486607869466,526.751180013021,6,6,487.618893941244
"6392","10DES0004T",489.403949676191,516.936870219285,475,475,503.170409947738
"6393","10DES0042W",452.260399888173,494.813830969603,49,49,473.537115428888
"6394","10DST0051W",540.220792078089,514.872442231355,41,41,527.546617154722
"6395","10DST0074G",437.949688496604,462.735420252739,70,70,450.342554374672
"6396","10DST0080R",488.00067630344,527.076369900174,65,65,507.538523101807
"6397","10ETV0559W",389.779439290365,404.752304077148,4,4,397.265871683756
"6398","10DES0009O",475.755788855685,528.613472076416,673,673,502.184630466051
"6399","10DES0038J",523.957621266738,578.111701583796,109,109,551.034661425267
"6400","10DST0046K",429.146109054906,464.049152592399,101,101,446.597630823652
"6401","10DST0075F",478.226001373534,487.392641046996,81,81,482.809321210265
"6402","10ETV0541X",433.557779693604,504.709526994493,21,21,469.133653344049
"6403","10ETV0560L",383.806718614366,402.542102050781,13,13,393.174410332574
"6404","10DES0010D",457.019490563687,468.789802718407,248,248,462.904646641047
"6405","10DST0007I",455.631749050079,458.861479318812,462,462,457.246614184445
"6406","10DST0056R",463.671111379984,508.562021972682,444,444,486.116566676333
"6407","10ETV0175R",477.161253611247,513.980331420898,24,24,495.570792516073
"6408","10ETV0036Q",435.159718212552,494.389190402561,65,65,464.774454307556
"6409","10ETV0037P",472.447500371857,539.403895392816,59,59,505.925697882337
"6410","10ETV0038O",538.932666488558,634.429769199959,36,36,586.681217844259
"6411","10ETV0084Z",476.689743465847,499.047184838189,26,26,487.868464152018
"6412","10ETV0087X",445.753112938291,485.780610758464,85,85,465.766861848378
"6413","10ETV0088W",461.552175199068,515.040710814386,41,41,488.296443006727
"6414","10ETV0089V",481.204543096977,573.283208077414,54,54,527.243875587195
"6415","10ETV0198B",454.71102533018,488.492437195498,49,49,471.601731262839
"6416","10ETV0211F",454.625125870664,567.615938389444,50,50,511.120532130054
"6417","10ETV0295D",397.981335322062,464.597846984863,20,20,431.289591153463
"6418","10ETV0331S",455.323051452637,516.610907902793,26,26,485.966979677715
"6419","10ETV0430S",561.789296468099,611.948439986617,14,14,586.868868227358
"6420","10ETV0500X",409.633340672084,474.222535451253,20,20,441.927938061668
"6421","10ETV0048V",454.543621769658,514.97534329046,44,44,484.759482530059
"6422","10ETV0049U",452.084977823241,499.811579826551,44,44,475.948278824896
"6423","10ETV0103Y",446.895273548961,533.627012740189,102,102,490.261143144575
"6424","10ETV0159Z",501.637505738348,581.102366846851,30,30,541.3699362926
"6425","10DES8030T",504.820518539891,501.029032204368,21,21,502.924775372129
"6426","10DES0022I",505.731354643169,481.933467824836,58,58,493.832411234003
"6427","10ETV0507Q",545.965206812299,682.4441584027,14,14,614.2046826075
"6428","10DST0009G",462.742413700136,473.14789658808,91,91,467.945155144108
"6429","10DST0029U",495.852287569275,505.143863496929,276,276,500.498075533102
"6430","10ETV0517X",430.961272063079,480.299701398012,31,31,455.630486730545
"6431","10DST0024Z",480.355493042824,517.037130406401,223,223,498.696311724613
"6432","10DST0079B",542.84212135118,590.928394022213,84,84,566.885257686696
"6433","10ETV0520K",395.84627532959,516.426523844401,6,6,456.136399586995
"6434","10ETV0536L",362.264152018229,368.60422905816,9,9,365.434190538195
"6435","10ETV0563I",338.264417012533,409.01350402832,6,6,373.638960520427
"6436","10ETV0072V",540.021749143247,577.353921395761,27,27,558.687835269504
"6437","10ETV0237N",501.118678792318,553.010292561849,9,9,527.064485677084
"6438","10ETV0238M",547.467741607338,589.735874627226,93,93,568.601808117282
"6439","10ETV0412C",369.712364479348,434.27074375859,15,15,401.991554118969
"6440","10ETV0110H",417.127482096354,450.156150817871,7,7,433.641816457112
"6441","10ETV0136P",492.764137268066,553.689442104763,13,13,523.226789686414
"6442","10ETV0137O",413.180786471897,453.06287660952,20,20,433.121831540709
"6443","10ETV0200Z",493.309093475342,528.942573123508,22,22,511.125833299425
"6444","10ETV0201Z",451.246525373363,482.004182757753,37,37,466.625354065558
"6445","10ETV0202Y",435.941325741722,475.297926257905,19,19,455.619625999813
"6446","10ETV0203X",506.22829855056,534.784699212937,46,46,520.506498881748
"6447","10ETV0278N",379.306972079807,429.487792383059,33,33,404.397382231433
"6448","10ETV0340Z",431.80495707194,419.520897759332,12,12,425.662927415636
"6449","10ETV0347T",399.645462399437,415.438365028018,16,16,407.541913713727
"6450","10ETV0376O",404.351397196452,461.438463846842,8,8,432.894930521647
"6451","10ETV0404U",405.654771592882,360.30189344618,4,4,382.978332519531
"6452","10ETV0493D",480.254170735677,583.402618408203,5,5,531.82839457194
"6453","10ETV0098C",532.752189497514,658.893871954716,24,24,595.823030726115
"6454","10ETV0099B",508.252506655738,525.203337896438,44,44,516.727922276088
"6455","10ETV0100A",594.620087800203,675.68340866654,25,25,635.151748233372
"6456","10ETV0140B",443.737031837746,497.101663886176,23,23,470.419347861961
"6457","10ETV0226H",346.657652113173,438.362257215712,8,8,392.509954664442
"6458","10ETV0284Y",512.4778864659,581.263167894484,59,59,546.870527180192
"6459","10ETV0285X",530.792222764757,532.804967244466,10,10,531.798595004611
"6460","10ETV0286W",557.739889526367,699.822744605655,31,31,628.781317066011
"6461","10ETV0349R",549.524806156865,564.203320425528,24,24,556.864063291197
"6462","10ETV0420L",382.365869734022,397.808362325033,15,15,390.087116029527
"6463","10ETV0496A",650.590003846184,700.597522392475,24,24,675.593763119329
"6464","10ETV0600W",543.193920559353,689.192580498589,12,12,616.193250528971
"6465","10DST0033G",499.030847141337,546.155813943215,204,204,522.593330542276
"6466","10ETV0594B",594.524761623807,670.144694010417,7,7,632.334727817112
"6467","10EES0016X",489.14114755958,527.093900029346,85,85,508.117523794463
"6468","10ETV0514Z",418.065770145091,460.425983084665,145,145,439.245876614878
"6469","10EES0022H",488.837229041741,722.574091182622,214,214,605.705660112181
"6470","10EES0069B",442.277286188545,446.68087818695,156,156,444.479082187748
"6471","10PES0094G",556.243612492041,570.369397788694,40,40,563.306505140368
"6472","10DST0003M",510.234104014058,502.324925436888,842,842,506.279514725473
"6473","10DST0066Y",416.349244272563,429.568471544673,174,174,422.958857908618
"6474","10ETV0515Z",346.895655314128,392.682805379232,8,8,369.78923034668
"6475","10ETV0527D",464.351024027736,477.948010398058,62,62,471.149517212897
"6476","10ETV0539I",353.506833757673,412.727374969967,21,21,383.11710436382
"6477","10ETV0540Y",464.009278191461,562.72578854031,16,16,513.367533365885
"6478","10ETV0588R",332.372556898329,367.710703531901,7,7,350.041630215115
"6479","10PES0085Z",523.898054543062,547.105495662578,52,52,535.50177510282
"6480","10ETV0138N",221.345504760742,250.524965413411,7,7,235.935235087076
"6481","10ETV0576M",426.406820509169,427.646109686957,16,16,427.026465098063
"6482","10DST0020C",504.683221898214,546.409321501384,297,297,525.546271699799
"6483","10DST0030J",480.72060157443,514.405349550006,135,135,497.562975562218
"6484","10DST0083O",437.048801949591,464.910224206398,67,67,450.979513077995
"6485","10ETV0570S",548.919278826032,573.637876238142,13,13,561.278577532087
"6486","10ETV0294E",399.519544381806,415.296015205769,27,27,407.407779793787
"6487","10ETV0519V",424.720570034451,535.475316874186,12,12,480.097943454319
"6488","10ETV0538J",365.852503458659,528.352081298828,4,4,447.102292378744
"6489","10ETV0562J",585.366010030111,536.681686401367,8,8,561.023848215739
"6490","10ETV0055E",447.955337524414,452.174641927083,7,7,450.064989725748
"6491","10ETV0057C",417.009404444433,456.637908488403,27,27,436.823656466418
"6492","10ETV0058B",402.669744296271,415.102252046007,34,34,408.885998171139
"6493","10ETV0059A",395.843482971191,419.097719828288,9,9,407.47060139974
"6494","10ETV0060Q",430.11322869932,528.584766491139,77,77,479.34899759523
"6495","10ETV0061P",468.431488418579,555.041990963306,48,48,511.736739690942
"6496","10ETV0062O",416.085387578086,474.931744287884,14,14,445.508565932985
"6497","10ETV0063N",567.114670732286,646.499940533108,32,32,606.807305632697
"6498","10ETV0064M",446.242958036243,546.973419189453,33,33,496.608188612848
"6499","10ETV0065L",468.863912963867,590.83189239502,55,55,529.847902679443
"6500","10ETV0067J",438.847247340253,456.992258947253,65,65,447.919753143753
"6501","10ETV0133S",490.571948242187,556.04782059281,23,23,523.309884417499
"6502","10ETV0134R",379.402316066197,399.100440870013,25,25,389.251378468105
"6503","10ETV0135Q",426.368587070041,514.782572428385,16,16,470.575579749213
"6504","10ETV0315A",444.423719052915,461.645183704518,27,27,453.034451378716
"6505","10ETV0316Z",449.34805275246,460.983739782263,20,20,455.165896267362
"6506","10ETV0339K",517.383492363824,569.795266723633,17,17,543.589379543728
"6507","10ETV0343X",424.187819809592,473.690654592078,60,60,448.939237200835
"6508","10ETV0373R",424.154522365994,490.302892049154,6,6,457.228707207574
"6509","10ETV0375P",391.303238007517,463.397547064887,41,41,427.350392536202
"6510","10ETV0401X",309.727132161458,390.086944580078,2,2,349.907038370768
"6511","10ETV0402W",488.92043999566,600.531793043349,19,19,544.726116519505
"6512","10ETV0403V",442.112843492296,511.886456976996,10,10,476.999650234646
"6513","10ETV0492E",369.998091634115,429.975468444824,11,11,399.98678003947
"6514","10ETV0611B",414.157648128933,524.874859449599,16,16,469.516253789266
"6515","10ETV0054F",431.435536794533,537.367629958853,46,46,484.401583376693
"6516","10ETV0105W",492.032409506255,579.547641006501,117,117,535.790025256378
"6517","10ETV0354C",480.231683806557,613.586301114314,43,43,546.908992460435
"6518","10ETV0482Y",305.670623597645,347.369874863398,22,22,326.520249230521
"6519","10ETV0056D",462.574011217032,557.96486716578,53,53,510.269439191406
"6520","10ETV0494C",553.203769259983,596.438898722331,11,11,574.821333991157
"6521","10ETV0091J",551.145409138997,653.48475833469,15,15,602.315083736843
"6522","10ETV0093H",389.132564290365,447.39670715332,19,19,418.264635721843
"6523","10ETV0094G",475.967269881314,557.102349078466,21,21,516.53480947989
"6524","10ETV0096E",457.958517783029,518.289566221691,20,20,488.12404200236
"6525","10ETV0097D",408.620541042752,437.468529595269,11,11,423.04453531901
"6526","10ETV0132T",462.455075218564,492.174992251706,26,26,477.315033735135
"6527","10ETV0139M",476.473415516041,617.796641314471,26,26,547.135028415256
"6528","10ETV0305U",430.153963242741,470.831450252491,43,43,450.492706747616
"6529","10ETV0378M",460.266194395035,552.642702835325,26,26,506.45444861518
"6530","10ETV0380A",445.785494123186,477.726970127651,11,11,461.756232125418
"6531","10ETV0406S",398.49831644694,516.124539693197,6,6,457.311428070068
"6532","10ETV0407R",459.813473171658,596.825475904677,11,11,528.319474538167
"6533","10ETV0408Q",385.123318445115,430.241180056617,25,25,407.682249250866
"6534","10ETV0409P",499.667161729601,576.289198981391,12,12,537.978180355496
"6535","10ETV0410E",435.122104560004,473.598812527127,10,10,454.360458543566
"6536","10ETV0416Z",441.37142983461,578.525337051559,31,31,509.948383443084
"6537","10ETV0417Y",453.49672970242,470.762093438043,12,12,462.129411570231
"6538","10ETV0466G",658.507883707682,790.684969075521,9,9,724.596426391602
"6539","10ETV0479K",467.87944054982,514.583892580063,12,12,491.231666564942
"6540","10ETV0481Z",507.826404208229,595.052715483166,19,19,551.439559845698
"6541","10ETV0495B",406.218879191081,474.585412597656,9,9,440.402145894368
"6542","10ETV0599X",454.242134941949,453.049122280545,11,11,453.645628611247
"6543","10ETV0425G",473.258714463976,573.013609992133,11,11,523.136162228054
"6544","10ETV0379L",319.737467447917,376.17869398329,7,7,347.958080715604
"6545","10ETV0578K",491.217333398684,614.758895257507,29,29,552.988114328095
"6546","10ETV0630Q",393.97833887736,455.989709642198,32,32,424.984024259779
"6547","10ETV0592D",422.12896109687,503.251688130697,25,25,462.690324613784
"6548","10ETV0593C",317.900299612565,386.027177934099,47,47,351.963738773332
"6549","10ETV0619U",385.213209364149,451.744372897678,11,11,418.478791130913
"6550","10ETV0622H",391.340347919767,583.973415895492,18,18,487.65688190763
"6551","10ETV0623G",348.730006160899,388.898910498749,33,33,368.814458329824
"6552","10DST0028V",439.222545862849,491.918392567663,189,189,465.570469215256
"6553","10DST0064Z",409.330367900156,440.492072287114,279,279,424.911220093635
"6554","10DST0069V",435.40427603356,452.280062234283,137,137,443.842169133922
"6555","10DST0086L",406.142801188307,476.323465200992,230,230,441.233133194649
"6556","10ETV0334P",383.138711975119,514.688939692731,51,51,448.913825833925
"6557","10ETV0569C",323.073421564906,391.625744634496,47,47,357.349583099701
"6558","10ETV0510D",353.468896653917,396.629826258099,20,20,375.049361456008
"6559","10ETV0543V",394.550528764057,447.861483562338,58,58,421.206006163197
"6560","10ETV0544U",527.013337211003,632.193971502718,24,24,579.60365435686
"6561","10ETV0557Y",339.128181820824,389.685799783374,18,18,364.406990802099
"6562","10ETV0558X",399.530614943731,459.285023401654,33,33,429.407819172692
"6563","10ETV0125J",126.821319580078,123.569600423177,1,1,125.195460001627
"6564","10ETV0366H",533.248816690169,653.463741051027,106,106,593.356278870598
"6565","10ETV0367G",371.763304816352,428.151157803006,11,11,399.957231309679
"6566","10ETV0393E",455.189298502604,522.866425238715,10,10,489.02786187066
"6567","10ETV0423I",376.588969187336,413.47194208873,64,64,395.030455638033
"6568","10ETV0486U",339.059612122793,372.101690262083,54,54,355.580651192438
"6569","10ETV0487T",408.955780912787,526.855348677862,52,52,467.905564795324
"6570","10ETV0488S",350.438767352891,414.589057999428,29,29,382.51391267616
"6571","10ETV0489R",287.725224812826,340.679087320964,6,6,314.202156066895
"6572","10ETV0614Z",358.227919387817,539.568519931369,24,24,448.898219659593
"6573","10ETV0628B",305.964652379354,379.698336283366,17,17,342.83149433136
"6574","10ETV0579J",498.944502766927,590.276123046875,21,21,544.610312906901
"6575","10ETV0581Y",325.165661734122,367.199988019025,20,20,346.182824876573
"6576","10ETV0582X",322.213489060175,350.31571219308,31,31,336.264600626627
"6577","10ETV0583W",368.414850580125,432.962802366226,46,46,400.688826473175
"6578","10ETV0613Z",334.087814486468,361.942444525825,27,27,348.015129506147
"6579","10ETV0626D",340.187874688043,417.039521111382,18,18,378.613697899713
"6580","10DES0001W",512.348626869811,585.398388502143,460,460,548.873507685977
"6581","10DES0018W",492.978342065459,535.820881878082,196,196,514.39961197177
"6582","10DES0040Y",517.749597313291,533.510194784497,71,71,525.629896048894
"6583","10DST0023Z",495.301877687832,523.13487219717,76,76,509.218374942501
"6584","10EES0061J",511.114596826325,535.670059250166,306,306,523.392328038246
"6585","10DST0040Q",519.560168665698,561.109373712132,41,41,540.334771188915
"6586","10ETV0532P",308.06675974528,332.634801228841,6,6,320.350780487061
"6587","10ETV0555Z",449.817482842339,422.675920274523,10,10,436.246701558431
"6588","10ETV0071W",529.245596792184,543.550648368885,52,52,536.398122580535
"6589","10ETV0229E",375.460630520907,429.654998332322,33,33,402.557814426615
"6590","10ETV0006W",451.053885041825,508.797406252466,52,52,479.925645647146
"6591","10ETV0002Z",491.353637853295,542.131416571261,53,53,516.742527212278
"6592","10ETV0003Z",419.278663635254,534.435227457682,11,11,476.856945546468
"6593","10ETV0004Y",516.358765678901,619.745454928576,35,35,568.052110303739
"6594","10ETV0005X",450.583879139221,476.017113702947,43,43,463.300496421084
"6595","10ETV0007V",438.170909245809,492.334407424927,52,52,465.252658335368
"6596","10ETV0008U",502.202382179543,511.797193287037,29,29,506.99978773329
"6597","10ETV0069H",497.858692593045,542.043353610568,32,32,519.951023101807
"6598","10ETV0106V",455.197847706899,489.315744986012,34,34,472.256796346456
"6599","10ETV0109S",452.866500443481,517.62252192128,30,30,485.244511182381
"6600","10ETV0166J",450.458550594123,467.977940581311,75,75,459.218245587717
"6601","10ETV0233R",479.224170600043,512.308572387695,14,14,495.766371493869
"6602","10ETV0328E",462.643597581651,499.566860029433,21,21,481.105228805542
"6603","10ETV0447S",444.588670349121,512.827333577474,14,14,478.708001963297
"6604","10ETV0449Q",446.427935282389,490.523807525635,16,16,468.475871404012
"6605","10ETV0473Q",453.696110478154,480.554036006221,19,19,467.125073242188
"6606","10ETV0615Y",364.33584391276,412.243636067708,15,15,388.289739990234
"6607","10ETV0624F",511.310806839554,512.538992422598,19,19,511.924899631076
"6608","10DES0014Z",483.339281006016,513.385212667451,294,294,498.362246836734
"6609","10DES0041X",493.827226715816,528.989872640621,121,121,511.408549678218
"6610","10ETV0571R",497.435896131727,596.472148471408,12,12,546.954022301568
"6611","10ETV0153F",523.037365141369,691.931553795224,22,22,607.484459468297
"6612","10ETV0546S",499.008648681641,539.302942079486,25,25,519.155795380564
"6613","10ETV0148U",422.601177397228,548.262271941654,19,19,485.431724669441
"6614","10ETV0150I",488.586264490198,520.147297611943,22,22,504.366781051071
"6615","10ETV0156C",457.014690661556,556.272525242397,35,35,506.643607951976
"6616","10ETV0214C",384.577176920573,407.952617730035,11,11,396.264897325304
"6617","10ETV0330T",483.106769295871,545.617727402081,67,67,514.362248348976
"6618","10ETV0346U",433.073680134563,462.919317072088,29,29,447.996498603326
"6619","10ETV0351F",470.631090760842,539.829673493214,36,36,505.230382127028
"6620","10ETV0353D",441.582709418403,535.78463406033,13,13,488.683671739366
"6621","10ETV0431R",579.114950584643,575.203760782878,27,27,577.159355683761
"6622","10ETV0601V",431.194154338348,454.444131195851,37,37,442.819142767099
"6623","10ETV0608O",410.737219068739,527.641086154514,14,14,469.189152611627
"6624","10ETV0617W",450.515971713596,473.645594278971,14,14,462.080782996283
"6625","10ETV0618V",546.267025417752,670.406138102214,7,7,608.336581759983
"6626","10ETV0586T",413.497013636998,479.14129323808,15,15,446.319153437539
"6627","10KTV9087P",482.429251776801,659.333326551649,6,6,570.881289164225
"6628","10KTV0021Z",367.288733588325,485.933095296224,8,8,426.610914442275
"6629","10KTV0002K",619.828731282552,677.25233968099,8,8,648.540535481771
"6630","10KTV0060A",524.668337504069,578.202155219184,9,9,551.435246361626
"6631","10KTV13706",429.058991931734,501.176908947173,10,10,465.117950439453
"6632","10KTV0009D",369.589411417643,391.926869710286,6,6,380.758140563965
"6633","10KTV0051T",597.649658203125,679.549109564887,7,7,638.599383884006
"6634","10KTV0041M",541.051669650608,613.241017659505,6,6,577.146343655057
"6635","10KTV0026U",485.693891398112,591.976745605469,12,12,538.83531850179
"6636","10KSC0020W",185.751302083333,221.493876139323,1,1,203.622589111328
"6637","10KSC0012N",551.580298529731,548.120140923394,5,5,549.850219726562
"6638","10KSC0001H",423.929758707682,446.888042873806,6,6,435.408900790744
"6639","10KSC0019G",176.976684570312,199.965616861979,1,1,188.471150716145
"6640","10KSC0029N",242.685997009277,375.748051961263,5,5,309.21702448527
"6641","10KSC0014L",357.835079616971,403.119876437717,8,8,380.477478027344
"6642","10KSC0013M",219.108362833659,210.925628662109,4,4,215.016995747884
"6643","10KSC0030C",328.357752482096,389.276713053385,3,3,358.817232767741
"6644","10KSC0004E",269.434100680881,236.478898790148,5,5,252.956499735515
"6645","10KSC0018H",342.529317220052,415.36675008138,13,13,378.948033650716
"6646","10KSC0028O",393.809577094184,449.152709960938,5,5,421.481143527561
"6647","10KSC9090P",170.839721679688,191.266065809462,3,3,181.052893744575
"6648","10KSC0010P",251.705576578776,232.299947102865,2,2,242.00276184082
"6649","10KSC0021V",239.903877766927,288.445402018229,7,7,264.174639892578
"6650","10KSC0016J",451.452641805013,365.719848632812,4,4,408.586245218912
"6651","10KSC0011O",404.625227186415,430.567226833767,7,7,417.596227010091
"6652","10KSC0017I",483.768276638455,490.386301676432,5,5,487.077289157443
"6653","10KSC0025R",240.869384765625,355.601328531901,4,4,298.235356648763
"6654","10KSC0006C",210.381917317708,217.794826931424,6,6,214.088372124566
"6655","10KSC9091P",322.832360585531,347.17958577474,17,17,335.005973180135
"6656","10KSC0027P",310.242663065592,322.859503428141,8,8,316.551083246866
"6657","10KSC0036X",148.154959542411,130.490474155971,7,7,139.322716849191
"6658","10KSC0031B",303.959513346354,281.449289957682,2,2,292.704401652018
"6659","10KSC9092P",214.726630801246,255.128545851935,9,9,234.92758832659
"6660","10KSC0022U",301.964325290256,333.256490410699,12,12,317.610407850477
"6661","10KSC0032A",324.941980150011,363.120418124729,11,11,344.03119913737
"6662","10KSC0002G",328.794738769531,367.763607449002,5,5,348.279173109266
"6663","10KSC0023T",413.109985351562,389.249604966905,6,6,401.179795159233
"6664","10KSC0007B",423.689539591471,471.427416483561,9,9,447.558478037516
"6665","10KSC0026Q",114.233876546224,111.375305175781,3,3,112.804590861002
"6666","10KSC0024S",334.278177897135,300.681935628255,2,2,317.480056762695
"6667","10KTV13A04",535.421071370443,639.233209398058,9,9,587.32714038425
"6668","10KTV9093P",179.131583077567,208.653855096726,7,7,193.892719087147
"6669","10KTV0053R",474.465396457248,535.666256374783,5,5,505.065826416016
"6670","10KTV0056O",530.165297614203,589.107106526693,12,12,559.636202070448
"6671","10KTV0058M",552.319897121853,616.767617119683,11,11,584.543757120768
"6672","10KTV0029R",342.356355794271,390.997017923991,9,9,366.676686859131
"6673","10KTV0023X",518.33381652832,559.836680094401,5,5,539.08524831136
"6674","10KTV0048F",304.627946980794,348.768776448568,7,7,326.698361714681
"6675","10KTV0013Q",414.610868326823,439.436067708333,8,8,427.023468017578
"6676","10KTV0061Z",510.200660705566,604.402877807617,7,7,557.301769256591
"6677","10KTV0036A",514.129668341743,545.066253238254,14,14,529.597960789999
"6678","10KTV18405",360.573130289714,402.722803751628,5,5,381.647967020671
"6679","10KTV0057N",579.33058336046,667.026078965929,6,6,623.178331163194
"6680","10KTV0050U",364.321039835612,444.484909057617,8,8,404.402974446615
"6681","10KTV0004I",397.605232747396,444.982154337565,18,18,421.29369354248
"6682","10KTV0037Z",319.741221110026,363.789316813151,4,4,341.765268961589
"6683","10KTV0062Z",252.608723958333,330.04633585612,4,4,291.327529907227
"6684","10KTV0012R",325.507390340169,407.316101074219,5,5,366.411745707194
"6685","10KTV9094P",571.13106355213,556.480841500418,10,10,563.805952526274
"6686","10KTV0055P",299.230318705241,337.748881022135,8,8,318.489599863688
"6687","10KTV0038Z",448.335083007812,524.643692016602,4,4,486.489387512207
"6688","10KTV13105",432.895248413086,521.276484171549,5,5,477.085866292318
"6689","10KTV0028S",613.142601860894,718.462080213759,6,6,665.802341037327
"6690","10KTV12602",186.477982584635,213.274072265625,5,5,199.87602742513
"6691","10KTV0059L",596.247897677951,711.340440538194,5,5,653.794169108073
"6692","10KTV0031F",372.699737548828,466.46341281467,4,4,419.581575181749
"6693","10KTV0046H",369.523559570312,449.539428710938,8,8,409.531494140625
"6694","10KTV9098P",191.62978515625,210.552876790365,5,5,201.091330973307
"6695","10KTV0063Y",566.444898817274,676.242838541667,8,8,621.34386867947
"6696","10KTV1C308",406.778172810872,503.421536763509,9,9,455.09985478719
"6697","10KTV0024W",528.12712504069,601.437038167318,14,14,564.782081604004
"6698","10KTV0035B",603.954291449653,732.796223958333,5,5,668.375257703993
"6699","10KTV0045I",572.183926052517,697.425262451172,5,5,634.804594251844
"6700","10KTV0039Y",450.092634412977,555.724939982096,6,6,502.908787197537
"6701","10KTV9099P",495.670062594944,529.311374240451,6,6,512.490718417698
"6702","10KTV0032E",308.780729166667,336.761496988932,6,6,322.771113077799
"6703","10EES0070R",529.010524915987,614.706451541191,275,275,571.858488228589
"6704","10PES0036Q",578.583417553831,614.378826128579,68,68,596.481121841205
"6705","10ETV0024L",452.881861353068,477.412717049582,55,55,465.147289201325
"6706","10PES0007V",596.15419091113,654.088092131747,157,157,625.121141521438
"6707","10DST0005K",540.565831656263,622.512892121885,328,328,581.539361889074
"6708","10DST0048I",472.458509015102,494.285911815618,116,116,483.37221041536
"6709","10ETV0607P",401.433892144097,457.073109944661,13,13,429.253501044379
"6710","10ETV0304V",406.979349772135,450.993520100911,7,7,428.986434936523
"6711","10ETV0280B",412.90020098005,435.970732280186,23,23,424.435466630118
"6712","10ETV0344W",412.752225603376,430.464543660482,18,18,421.608384631929
"6713","10ETV0142Z",431.968437477394,512.843713831019,24,24,472.406075654207
"6714","10ETV0485V",482.58762105306,603.546322292752,10,10,543.066971672906
"6715","10PES0079O",531.80703631018,537.168210617643,47,47,534.487623463912
"6716","10ETV0524G",242.981743585496,259.6420535133,11,11,251.311898549398
"6717","10ETV0217Z",505.940436623313,535.251173539595,44,44,520.595805081454
"6718","10ETV0545T",441.981282991352,488.074894292042,98,98,465.028088641697
"6719","10DES0037K",438.015065600999,481.386628196827,72,72,459.700846898913
"6720","10KTV0025V",336.457970513238,374.444017198351,7,7,355.450993855795
"6721","11ETV0057B",444.886783163342,479.497557166149,100,100,462.192170164746
"6722","11ETV0251F",476.250029319629,536.255872162936,60,60,506.252950741283
"6723","11ETV0312C",504.526914971578,567.17580475232,134,134,535.851359861949
"6724","11ETV0360M",428.091654058645,470.765721877384,146,146,449.428687968015
"6725","11ETV0368E",470.383321469531,479.29395742809,162,162,474.83863944881
"6726","11ETV0369D",437.896410763765,494.559323844183,227,227,466.227867303974
"6727","11ETV0385V",478.214427341182,561.428534923968,103,103,519.821481132575
"6728","11ETV0470S",436.110840693722,473.790517852497,78,78,454.950679273109
"6729","11ETV0514Z",479.018013574915,486.894970202193,196,196,482.956491888554
"6730","11ETV0526D",487.715975982974,542.370746342823,32,32,515.043361162898
"6731","11ETV0623F",457.044368916886,529.2823306925,74,74,493.163349804693
"6732","11ETV0756W",481.857290140788,489.210973160355,53,53,485.534131650572
"6733","11ETV0757V",511.324204815282,513.467248361719,128,128,512.395726588501
"6734","11ETV0760I",510.555176888925,543.378127006248,85,85,526.966651947586
"6735","11ETV0806N",484.273232514717,520.657501262285,45,45,502.465366888501
"6736","11ETV0807M",437.970437813631,490.217786004533,85,85,464.094111909082
"6737","11ETV0809K",466.566307633011,547.977301322089,117,117,507.27180447755
"6738","11ETV0943Q",457.034706100592,476.880465487077,119,119,466.957585793834
"6739","11ETV1004D",443.822365668778,494.367280574995,70,70,469.094823121887
"6740","11ETV1005C",460.487806829443,514.860398897563,105,105,487.674102863503
"6741","11ETV1039T",443.34731173458,536.630623601388,61,61,489.988967667984
"6742","11EES0017V",462.369869482244,473.657864311279,809,809,468.013866896761
"6743","11PES0045X",288.506322224935,350.632019042969,5,5,319.569170633952
"6744","11PES0206T",568.51492288004,587.660111675368,86,86,578.087517277704
"6745","11PES0341Y",539.830055730644,543.52123151185,138,138,541.675643621247
"6746","11PES0372R",582.425397910324,613.027907614614,49,49,597.726652762469
"6747","11ETV0250G",453.987420955488,553.33996391368,102,102,503.663692434584
"6748","11ETV0309P",453.337727313589,486.047823516208,286,286,469.692775414899
