"","cct","Promedio2011","Promedio2010","Promedio2009"
"314","02DES0016P",506.368003827128,462.679656451126,493.051639503258
"315","02DES0017O",484.242187376624,480.794872575533,482.118875853019
"316","02DES0018N",495.129091147274,485.348078653007,470.491029057668
"317","02DES0019M",484.369076244605,494.01686187139,496.038304818437
"318","02DES0020B",473.322078208664,480.013218908134,474.802130985441
"319","02DES0021A",444.588889471861,455.979280074582,454.624402848138
"320","02DES0022Z",506.314287172697,514.994019443406,497.743931982589
"321","02DES0023Z",482.88320237896,477.749656672359,486.852281137662
"322","02DES0025X",459.829946410206,473.891556138904,458.753532201759
"323","02DES0026W",438.542531366507,460.175746942088,459.63069507116
"324","02DES0027V",503.794410576791,509.165910329039,506.502722526584
"325","02DES0028U",501.210605597616,490.493769431076,491.41022568844
"326","02DES0029T",461.414969867825,463.424563102221,450.642180206478
"327","02DES0030I",470.208455801199,477.844144633385,463.051400229554
"328","02DES0031H",491.626060871351,492.101188963956,491.679676656282
"329","02DES0032G",478.623698393686,480.710413121135,467.867979410565
"330","02DES0033F",501.62268955586,502.999085183095,483.933473662635
"331","02DES0034E",541.29482481811,524.021408817331,450.681199837645
"332","02DES0035D",461.991957884215,459.672302926613,473.882309874901
"333","02DES0036C",458.356154257022,450.129424529286,454.365096393486
"334","02DES0037B",475.424705448802,468.596996616196,463.688994867393
"335","02DES0038A",482.873686112023,498.860363220574,497.109141628159
"336","02DES0039Z",475.89027908819,452.349826286004,460.385812656046
"337","02DES0040P",492.00955860882,492.324437804401,497.802569773583
"338","02DES0042N",477.145686167259,497.588592542777,477.410429174344
"339","02DES0043M",519.666168026298,502.983129153667,499.03034286499
"340","02DES0044L",459.351985830235,511.756229790645,493.084832439293
"341","02DES0045K",451.426760192211,449.693220924416,449.894659883043
"342","02DES0046J",502.279956899048,317.423522216977,467.566631439839
"343","02DES0047I",462.539468465231,475.059996623718,476.280845563949
"344","02DES0048H",485.2916551616,488.841956641094,324.502230971774
"345","02DES0049G",439.614138994883,477.939092318422,NA
"346","02DES0050W",476.301311953872,319.014071483644,NA
"347","02DES0051V",496.055737830745,490.776493911915,NA
"348","02DES0052U",421.685227970791,447.271919894495,NA
"349","02DES0053T",292.759124607488,142.065440793285,NA
"350","02DES0054S",396.289888015908,NA,NA
"351","02DSC0001P",287.741213919244,NA,NA
"352","02DSN0010C",91.6691284179688,151.969295284054,470.669882292791
"353","02DST0001F",509.587715451448,490.876429999999,474.591785673967
"354","02DST0002E",510.121369056742,480.657762730802,513.600216915177
"355","02DST0003D",435.603458676855,452.100292635529,450.416385621676
"356","02DST0004C",442.029258588761,464.275901633659,450.516915659197
"357","02DST0005B",451.970773576659,458.077926251728,459.86454510758
"358","02DST0006A",442.296697153129,445.482335583824,445.405444518941
"359","02DST0007Z",432.972144347546,423.969330060106,471.856266547047
"360","02DST0008Z",469.40317749802,470.015050527889,462.218481168616
"361","02DST0009Y",470.165408667809,464.844764223966,441.876319499441
"362","02DST0010N",505.286631016188,522.078650450334,550.769782560415
"363","02DST0011M",462.661349769505,461.773359406544,472.950695963877
"364","02DST0012L",453.867302882549,445.808883409636,443.270894575577
"365","02DST0013K",463.61664659789,468.485873472183,465.062495382555
"366","02DST0014J",459.066850029808,467.110109255295,458.686728083293
"367","02DST0015I",475.380630794094,480.221841648272,488.52696611139
"368","02DST0016H",464.948453174228,465.733444631564,510.302103650701
"369","02DST0017G",481.767778001994,468.18794150328,458.770492481829
"370","02DST0018F",524.717443576208,509.334452238155,539.752815407795
"371","02DST0019E",482.934964085444,510.413055644854,489.574178780232
"372","02DST0020U",458.000082453712,462.623116501435,472.711248073516
"373","02DST0021T",512.829703169817,509.081395780606,532.922198863332
"374","02DST0022S",527.858931361978,514.998538302929,516.670637929081
"375","02DST0023R",458.256354220973,440.822127525306,482.582181001135
"376","02DST0024Q",466.816746165359,477.971440022562,478.483512168819
"377","02DST0025P",513.622224390354,521.409485561218,528.38708456338
"378","02DST0026O",453.537044254917,463.544726496298,481.114796459057
"379","02DST0027N",498.441252417759,501.588483628498,526.32586112142
"380","02DST0028M",450.72208255644,464.786111877047,454.697490491079
"381","02DST0029L",482.745669314791,476.425723237758,467.723995732175
"382","02DST0030A",498.939358323945,485.100362749257,494.654486488492
"383","02DST0031Z",434.259075433845,463.516557003281,447.253391308891
"384","02DST0032Z",480.850455262311,490.540592011506,506.354698895025
