"","cct","cal_mat1","N1","cal_mat2","N2","cal_mat3","N3","PromedioSecundaria","NTotal"
"749","01DES0029U",540.371133751502,325,519.373694179157,313,573.898925295301,314,544.547917741987,952
"750","01DST0029M",585.798149108887,392,575.994203007686,385,594.912555170994,357,585.568302429189,1134
"751","01DST0036W",490.652822699429,363,478.477589816333,374,516.287816819411,325,495.139409778391,1062
"752","01DST0038U",460.39951335948,465,453.415652249437,409,483.941175503201,360,465.918780370706,1234
"753","01PES0056W",527.568297188237,53,529.833670876243,44,533.042192993164,50,530.148053685881,147
"754","01PES0057V",550.909506225586,30,476.152723312378,16,522.971746444702,16,516.677991994222,62
"755","01PES0065D",594.713518191607,39,606.858196149554,35,611.089223589216,28,604.220312643459,102
"756","01PST0007F",518.489074707031,37,490.109208848741,36,542.0888671875,32,516.895716914424,105
"757","01DES0016Q",477.504688766767,318,473.183874294383,337,501.188399658203,325,483.958987573118,980
"758","01DES0023Z",436.763113971396,231,474.046254615261,219,502.436360035128,206,471.081909540595,656
"759","01DES0026X",483.549330958229,367,502.761021614075,352,527.803280648343,351,504.704544406882,1070
"760","01DST0022T",511.513404534363,367,523.086699291457,319,540.78618982336,273,525.128764549727,959
"761","01PES0003R",603.005309104919,32,600.365574692235,33,613.733266830444,32,605.701383542533,97
"762","01PES0004Q",652.729084630166,31,592.252254176784,37,682.277735093061,34,642.419691300004,102
"763","01PES0037H",629.356608997692,33,662.962239583333,30,700.774623616536,30,664.36449073252,93
"764","01DES0013T",499.343959630093,107,543.937606188716,98,536.606384529555,121,526.629316782788,326
"765","01DES0031I",484.354602986742,463,494.640739458218,441,520.951515369846,399,499.982285938268,1303
"766","01DES0034F",484.009606817887,211,478.22472879161,184,487.518415214602,121,483.250916941366,516
"767","01PES0013Y",481.648025512695,2,703.771240234375,2,601.610458374023,4,595.676574707031,8
"768","01PES0045Q",568.56958285245,22,519.444694236473,27,570.995954589844,25,553.003410559589,74
"769","01PES0055X",726.541961669922,2,629.791494516226,13,661.963640485491,7,672.765698890546,22
"770","01PES0062G",586.133540760387,22,667.160522460938,9,687.394513811384,7,646.896192344236,38
"771","01PES0063F",551.197405133929,7,615.155197870164,21,572.530627441406,10,579.627743481833,38
"772","01PES0064E",652.617297363281,5,0,0,630.889259338379,4,427.835518900553,9
"773","01DES0015R",465.881149349141,267,473.206117242204,241,493.145406126976,256,477.410890906107,764
"774","01DES0030J",478.090259157378,116,536.226401685632,115,530.514487711589,90,514.943716184866,321
"775","01DST0021U",472.73791386531,156,468.597741232978,144,508.702853295111,124,483.346169464466,424
"776","01DST0024R",543.494154909824,376,544.945591505679,358,565.620055886202,344,551.353267433902,1078
"777","01DST0030B",485.879728223457,122,516.764706489735,133,519.633717600505,120,507.426050771232,375
"778","01PES0011Z",564.637751988002,7,465.537173184482,11,550.100802951389,9,526.758576041291,27
"779","01PES0027A",586.903159877232,35,533.921115875244,32,509.323153686523,30,543.382476479667,97
"780","01PES0039F",568.183704723011,11,563.987356332632,13,570.017349243164,14,567.396136766269,38
"781","01PES0061H",508.142171223958,9,579.718182373047,10,632.560359954834,8,573.473571183946,27
"782","01DTV0030P",607.598472377232,35,485.746174621582,20,504.149245262146,32,532.497964086987,87
"783","01DTV0049N",472.672391808551,46,484.071784973145,40,596.010924240638,29,517.585033674111,115
"784","01DTV0050C",436.885626898872,9,523.402021928267,11,458.104744651101,11,472.797464492746,31
"785","01DTV0057W",595.623482259115,30,482.069497680664,30,461.354726155599,30,513.015902031793,90
"786","01DTV0060J",511.070249023437,25,502.460131193462,19,520.148989509134,34,511.226456575344,78
"787","01DTV0106O",502.911923217773,20,560.880915715144,13,461.457536697388,16,508.416791876768,49
"788","01DTV0107N",571.098189697266,25,521.311306515256,37,487.144593934755,37,526.518030049092,99
"789","01DTV0108M",457.94825108846,24,463.934248490767,22,519.005022684733,12,480.295840754653,58
"790","01DTV0180W",724.740073067801,14,511.966719563802,15,514.858201460405,11,583.854998030669,40
"791","01DTV0029Z",624.977739606585,14,674.049616887019,13,586.584832763672,10,628.537396419092,37
"792","01DTV0095Z",588.187366192157,13,524.025857543945,10,510.20601272583,8,540.806412153978,31
"793","01DTV0096Y",661.514514160156,15,620.822967529297,18,521.557168960571,16,601.298216883342,49
"794","01DTV0097X",523.751773834229,8,558.258129119873,8,566.132797241211,4,549.380900065104,20
"795","01DTV0098W",544.052245109312,31,599.181277683803,28,696.73388671875,20,613.322469837288,79
"796","01DTV0099V",656.01261138916,8,797.235246930804,7,606.934640884399,16,686.727499734788,31
"797","01DTV0100U",499.786612770774,11,492.496620178223,4,527.942799886068,6,506.742010945021,21
"798","01DTV0101T",619.303890991211,10,521.584272112165,7,797.815719604492,4,646.234627569289,21
"799","01DTV0111Z",541.715914408366,12,545.261688232422,10,480.002227783203,7,522.32661014133,29
"800","01DTV0010B",476.21475655692,35,482.415473090278,36,583.368597412109,40,513.999609019769,111
"801","01DTV0013Z",562.821857452393,24,546.652370605469,25,521.829976806641,25,543.768068288167,74
"802","01DTV0048O",515.230766559469,29,585.289386950041,19,592.421320988582,26,564.313824832697,74
"803","01DTV0053Z",473.857355753581,18,507.545895385742,20,528.950091044108,12,503.451114061144,50
"804","01DTV0054Z",582.023892357236,21,489.581124698414,17,576.083012507512,13,549.229343187721,51
"805","01DTV0069A",512.8654490153,60,530.069202129657,52,494.858144124349,66,512.597598423102,178
"806","01DTV0071P",588.987333297729,16,648.187637329102,16,712.282380756579,19,649.819117127803,51
"807","01DTV0110A",550.234237670898,16,550.951028262868,17,554.676956176758,14,551.954074036841,47
"808","01DTV0117U",549.809850692749,16,676.544381948618,13,547.652507019043,20,591.335579886803,49
"809","01DTV0147O",478.431004842122,6,423.950866699219,9,556.644203186035,8,486.342024909125,23
"810","01DTV0167B",484.631443023682,8,421.515719095866,12,469.653045654297,16,458.600069257948,36
"811","01DTV0011A",609.759118216378,14,648.734842300415,16,644.818002554087,13,634.437321023627,43
"812","01DTV0012Z",496.963468198423,27,509.824563833383,26,507.829220363072,28,504.872417464959,81
"813","01DTV0035K",637.896790640695,28,550.630607968285,21,547.932597859701,30,578.819998822893,79
"814","01DTV0047P",596.791227794829,21,543.623856317429,21,733.063778686523,20,624.492954266261,62
"815","01DTV0072O",480.624380111694,16,566.967343139648,10,602.88741744192,19,550.159713564421,45
"816","01DTV0102S",521.628770911175,23,423.922083315642,23,496.808057344877,26,480.786303857231,72
"817","01DTV0112Z",812.943495530349,13,553.479805686257,11,579.69050011268,13,648.704600443095,37
"818","01DTV0113Y",505.792329788208,16,568.828102620443,15,631.872685359074,13,568.831039255908,44
"819","01DTV0114X",509.557496723376,19,479.745808410645,20,743.865041632401,19,577.722782255474,58
"820","01DTV0115W",646.891593239524,11,480.745873084435,13,739.900263468424,12,622.512576597461,36
"821","01DTV0119S",496.140181692023,19,491.131950378418,20,434.086728922526,15,473.786286997656,54
"822","01DTV0120H",506.478019714355,12,444.109846635298,11,375.334126790365,6,441.973997713339,29
"823","01DTV0159T",482.285321553548,12,430.104111891526,13,488.530750274658,16,466.973394573244,41
"824","01DST0008Z",490.868824637277,175,511.999571451327,164,542.594930582113,143,515.154442223572,482
"825","01DST0012M",494.265353116122,165,507.852883833873,158,547.780026681083,140,516.632754543693,463
"826","01DST0015J",474.161688827887,82,512.405429714329,91,510.541847599363,103,499.036322047193,276
"827","01DST0016I",525.301318800593,83,474.88857532848,110,496.647500120563,81,498.945798083212,274
"828","01DTV0015X",593.032531738281,11,635.608573219993,11,500.889966692243,7,576.510357216839,29
"829","01DTV0016W",442.623476028442,16,519.65158589681,12,558.840490341187,16,507.038517422146,44
"830","01DTV0087Q",508.759803771973,24,442.027679443359,23,544.932540328414,27,498.573341181249,74
"831","01DTV0088P",512.597859700521,21,519.638988676525,21,606.067445755005,16,546.10143137735,58
"832","01DTV0089O",475.640970865885,6,646.279290771484,5,575.304307725694,9,565.741523121021,20
"833","01DTV0090D",533.28460015191,9,469.145294189453,14,484.400132921007,9,495.610009087457,32
"834","01DTV0091C",509.769311523438,15,535.463434855143,24,558.840071614583,15,534.690939331055,54
"835","01DTV0109L",420.038513183594,9,471.604617648655,9,403.185577392578,3,431.609569408275,21
"836","01DTV0121G",548.292749023438,10,541.159729003906,6,587.090927124023,4,558.847801717122,20
"837","01DTV0123E",529.892330593533,18,503.63751051161,18,561.350903320312,10,531.626914808485,46
"838","01DTV0124D",442.404324849447,12,591.628278944227,9,505.188278198242,14,513.073627330639,35
"839","01DTV0157V",651.826497395833,6,573.68015398298,7,584.237060546875,3,603.247903975229,16
"840","01DTV0014Y",550.625868363814,11,577.176470075335,7,513.619842529297,5,547.140726989482,23
"841","01DTV0061I",505.504280853271,40,524.238309587751,42,491.78608921596,35,507.176226552328,117
"842","01DTV0073N",451.953208134092,29,531.869743064598,27,512.405536651611,32,498.742829283434,88
"843","01DTV0092B",457.339255196708,7,463.236689249674,6,542.912615094866,7,487.829519847083,20
"844","01DTV0126B",473.411382675171,16,524.102990286691,14,534.681720440204,13,510.732031134022,43
"845","01DTV0127A",558.176330566406,1,528.263214111328,4,606.416442871094,3,564.285329182943,8
"846","01DTV0129Z",539.655548095703,4,414.008715820312,5,447.506706237793,4,467.05699005127,13
"847","01DTV0131N",494.005122375488,20,473.332172212147,21,458.376928965251,24,475.238074517629,65
"848","01DES0004L",533.906701842351,402,537.514471235977,367,574.152679003625,347,548.524617360651,1116
"849","01DES0012U",491.202948232797,130,502.433772404989,144,534.927460443406,126,509.521393693731,400
"850","01DES0037C",488.593072706653,31,458.948603579873,38,461.782480875651,33,469.774719054059,102
"851","01DST0007A",462.222485086192,46,499.270704905192,24,515.974794827975,52,492.48932827312,122
"852","01DST0017H",545.099189309513,34,471.862065469065,31,499.019341510275,23,505.326865429618,88
"853","01DST0033Z",491.049575805664,36,493.890310668945,40,456.192696707589,42,480.3775277274,118
"854","01PST0001L",583.668000092377,37,503.643894958496,40,536.188159870652,53,541.166684973842,130
"855","01DTV0039G",485.699366642879,13,530.295035226004,14,550.203061617338,13,522.065821162074,40
"856","01DTV0043T",607.27599897541,61,572.189793767156,74,570.378004673549,70,583.281265805372,205
"857","01DTV0074M",497.186751516242,19,553.516229629517,16,484.446666849071,29,511.71654933161,64
"858","01DTV0075L",524.054795038132,21,491.154609680176,24,554.081045827558,31,523.096816848622,76
"859","01DTV0132M",560.184627138335,29,567.305899880149,22,723.136495282573,31,616.875674100353,82
"860","01DTV0134K",530.670798746745,30,523.255290638317,22,536.306695235403,19,530.077594873488,71
"861","01DTV0160I",517.156457198294,19,606.198873666617,13,598.348955939798,17,573.901428934903,49
"862","01DST0009Z",507.233660338355,122,500.713693993723,117,566.296586878159,136,524.747980403412,375
"863","01DTV0005Q",483.340889485677,15,480.350599206012,23,474.389400482178,16,479.360296391289,54
"864","01DTV0009M",487.26333197232,29,514.926249186198,21,530.683902316623,18,510.957827825047,68
"865","01DTV0051B",498.492536272321,28,506.536946223332,26,574.262884230841,21,526.430788908831,75
"866","01DTV0052A",545.136766706194,7,540.549263000488,8,605.747562408447,8,563.81119737171,23
"867","01DTV0070Q",478.938220846242,29,482.052068894909,31,497.33404219778,19,486.10811064631,79
"868","01DTV0076K",480.228918636546,34,474.891611153739,35,572.60103900616,26,509.240522932148,95
"869","01DTV0077J",598.889324188232,16,575.296895345052,12,629.427185058594,21,601.204468197293,49
"870","01DTV0078I",506.225209554036,15,465.991439819336,14,567.308138333834,13,513.174929235735,42
"871","01DTV0135J",509.405718994141,10,526.030061609605,17,551.002863833779,19,528.812881479175,46
"872","01DTV0137H",541.848796844482,16,510.761301676432,15,468.561368669782,14,507.057155730232,45
"873","01DTV0162G",549.186570909288,18,552.102783203125,13,623.542200261896,11,574.943851458103,42
"874","01DTV0165D",570.766033172607,24,594.912751631303,22,479.969038221571,18,548.549274341827,64
"875","01DST0004D",344.701165148007,186,451.258367461276,173,482.089427329974,179,426.016319979753,538
"876","01DTV0020I",528.144399605545,51,524.017404232385,53,555.433873390665,49,535.865225742865,153
"877","01DTV0046Q",450.879991011186,11,487.454232788086,10,445.621392144097,9,461.31853864779,30
"878","01DTV0066D",514.013799956351,66,527.189453834711,43,520.515913085938,50,520.573055625666,159
"879","01DTV0080X",492.772764008621,29,460.810525258382,24,583.37079671224,30,512.318028659747,83
"880","01DTV0140V",512.395184326172,5,474.756023406982,8,490.486587524414,4,492.545931752523,17
"881","01DTV0173M",521.258504694158,22,485.523031005859,25,551.067709350586,20,519.283081683535,67
"882","01DST0010O",486.719098448384,323,486.980515942131,291,509.121828369141,250,494.273814253219,864
"883","01DST0028N",466.684495183771,275,481.635411019561,263,515.727042518368,277,488.0156495739,815
"884","01DST0032Z",500.276355800344,67,520.410983784994,60,553.136983071604,62,524.608107552314,189
"885","01PES0029Z",494.812103847288,53,546.564606666565,32,637.649410247803,48,559.675373587218,133
"886","01PES0036I",458.144485473633,8,501.104996625115,17,515.719801161024,9,491.656427753257,34
"887","01DTV0018U",541.357379033015,52,545.456561030174,49,545.736365300959,55,544.183435121383,156
"888","01DTV0036J",525.667285919189,16,575.786687215169,12,583.850308736165,24,561.768093956841,52
"889","01DTV0079H",423.414792742048,14,494.778142755682,11,473.005945379084,11,463.732960292271,36
"890","01DTV0139F",514.474016462054,7,505.022137112088,18,540.720241001674,7,520.072131525272,32
"891","01DTV0171O",692.801540374756,16,611.61860518022,11,760.606977982955,11,688.342374512643,38
"892","01DTV0172N",531.493469238281,12,531.92762873723,13,563.296875,11,542.23932432517,36
"893","01DTV0174L",509.00913030451,11,506.81305609809,9,540.536007967862,11,518.786064790154,31
"894","01DES0018O",511.009090193783,249,527.967334255642,225,550.732555866241,256,529.902993438556,730
"895","01DES0036D",547.206684992864,156,603.481528516086,106,0,0,383.562737836316,262
"896","01DST0039T",488.864202341322,181,499.587195600388,173,483.386764616656,169,490.612720852789,523
"897","01PES0022F",620.42325592041,12,511.652577718099,9,625.625610351562,9,585.900481330024,30
"898","01PES0058U",612.686141967773,10,0,0,560.506218951681,23,391.064120306485,33
"899","01DTV0021H",486.486126625375,73,496.51142202524,65,543.887429199219,75,508.961659283278,213
"900","01DTV0022G",504.145891462054,21,445.098568386502,18,530.258232480004,21,493.16756410952,60
"901","01DTV0081W",465.990525018601,21,418.543358297909,17,478.359903508967,22,454.297928941826,60
"902","01DTV0082V",426.307528409091,11,427.869201660156,8,518.468350219727,10,457.548360096325,29
"903","01DTV0093A",492.705096435547,10,487.878005981445,6,502.912658691406,10,494.498587036133,26
"904","01DTV0141U",474.980100278501,27,487.768228149414,30,673.213676170067,27,545.320668199327,84
"905","01DTV0164E",470.076519775391,15,570.014237467448,15,408.028924560547,15,482.706560601129,45
"906","01DTV0181V",449.87103000217,45,429.699660591457,46,524.117318386502,45,467.896002993376,136
"907","01DST0003E",507.811009560862,310,499.578632093456,292,544.342569033305,288,517.244070229207,890
"908","01DST0023S",483.498783330035,227,483.526267973449,239,509.932241364727,254,492.31909755607,720
"909","01PES0066C",494.990407307943,15,580.843803405762,12,0,0,358.611403571235,27
"910","01DTV0023F",490.818247477214,18,446.90346476237,15,480.054746500651,15,472.592152913411,48
"911","01DTV0038H",456.940626508734,89,469.735358973912,70,500.582235184927,63,475.752740222524,222
"912","01DTV0056X",416.329945155552,14,527.568765640259,16,512.407956441244,24,485.435555745685,54
"913","01DTV0068B",525.793634267954,26,561.979640415737,28,450.73166587136,22,512.834980185017,76
"914","01DTV0083U",467.763654785156,25,441.369337815505,26,588.12471110026,30,499.08590123364,81
"915","01DTV0142T",547.80344136556,12,504.259363347834,11,534.433532714844,6,528.832112476079,29
"916","01DTV0143S",527.807961856618,17,473.863511149089,15,482.409215291341,12,494.693562765682,44
"917","01DTV0144R",512.470370205966,11,599.215309836648,11,465.845239257813,15,525.843639766809,37
"918","01DTV0166C",562.095607503255,15,482.962314771569,23,515.397360665458,21,520.151760980094,59
"919","01DTV0176J",511.548472086589,15,506.692962646484,22,518.741177368164,20,512.327537367079,57
"920","01DES0003M",494.881983263739,464,504.319694955507,437,548.79824624029,439,515.999974819846,1340
"921","01DES0005K",492.880060369318,99,467.314709182013,105,532.468738789461,98,497.554502780264,302
"922","01DES0020C",512.02882261534,74,522.563197742809,66,532.114736622778,87,522.235585660309,227
"923","01DST0019F",463.984204848036,139,457.289222002029,128,469.735153682648,126,463.669526844238,393
"924","01PES0060I",523.830251593339,19,480.668647179237,26,508.901470477764,13,504.466789750113,58
"925","01DTV0002T",522.750330970401,84,591.439333829013,77,581.04837877997,58,565.079347859795,219
"926","01DTV0004R",530.419548965082,41,495.323570614769,63,578.943696487782,43,534.895605355878,147
"927","01DTV0041V",474.47393377896,29,493.242338914138,26,478.067158169217,36,481.927810287438,91
"928","01DTV0084T",492.118974958147,7,493.96086968316,18,469.363353184291,14,485.147732608533,39
"929","01DTV0085S",525.055418014526,16,439.170680454799,14,579.969964981079,16,514.732021150135,46
"930","01DTV0145Q",452.596472167969,10,481.494030292218,13,493.391592843192,14,475.827365101126,37
"931","01DTV0146P",502.199813380386,33,505.978053792318,45,499.877578322952,37,502.685148498552,115
"932","01DTV0148N",504.655344109786,19,562.006943646599,17,552.385551815941,21,539.682613190776,57
"933","01DTV0168A",511.922180175781,4,478.193369547526,9,476.28635152181,6,488.800633748372,19
"934","01DTV0177I",410.078100585937,5,459.790904998779,8,536.813666710487,13,468.894224098401,26
"935","01DTV0179G",499.817961997174,94,509.822460051506,62,519.750919465096,31,509.797113837925,187
"936","01DST0011N",505.754714404835,272,528.003422805498,265,560.507383855184,240,531.421840355173,777
"937","01DTV0040W",443.479541015625,25,567.629583358765,16,512.213149297805,21,507.774091224065,62
"938","01DTV0149M",461.311371939523,28,501.390848333185,22,523.699287414551,32,495.467169229086,82
"939","01DTV0150B",489.458463541667,15,445.580387660435,14,622.21296602137,17,519.083939074491,46
"940","01DTV0151A",457.864852905273,4,0,0,546.057586669922,8,334.640813191732,12
"941","01DTV0152Z",526.608474731445,10,562.840232849121,8,495.871337890625,8,528.440015157064,26
"942","01DST0006B",483.589576870787,102,471.496930290671,102,491.123917964467,114,482.070141708642,318
"943","01DTV0025D",594.860639784071,9,621.059173583984,8,588.03299331665,8,601.317602228235,25
"944","01DTV0026C",416.625511618221,17,492.837463378906,16,503.640563964844,16,471.034512987324,49
"945","01DTV0042U",478.401072184245,30,460.306701660156,23,536.939717610677,30,491.882497151693,83
"946","01DTV0065E",508.838167231134,47,587.586788470928,26,606.180072182103,38,567.535009294722,111
"947","01DTV0086R",624.892364501953,12,504.103343290441,17,561.262448120117,20,563.419385304171,49
"948","01DTV0153Z",420.949655386118,13,494.473745727539,10,459.995866563585,9,458.473089225747,32
"949","01DTV0154Y",565.035537719727,14,606.78039211697,9,539.272555033366,12,570.362828290021,35
"950","01DTV0155X",572.695848869555,33,580.24605178833,32,556.450651749321,23,569.797517469069,88
"951","01DTV0156W",730.198379516602,8,742.824987792969,10,536.91442565918,10,669.979264322917,28
"952","01DTV0163F",521.277739151664,23,638.610475667318,15,568.85194905599,9,576.246721291657,47
"953","01DTV0169Z",526.689916992187,10,701.609020996094,5,435.108479817708,3,554.469139268663,18
"954","01DTV0178H",568.723612467448,9,526.297294616699,8,521.236652374268,16,538.752519819472,33
"955","01DTV0183T",578.237503051758,10,578.357185872396,15,630.798893978721,19,595.797860967625,44
"956","01DES0014S",465.040243273584,107,466.075785104852,95,492.203794821715,78,474.439941066717,280
"957","01DST0014K",481.555746799045,90,466.087967903383,62,499.348626552484,78,482.330780418304,230
"958","01DST0018G",510.55702351888,75,503.361522129604,56,556.686886552451,69,523.535144066978,200
"1000","01KTV0017E",571.588053385417,3,461.618797302246,4,505.917083740234,3,513.041311475966,10
"1001","01KTV0020S",486.392700195312,2,541.554138183594,3,529.649230957031,1,519.198689778646,6
"1002","01KTV0011K",638.009989420573,3,556.842793782552,3,602.907531738281,1,599.253438313802,7
"1003","01KTV0008X",511.463893345424,7,518.562850952148,2,546.984191894531,4,525.670312064035,13
"1004","01KTV0016F",557.521118164062,3,373.114807128906,2,438.134124755859,1,456.256683349609,6
"1005","01KTV0004A",618.839447021484,2,473.927398681641,3,570.72705078125,2,554.497965494792,7
"1006","01KTV0007Y",445.111633300781,3,0,0,470.360097249349,6,305.15724351671,9
"1007","01KTV0018D",576.344543457031,1,423.685623168945,2,552.313781738281,3,517.447982788086,6
"1008","01KTV0009W",438.574325561523,4,0,0,468.365203857422,2,302.313176472982,6
"1009","01KTV0019C",507.212905883789,10,471.015612792969,5,456.149585723877,8,478.126034800212,23
"1018","01DST0013L",453.265958513532,42,463.243183482777,44,541.980120623553,27,486.163087539954,113
"1019","01DTV0118T",728.735885620117,16,600.830869402204,14,686.339940388997,12,671.96889847044,42
"1020","01DTV0138G",524.341796148391,42,566.388685746626,33,532.688511567957,34,541.139664487658,109
"2598","02ETV0005O",350.305104573568,3,381.787033081055,2,450.396484375,2,394.162874009874,7
"2599","02ETV0007M",454.590644836426,4,392.381637573242,2,477.061370849609,2,441.344551086426,8
"2600","02ETV0008L",527.409906387329,16,469.975914001465,12,537.234970092773,8,511.540263493856,36
