"","cct","Promedio2011","Promedio2010","Promedio2009"
"406","02DTV0004Q",273.890596177843,NA,NA
"407","02DTV0005P",191.50679397583,213.419427490234,NA
"408","02DTV0006O",508.499031801577,481.861022949219,NA
"409","02DTV0007N",326.364272814407,148.493645562066,NA
"410","02DTV0008M",252.569849650065,161.507008870443,NA
"411","02DTV0009L",484.682022094727,NA,NA
"412","02DTV0010A",441.023102896554,NA,NA
"413","02DTV0011Z",449.557209923154,NA,NA
"414","02DTV0012Z",536.438980102539,NA,NA
"415","02DTV0013Y",449.502119760665,NA,NA
"416","02DTV0014X",124.934318905785,NA,NA
"417","02DTV0015W",474.844817097982,NA,NA
"418","02DTV0016V",346.108640882704,NA,NA
"419","02DTV0017U",395.571514638265,NA,NA
"420","02DTV0018T",431.074508666992,NA,NA
"421","02EES0001M",477.840817241904,456.506937788759,470.569533968729
"422","02EES0003K",433.77259489945,459.730797035232,471.308543150673
"423","02EES0004J",488.238695380475,481.45240406226,516.398332726435
"424","02EES0005I",399.390373801869,413.839233778113,420.121419623649
"425","02EES0006H",445.763219576839,421.255640236876,464.715425065459
"426","02EES0007G",489.287371949475,443.908329673626,455.589861246745
"427","02EES0008F",469.750905194099,491.505580723601,471.809463464367
"428","02EES0009E",431.677220341002,426.040920366511,477.735884967369
"429","02EES0010U",421.314277833062,421.51941873955,448.341981897979
"430","02EES0011T",439.075540473965,441.902963327185,510.13464100495
"431","02EES0012S",452.275567790033,448.823687398062,479.548417054796
"432","02EES0013R",482.312318787285,441.169978701629,466.884761989255
"433","02EES0014Q",456.418491993853,449.611990883488,479.281751138258
"434","02EES0018M",443.005673743261,422.165416938824,473.860360209138
"435","02EES0019L",457.102077842199,435.613669140751,461.198235837579
"436","02EES0020A",444.230689645428,460.592877574429,478.091442514433
"437","02EES0022Z",496.997225101,532.461129534577,548.631509557004
"438","02EES0023Y",494.901080226063,506.322062780116,536.488377988061
"439","02EES0026V",426.000407012433,451.209899501122,458.079462312445
"440","02EES0027U",465.72404555646,439.563030967675,483.502701242471
"441","02EES0028T",476.928559549117,487.747356316917,497.012696775978
"442","02EES0029S",472.238601035698,475.122372998689,480.462979474657
"443","02EES0030H",442.708285899471,416.821765809231,485.003086868181
"444","02EES0031G",507.730339436787,442.795842179238,497.559395036144
"445","02EES0032F",417.465779653783,431.733822604936,411.208854073597
"446","02EES0033E",476.841557847451,475.911804439632,477.526061660027
"447","02EES0034D",443.822221230005,428.801450857226,449.9268011691
