"","cct","cal_new1","N1","cal_new2","N2","cal_new3","N3","PromedioSecundaria","NTotal"
"71040","19PES0287M",550.006005181207,9,0,2,0,3,183.335335060402,14
"71041","19PES0288L",504.01097972973,37,0,29,0,29,168.00365990991,95
"71042","19PES0289K",518.534103393555,8,0,3,0,5,172.844701131185,16
"71043","19PES0290Z",523.999865722656,40,0,17,0,19,174.666621907552,76
"71044","19PES0291Z",516.882840912918,29,0,11,0,14,172.294280304306,54
"71045","19PES0292Y",541.058776855469,7,0,9,0,0,180.35292561849,16
"71046","19PES0293X",476.138788859049,18,0,13,0,12,158.712929619683,43
"71047","19PES0294W",581.065810631061,29,0,31,0,41,193.688603543687,101
"71048","19PES0295V",488.93047441755,28,0,28,0,12,162.97682480585,68
"71049","19PES0296U",553.637586228391,47,0,24,0,19,184.54586207613,90
"71050","19PES0297T",524.655019124349,30,0,13,0,14,174.885006374783,57
"71051","19PES0298S",609.827445136176,36,0,29,0,0,203.275815045392,65
"71052","19PES0300Q",635.035717303936,13,0,14,0,0,211.678572434645,27
"71053","19PES0301P",559.930026584201,9,0,0,0,0,186.643342194734,9
"71054","19PES0302O",609.583662245009,27,0,9,0,0,203.19455408167,36
"71055","19PES0303N",589.422887465533,17,0,5,0,0,196.474295821844,22
"71056","19PES0304M",608.227703094482,8,0,6,0,6,202.742567698161,20
"71057","19PES0305L",604.261522376019,23,0,0,0,0,201.420507458673,23
"71058","19PES0306K",456.584437052409,6,0,4,0,1,152.194812350803,11
"71059","19PES0307J",587.529327392578,4,0,3,0,0,195.843109130859,7
"71060","19PES0308I",545.33939068134,26,0,0,0,0,181.77979689378,26
"71061","19PES0309H",413.097277832031,5,0,0,0,0,137.699092610677,5
"71062","19PES0310X",524.072387695312,1,0,1,0,0,174.690795898438,2
"71063","19PSN0023L",488.06591796875,5,0,4,0,6,162.688639322917,15
"71171","19KTV0005Z",411.856872558594,3,0,7,0,2,137.285624186198,12
"71172","19KTV0006Y",397.659851074219,1,0,4,0,4,132.553283691406,9
"71173","19KTV0034U",375.304748535156,1,0,2,0,0,125.101582845052,3
"71174","19KTV0018C",385.680297851562,3,0,0,0,5,128.560099283854,8
"71175","19KTV0019B",424.979095458984,1,0,1,0,4,141.659698486328,6
"71176","19KTV0020R",411.721862792969,9,0,5,0,5,137.24062093099,19
"71177","19KTV0025M",416.445239257812,5,0,3,0,0,138.815079752604,8
"71178","19KTV0036S",432.053787231445,2,0,2,0,3,144.017929077148,7
"71179","19KTV0037R",395.273307800293,4,0,1,0,0,131.757769266764,5
"71180","19KTV0027K",433.646153767904,6,0,5,0,0,144.548717922635,11
"71181","19KTV0021Q",392.546356201172,4,0,5,0,3,130.848785400391,12
"71183","19KTV0007X",416.50333404541,8,0,4,0,3,138.834444681803,15
"71185","19KTV0011J",425.280771891276,6,0,6,0,6,141.760257297092,18
"71186","19KTV0031X",348.5849609375,1,0,3,0,1,116.194986979167,5
"71187","19KTV0014G",419.766006469727,2,0,2,0,2,139.922002156576,6
"71189","19KTV0002B",400.431930541992,2,0,5,0,6,133.477310180664,13
"71190","19KTV0026L",547.217163085938,5,0,2,0,2,182.405721028646,9
"71191","19KTV0013H",572.622024536133,2,0,2,0,2,190.874008178711,6
"71192","19KTV0001C",450.146044921875,5,0,3,0,4,150.048681640625,12
"71193","19KTV0022P",414.522033691406,2,0,2,0,2,138.174011230469,6
"71194","19KTV0039P",444.13828531901,3,0,2,0,0,148.046095106337,5
"71195","19KTV0030Y",401.806620279948,6,0,14,0,0,133.935540093316,20
"71196","19KTV0008W",412.421518961589,3,0,2,0,6,137.473839653863,11
"71197","19KTV0029I",498.923141479492,6,0,10,0,0,166.307713826497,16
"71198","19KTV0023O",444.387428283691,4,0,4,0,0,148.12914276123,8
"71199","19KTV0010K",440.273849487305,2,0,3,0,0,146.757949829102,5
"71201","19KTV0017D",446.51735941569,6,0,6,0,0,148.83911980523,12
"71202","19KTV0038Q",570.169702148438,5,0,1,0,0,190.056567382813,6
"71203","19KTV0024N",409.333877563477,4,0,1,0,1,136.444625854492,6
"71229","19DTV0062G",444.002960205078,6,0,7,0,9,148.000986735026,22
"71230","19DTV0034K",489.637783274931,17,0,12,0,13,163.212594424977,42
"71231","19EES0175C",464.53397415345,83,0,84,0,72,154.84465805115,239
"71232","19DES0047I",461.421324754798,230,0,237,0,209,153.807108251599,676
"71233","19DES0073G",430.551027542505,156,0,136,0,153,143.517009180835,445
"71234","19EES0160A",459.663113477753,123,0,125,0,103,153.221037825918,351
"71235","19EES0254P",424.744567871094,17,0,20,0,22,141.581522623698,59
"71236","19EES0297N",508.54127765524,58,0,54,0,55,169.513759218413,167
"71237","19ESN0030P",363.829045613607,6,0,10,0,7,121.276348537869,23
"71238","19PES0019R",583.848290143694,35,0,38,0,37,194.616096714565,110
"71239","19PES0130M",638.089372114702,99,0,90,0,101,212.696457371567,290
"71240","19PES0225Z",634.059332953559,9,0,5,0,10,211.35311098452,24
"71241","19PES0312V",519.326671477287,62,0,0,0,0,173.108890492429,62
"71242","19KTV0035T",372.326763916016,5,0,4,0,2,124.108921305339,11
"71243","19KTV0016E",396.601847330729,3,0,1,0,1,132.20061577691,5
"72091","20KTV0089M",607.118774414062,1,0,1,0,0,202.372924804688,2
"72092","20KTV0049L",379.545288085938,2,0,6,0,3,126.515096028646,11
"72093","20KTV0117S",409.710739135742,2,0,0,0,1,136.570246378581,3
"72094","20KTV0066B",416.855672200521,3,0,5,0,2,138.951890733507,10
"72095","20KTV0114V",645.248992919922,2,0,2,0,2,215.082997639974,6
"72096","20KTV0214U",489.16724395752,4,0,7,0,2,163.05574798584,13
"72097","20KTV0174J",417.23893737793,2,0,1,0,2,139.079645792643,5
"72098","20KTV0001S",538.24338277181,6,0,5,0,2,179.414460923937,13
"72099","20KTV0197U",500.163146972656,3,0,7,0,0,166.721048990885,10
"72100","20KTV0161F",488.401748657227,4,0,3,0,2,162.800582885742,9
"72101","20KTV0219P",433.217136928013,7,0,11,0,1,144.405712309338,19
"72102","20KTV0177G",389.781901041667,3,0,5,0,0,129.927300347222,8
"72104","20KTV0118R",418.557891845703,1,0,4,0,0,139.519297281901,5
"72106","20KTV0131L",481.929217529297,5,0,1,0,2,160.643072509766,8
"72107","20KTV9263P",397.066650390625,1,0,0,0,1,132.355550130208,2
"72108","20KTV0064D",424.636589050293,4,0,2,0,4,141.545529683431,10
"72109","20KTV0144P",363.978485107422,1,0,1,0,2,121.326161702474,4
"72110","20KTV0138E",483.078796386719,3,0,1,0,1,161.02626546224,5
"72112","20KTV0220E",565.961395263672,4,0,1,0,0,188.653798421224,5
"72113","20KTV0088N",475.844123840332,4,0,5,0,1,158.614707946777,10
"72114","20KTV0107L",357.98388671875,1,0,4,0,0,119.327962239583,5
"72115","20KTV0056V",620.351048060826,7,0,2,0,2,206.783682686942,11
"72116","20KTV0100S",460.325653076172,3,0,5,0,3,153.441884358724,11
"72117","20KTV0210Y",491.794723510742,6,0,4,0,1,163.931574503581,11
"72119","20KTV0192Z",472.484263102214,3,0,4,0,1,157.494754367405,8
"72120","20KTV0136G",412.156377156576,6,0,4,0,6,137.385459052192,16
"72121","20KTV0135H",578.549631754557,6,0,2,0,3,192.849877251519,11
"72124","20KTV0106M",420.18027750651,3,0,4,0,2,140.06009250217,9
"72125","20KTV0057U",421.021221923828,5,0,2,0,4,140.340407307943,11
"72126","20KTV0141S",430.853546142578,3,0,1,0,0,143.617848714193,4
"72127","20KTV0198T",576.179138183594,1,0,3,0,0,192.059712727865,4
"72128","20KTV0040U",503.073364257812,2,0,0,0,2,167.691121419271,4
"72129","20KTV0215T",301.740692138672,1,0,5,0,0,100.580230712891,6
"72131","20KTV0085Q",463.72428894043,2,0,3,0,3,154.574762980143,8
"72132","20KTV0113W",427.243041992188,3,0,3,0,2,142.414347330729,8
"72133","20KTV0183R",466.378199986049,7,0,3,0,1,155.45939999535,11
"72135","20KTV0199S",392.321175711496,7,0,2,0,3,130.773725237165,12
"72137","20KTV9679P",402.935841878255,3,0,2,0,0,134.311947292752,5
"72138","20KTV0015V",334.577056884766,1,0,2,0,1,111.525685628255,4
"72139","20KTV0097V",452.417287190755,3,0,4,0,4,150.805762396918,11
"72140","20KTV0145O",496.762084960938,2,0,1,0,5,165.587361653646,8
"72141","20KTV0203O",413.715708414714,6,0,7,0,2,137.905236138238,15
"72143","20KTV0124B",442.532684326172,2,0,1,0,4,147.510894775391,7
"72144","20KTV0090B",364.900955200195,4,0,5,0,4,121.633651733398,13
"72145","20KTV0004P",438.161946614583,3,0,3,0,3,146.053982204861,9
"72146","20KTV0151Z",411.350402832031,1,0,3,0,2,137.11680094401,6
"72147","20KTV0055W",463.219390869141,3,0,4,0,3,154.406463623047,10
"72148","20KTV0073L",459.392272949219,5,0,4,0,3,153.13075764974,12
"72149","20KTV0193Y",436.940266927083,3,0,7,0,2,145.646755642361,12
"72150","20KTV0019R",477.640141805013,6,0,2,0,3,159.213380601671,11
"72151","20KTV9668P",326.957550048828,2,0,1,0,0,108.985850016276,3
"72152","20KTV0212W",486.009531656901,3,0,7,0,0,162.003177218967,10
"72154","20KTV9230P",338.186492919922,1,0,3,0,1,112.728830973307,5
"72157","20KTV0195W",512.26201171875,5,0,7,0,0,170.75400390625,12
"72158","20KTV0163D",402.728491210937,5,0,1,0,1,134.242830403646,7
"72159","20KTV0150Z",452.872085571289,2,0,0,0,2,150.957361857096,4
"72160","20KTV0164C",407.634368896484,5,0,5,0,4,135.878122965495,14
"72161","20KTV0065C",475.760650634766,9,0,9,0,11,158.586883544922,29
"72162","20KTV0112X",440.659633091518,7,0,7,0,5,146.886544363839,19
"72164","20KTV0165B",424.719659423828,5,0,0,0,2,141.573219807943,7
"72165","20KTV0173K",378.746557617187,5,0,0,0,0,126.248852539062,5
"72167","20KTV0137F",446.142613002232,7,0,3,0,4,148.714204334077,14
"72169","20KTV0084R",493.322357177734,2,0,3,0,4,164.440785725911,9
"72170","20KTV0149K",527.758316040039,4,0,1,0,0,175.919438680013,5
"72171","20KTV0125A",385.080230712891,6,0,3,0,4,128.360076904297,13
"72172","20KTV0052Z",425.195648193359,3,0,2,0,2,141.73188273112,7
"72173","20KTV0209I",424.623331705729,3,0,5,0,0,141.541110568576,8
"72174","20KTV0043R",397.225006103516,3,0,4,0,5,132.408335367839,12
"72175","20KTV0008L",376.544189453125,1,0,3,0,3,125.514729817708,7
"72176","20KTV0082T",433.411270141602,6,0,5,0,5,144.470423380534,16
"72177","20KTV0021F",449.587194824219,5,0,4,0,5,149.86239827474,14
"72178","20KTV0038F",492.785090128581,6,0,6,0,1,164.261696709527,13
"72179","20KTV0037G",416.395462036133,8,0,2,0,6,138.798487345378,16
"72182","20KTV0087O",445.037521362305,2,0,2,0,1,148.345840454102,5
"72183","20KTV0105N",345.771514892578,1,0,4,0,0,115.257171630859,5
"72186","20KTV0123C",443.781951904297,2,0,2,0,1,147.927317301432,5
"72187","20KTV0191Z",394.92035929362,6,0,1,0,0,131.64011976454,7
"72188","20KTV0190A",403.707275390625,5,0,14,0,4,134.569091796875,23
"72189","20KTV9650P",395.430908203125,3,0,6,0,1,131.810302734375,10
"72190","20KTV9655P",405.131958007812,3,0,3,0,0,135.043986002604,6
"72191","20KTV0076I",609.1173828125,5,0,4,0,10,203.039127604167,19
"72192","20KTV0071N",511.333548409598,7,0,0,0,9,170.444516136533,16
"72193","20KTV0121E",389.301605224609,1,0,4,0,2,129.767201741536,7
"72194","20KTV0023D",451.039166259766,5,0,3,0,4,150.346388753255,12
"72195","20KTV0051Z",547.543640136719,1,0,4,0,3,182.51454671224,8
"72196","20KTV0179E",535.291633605957,8,0,4,0,0,178.430544535319,12
"72197","20KTV0166A",378.921620686849,3,0,1,0,4,126.307206895616,8
"72198","20KTV0186O",482.413096110026,6,0,2,0,2,160.804365370009,10
"72199","20KTV0101R",448.476043701172,1,0,5,0,1,149.492014567057,7
"72200","20KTV0208J",461.859490966797,5,0,4,0,2,153.953163655599,11
"72201","20KTV0207K",566.019569396973,4,0,2,0,3,188.673189798991,9
"72202","20KTV0009K",407.479339599609,2,0,11,0,1,135.826446533203,14
"72203","20KTV0007M",438.54208984375,5,0,5,0,1,146.180696614583,11
"72204","20KTV0006N",427.877024332682,3,0,2,0,1,142.625674777561,6
"72207","20KTV0080V",426.290222167969,1,0,4,0,2,142.096740722656,7
"72209","20KTV0005O",410.167144775391,1,0,0,0,5,136.722381591797,6
"72210","20KTV0025B",431.408279418945,4,0,5,0,1,143.802759806315,10
"72211","20KTV0223B",437.355295817057,3,0,5,0,2,145.785098605686,10
"72212","20KTV0205M",403.967254638672,1,0,2,0,0,134.655751546224,3
"72213","20KTV0169Y",459.981353759766,2,0,1,0,4,153.327117919922,7
"72214","20KTV0167Z",439.045147705078,5,0,2,0,4,146.348382568359,11
"72215","20KTV0060H",414.682388305664,14,0,6,0,12,138.227462768555,32
"72217","20KTV0078G",497.742736816406,3,0,6,0,3,165.914245605469,12
"72218","20KTV0204N",482.928736368815,6,0,3,0,4,160.976245456272,13
"72219","20KTV0216S",383.438980102539,2,0,6,0,0,127.812993367513,8
"72220","20KTV0059S",379.358734130859,1,0,2,0,1,126.452911376953,4
"72221","20KTV0047N",477.069213867188,1,0,3,0,4,159.023071289062,8
"72222","20KTV0026A",568.340179443359,4,0,1,0,0,189.44672648112,5
"72223","20KTV0130M",421.490905761719,4,0,1,0,2,140.49696858724,7
"72224","20KTV0175I",422.850485229492,10,0,7,0,0,140.950161743164,17
"72226","20KTV0119Q",411.922698974609,9,0,8,0,3,137.30756632487,20
"72229","20KTV0172L",409.779190063477,2,0,6,0,3,136.593063354492,11
"72231","20KTV0098U",525.819732666016,3,0,5,0,2,175.273244222005,10
"72232","20KTV0218Q",488.721542358398,2,0,5,0,1,162.907180786133,8
"72233","20KTV0139D",418.218078613281,2,0,2,0,0,139.406026204427,4
"72234","20KTV0176H",473.366256713867,6,0,1,0,2,157.788752237956,9
"72235","20KTV0158S",495.848129272461,2,0,2,0,2,165.282709757487,6
"72236","20KTV0068Z",488.535171508789,2,0,3,0,2,162.845057169596,7
"72237","20KTV0102Q",431.187143961589,3,0,9,0,2,143.729047987196,14
"72238","20KTV0108K",450.113586425781,1,0,2,0,2,150.037862141927,5
"72239","20KTV0217R",488.517842610677,6,0,6,0,0,162.839280870226,12
"72240","20KTV0010Z",492.804473876953,1,0,3,0,2,164.268157958984,6
"72243","20KTV0094Y",407.506612141927,3,0,0,0,1,135.835537380642,4
"72244","20KTV0178F",478.025024414062,1,0,2,0,1,159.341674804688,4
"72245","20KTV0072M",391.11757405599,3,0,5,0,6,130.37252468533,14
"72246","20KTV0032L",394.919116210937,5,0,2,0,3,131.639705403646,10
"72247","20KTV0154W",406.122909545898,4,0,1,0,2,135.374303181966,7
"72248","20KTV0014W",493.267562866211,2,0,1,0,0,164.422520955404,3
"72249","20KTV0181T",432.929809570312,3,0,6,0,0,144.309936523438,9
"72250","20KTV0221D",439.890121459961,4,0,4,0,0,146.630040486654,8
"72251","20KTV0170N",470.732604980469,2,0,4,0,4,156.910868326823,10
"72252","20KTV0222C",549.743385314941,4,0,4,0,2,183.24779510498,10
"72253","20KTV0180U",404.909606933594,2,0,7,0,1,134.969868977865,10
"72255","20KTV0147M",552.020924886068,3,0,2,0,4,184.006974962023,9
"72256","20KTV0211X",392.712829589844,1,0,3,0,0,130.904276529948,4
"72257","20KTV0048M",411.139776611328,5,0,4,0,7,137.046592203776,16
"72258","20KTV0042S",414.26838684082,10,0,6,0,5,138.089462280273,21
"72259","20KTV0058T",508.63437906901,3,0,0,0,1,169.544793023003,4
"72260","20KTV0054X",420.988906860352,2,0,5,0,2,140.329635620117,9
"72262","20KTV0213V",449.090891520182,3,0,1,0,3,149.696963840061,7
"72264","20KTV0035I",399.705200195312,4,0,0,0,3,133.235066731771,7
"72265","20KTV0034J",402.621936798096,8,0,8,0,4,134.207312266032,20
"72266","20KTV0011Z",485.44477335612,3,0,7,0,1,161.81492445204,11
"72268","20KTV0013X",511.128402709961,6,0,7,0,1,170.376134236654,14
"72270","20KTV0200R",424.629669189453,3,0,2,0,1,141.543223063151,6
"72271","20KTV0103P",399.325271606445,2,0,2,0,4,133.108423868815,8
"72272","20KTV0012Y",420.633880615234,4,0,2,0,3,140.211293538411,9
"72276","20KTV0160G",446.178283691406,1,0,1,0,2,148.726094563802,4
"72277","20KTV0267U",408.596710205078,1,0,3,0,3,136.198903401693,7
"72278","20KTV0206L",498.375793457031,2,0,7,0,0,166.125264485677,9
"76437","21DES0012H",458.725166122635,308,0,307,0,352,152.908388707545,967
"76438","21DES0015E",521.179608319257,74,0,71,0,69,173.726536106419,214
"76439","21DES0026K",501.470291733742,256,0,241,0,260,167.156763911247,757
"76440","21DES0057D",542.819902740749,452,0,367,0,472,180.93996758025,1291
"76441","21DES0077R",571.353696017795,90,0,104,0,113,190.451232005932,307
"76442","21DES0090L",486.576401338123,210,0,105,0,191,162.192133779374,506
"76443","21DSN0002I",438.92403145296,83,0,82,0,88,146.30801048432,253
"76444","21DST0014Y",511.078779267102,82,0,73,0,67,170.359593089034,222
"76445","21DST0093A",523.310858649177,111,0,98,0,100,174.436952883059,309
"76446","21DST0099V",489.067233050311,108,0,93,0,107,163.02241101677,308
"76447","21DST0115W",498.897278134186,101,0,99,0,96,166.299092711395,296
"76448","21DST0117U",434.60731288365,14,0,22,0,19,144.86910429455,55
"76449","21DST0141U",436.684386620155,52,0,0,0,0,145.561462206718,52
"76450","21DTV0025R",521.985069986979,75,0,60,0,66,173.995023328993,201
"76451","21DTV0032A",472.608204935933,91,0,86,0,86,157.536068311978,263
"76452","21DTV0033Z",451.921298412567,47,0,53,0,52,150.640432804189,152
"76453","21DTV0049A",534.410968780518,16,0,21,0,20,178.136989593506,57
"76454","21DTV0059H",510.940032637747,95,0,70,0,101,170.313344212582,266
"76455","21DTV0089B",474.62599229321,97,0,100,0,108,158.208664097737,305
"76456","21DTV0108Z",518.306311867454,22,0,21,0,14,172.768770622485,57
"76457","21DTV0109Z",448.775981965612,61,0,59,0,46,149.591993988537,166
"76458","21DTV0124R",541.3173828125,63,0,59,0,66,180.439127604167,188
"76459","21DTV0128N",443.317504882812,25,0,30,0,34,147.772501627604,89
"76460","21DTV0129M",489.378789411272,35,0,26,0,29,163.126263137091,90
"76461","21DTV0134Y",456.918734595889,42,0,48,0,51,152.306244865296,141
"76462","21DTV0135X",532.704423473727,31,0,35,0,39,177.568141157909,105
"76463","21DTV0145D",458.783526611328,20,0,11,0,19,152.927842203776,50
"76464","21DTV0146C",423.483520507812,37,0,29,0,13,141.161173502604,79
"76465","21DTV0155K",575.779321005178,43,0,35,0,61,191.926440335059,139
"76466","21DTV0160W",508.648974609375,35,0,52,0,61,169.549658203125,148
"76467","21DTV0161V",456.413113911947,12,0,19,0,21,152.137704637316,52
"76468","21DTV0182H",457.439970970154,32,0,25,0,21,152.479990323385,78
"76469","21DTV0183G",477.293103027344,60,0,71,0,51,159.097701009115,182
"76470","21DTV0184F",469.566129557292,15,0,19,0,15,156.522043185764,49
"76471","21DTV0185E",445.715042701134,52,0,54,0,54,148.571680900378,160
"76472","21DTV0186D",437.953923152043,13,0,9,0,13,145.984641050681,35
"76473","21DTV0188B",485.801421316046,38,0,29,0,23,161.933807105349,90
"76474","21DTV0190Q",528.357346307664,21,0,12,0,20,176.119115435888,53
"76475","21DTV0191P",505.137910541735,19,0,18,0,22,168.379303513912,59
"76476","21DTV0192O",456.760862930961,69,0,31,0,52,152.253620976987,152
"76477","21DTV0194M",559.006387710571,16,0,16,0,20,186.33546257019,52
"76478","21DTV0195L",555.115239461263,18,0,22,0,15,185.038413153754,55
"76479","21DTV0199H",411.796692848206,32,0,30,0,38,137.265564282735,100
"76480","21DTV0203D",521.585455758231,14,0,13,0,23,173.861818586077,50
"76481","21DTV0204C",478.882512631624,46,0,31,0,59,159.627504210541,136
"76482","21DTV0205B",589.339193409887,29,0,25,0,27,196.446397803296,81
"76483","21DTV0226O",451.827481783353,39,0,29,0,30,150.609160594451,98
"76484","21DTV0228M",529.799563090006,12,0,17,0,13,176.599854363335,42
"76485","21DTV0246B",496.081402118389,13,0,10,0,12,165.360467372796,35
"76486","21DTV0272Z",440.544903299083,23,0,21,0,17,146.848301099694,61
"76487","21DTV0273Z",457.557285193241,33,0,30,0,30,152.519095064414,93
"76488","21DTV0274Y",410.636975969587,14,0,11,0,19,136.878991989862,44
"76489","21DTV0275X",438.115100097656,10,0,18,0,11,146.038366699219,39
"76490","21DTV0276W",464.483998225285,26,0,16,0,17,154.827999408428,59
"76491","21DTV0277V",469.449481617321,44,0,43,0,49,156.483160539107,136
"76492","21DTV0281H",470.364007568359,10,0,9,0,13,156.788002522786,32
"76493","21DTV0282G",501.68779703776,15,0,12,0,16,167.229265679253,43
"76494","21DTV0309X",464.155537691983,44,0,39,0,28,154.718512563994,111
"76495","21DTV0312K",443.537844144381,13,0,18,0,14,147.845948048127,45
"76496","21DTV0314I",532.065122251157,27,0,24,0,25,177.355040750386,76
"76497","21DTV0315H",405.480686187744,16,0,15,0,12,135.160228729248,43
"76498","21DTV0318E",415.702357177734,50,0,32,0,45,138.567452392578,127
"76499","21DTV0324P",401.51657249814,42,0,34,0,21,133.83885749938,97
"76500","21DTV0328L",394.839646772905,11,0,15,0,17,131.613215590968,43
"76501","21DTV0339R",556.488694411058,13,0,18,0,17,185.496231470353,48
"76502","21DTV0340G",500.920458112444,7,0,14,0,26,166.973486037481,47
"76503","21DTV0348Z",586.016359769381,13,0,12,0,12,195.338786589794,37
"76504","21DTV0350N",425.775742814348,37,0,35,0,35,141.925247604783,107
"76505","21DTV0351M",459.263907039867,17,0,17,0,10,153.087969013289,44
"76506","21DTV0352L",436.528144142844,22,0,18,0,25,145.509381380948,65
"76507","21DTV0353K",461.969247257008,17,0,15,0,13,153.989749085669,45
"76508","21DTV0354J",482.826890425249,11,0,12,0,21,160.942296808416,44
"76509","21DTV0355I",429.380573619496,22,0,23,0,17,143.126857873165,62
"76510","21DTV0356H",437.704129536947,12,0,15,0,13,145.901376512316,40
"76511","21DTV0357G",478.588566706731,39,0,37,0,34,159.529522235577,110
"76512","21DTV0372Z",473.565266927083,9,0,5,0,7,157.855088975694,21
"76513","21DTV0374X",480.281205240885,15,0,16,0,11,160.093735080295,42
"76514","21DTV0375W",445.260998196072,18,0,17,0,18,148.420332732024,53
"76515","21DTV0389Z",491.449018205915,14,0,13,0,16,163.816339401972,43
"76516","21DTV0396I",469.415013631185,6,0,4,0,10,156.471671210395,20
"76517","21DTV0397H",431.199072265625,15,0,20,0,20,143.733024088542,55
"76518","21DTV0398G",561.390950520833,3,0,2,0,1,187.130316840278,6
"76519","21DTV0399F",405.183190085671,22,0,24,0,19,135.06106336189,65
"76520","21DTV0400E",467.999877929688,12,0,16,0,19,155.999959309896,47
"76521","21DTV0428K",443.348587933709,17,0,21,0,22,147.78286264457,60
"76522","21DTV0429J",496.642192840576,16,0,23,0,19,165.547397613525,58
"76523","21DTV0431Y",465.695165143694,35,0,34,0,37,155.231721714565,106
"76524","21DTV0457F",468.448709106445,30,0,28,0,32,156.149569702148,90
"76525","21DTV0458E",437.610055106027,28,0,18,0,23,145.870018368676,69
"76526","21DTV0476U",441.68141409067,26,0,30,0,20,147.227138030223,76
"76527","21DTV0478S",494.622871730639,23,0,17,0,21,164.87429057688,61
"76528","21DTV0500D",452.630204420823,13,0,13,0,14,150.876734806941,40
"76529","21DTV0521Q",614.957373046875,15,0,14,0,14,204.985791015625,43
"76530","21DTV0525M",407.801958356585,14,0,18,0,23,135.933986118862,55
"76531","21DTV0526L",481.211835861206,16,0,13,0,16,160.403945287069,45
"76532","21DTV0537R",458.204462687174,18,0,34,0,31,152.734820895725,83
"76533","21DTV0545Z",438.00530363384,19,0,19,0,14,146.001767877947,52
"76534","21DTV0553I",497.380576393821,11,0,12,0,0,165.793525464607,23
"76535","21EES0108T",479.660644957077,215,0,202,0,171,159.886881652359,588
"76536","21EES0237N",599.585633850098,60,0,55,0,61,199.861877950033,176
"76537","21EES0240A",466.495379714492,161,0,155,0,169,155.498459904831,485
"76538","21EES0253E",446.226193941557,65,0,61,0,57,148.742064647186,183
"76539","21EES0308R",502.044871937145,44,0,42,0,31,167.348290645715,117
"76540","21EES0310F",567.407658894857,24,0,13,0,21,189.135886298286,58
"76541","21EES0341Z",450.333541022407,36,0,32,0,37,150.111180340802,105
"76542","21EES0345V",567.909861246745,24,0,28,0,24,189.303287082248,76
"76543","21EST0008M",429.89546843498,31,0,35,0,20,143.298489478327,86
"76544","21EST0011Z",460.129515380859,75,0,64,0,60,153.376505126953,199
"76545","21ETV0004D",585.320503234863,8,0,13,0,11,195.106834411621,32
"76546","21ETV0005C",476.012138366699,36,0,34,0,39,158.6707127889,109
"76547","21ETV0007A",467.540358109908,33,0,26,0,31,155.846786036636,90
"76548","21ETV0009Z",610.038859049479,63,0,65,0,56,203.346286349826,184
"76549","21ETV0012M",471.829259732874,82,0,71,0,68,157.276419910958,221
"76550","21ETV0014K",536.036795821844,51,0,51,0,50,178.678931940615,152
"76551","21ETV0015J",595.956909179688,34,0,50,0,43,198.652303059896,127
"76552","21ETV0017H",547.389372392134,22,0,18,0,21,182.463124130711,61
"76553","21ETV0018G",451.566235351563,40,0,41,0,60,150.522078450521,141
"76554","21ETV0019F",467.331834920247,30,0,34,0,44,155.777278306749,108
"76555","21ETV0023S",613.783488682338,28,0,26,0,23,204.594496227446,77
"76556","21ETV0025Q",431.544943002554,52,0,50,0,33,143.848314334185,135
"76557","21ETV0027O",430.407015865796,73,0,53,0,58,143.469005288599,184
"76558","21ETV0028N",505.457937240601,16,0,16,0,17,168.4859790802,49
"76559","21ETV0030B",477.908236549014,63,0,51,0,58,159.302745516338,172
"76560","21ETV0032Z",498.897043457031,25,0,24,0,24,166.299014485677,73
"76561","21ETV0034Y",528.049756876628,30,0,40,0,28,176.016585625543,98
"76562","21ETV0036W",560.44825553894,32,0,34,0,38,186.816085179647,104
"76563","21ETV0037V",429.923566818237,16,0,16,0,19,143.307855606079,51
"76564","21ETV0039T",490.478331565857,32,0,22,0,20,163.492777188619,74
"76565","21ETV0040I",457.503850097656,25,0,18,0,19,152.501283365885,62
"76566","21ETV0041H",430.611639169546,26,0,18,0,19,143.537213056515,63
"76567","21ETV0042G",429.13821750217,9,0,10,0,16,143.046072500723,35
"76568","21ETV0043F",508.22952609592,18,0,20,0,15,169.409842031973,53
"76569","21ETV0044E",574.223217773437,10,0,9,0,15,191.407739257812,34
"76570","21ETV0045D",503.693045156973,27,0,24,0,32,167.897681718991,83
"76571","21ETV0047B",443.34731500799,33,0,23,0,23,147.782438335997,79
"76572","21ETV0049Z",567.935818142361,9,0,11,0,6,189.311939380787,26
"76573","21ETV0052N",478.70024916705,34,0,30,0,40,159.56674972235,104
"76574","21ETV0053M",489.237313295022,39,0,30,0,34,163.079104431674,103
"76575","21ETV0074Z",481.151846608808,31,0,26,0,26,160.383948869603,83
"76576","21ETV0076X",483.180895124163,14,0,21,0,22,161.060298374721,57
"76577","21ETV0078V",508.301589473601,31,0,37,0,39,169.433863157867,107
"76578","21ETV0080J",603.644961886936,27,0,32,0,42,201.214987295645,101
"76579","21ETV0082H",482.701228422277,34,0,30,0,28,160.900409474092,92
"76580","21ETV0084F",482.912472651555,52,0,52,0,45,160.970824217185,149
"76581","21ETV0086D",451.72021484375,76,0,61,0,51,150.573404947917,188
"76582","21ETV0089A",515.146615600586,30,0,46,0,27,171.715538533529,103
"76583","21ETV0091P",461.644880725491,31,0,24,0,35,153.881626908497,90
"76584","21ETV0093N",487.650473022461,20,0,22,0,23,162.550157674154,65
"76585","21ETV0095L",503.461832318987,28,0,24,0,26,167.820610772996,78
