"","cct","cal_new1","N1","cal_new2","N2","cal_new3","N3","PromedioSecundaria","NTotal"
"41629","12ETV0332P",503.177258300781,10,0,6,0,3,167.725752766927,19
"41630","12DST0294Q",667.897793418483,38,0,24,0,43,222.632597806161,105
"41631","12ETV0845O",376.576229095459,16,0,10,0,10,125.525409698486,36
"41632","12ETV0497Y",463.866878255208,15,0,14,0,13,154.622292751736,42
"41633","12ETV0029E",543.475204903739,35,0,36,0,24,181.15840163458,95
"41634","12DST0131F",481.224103927612,32,0,21,0,26,160.408034642537,79
"41635","12PES0032S",510.573063964844,25,0,28,0,35,170.191021321615,88
"41636","12ETV0460K",472.005112868089,13,0,14,0,13,157.335037622696,40
"41637","12ETV0165I",498.852517934946,13,0,13,0,13,166.284172644982,39
"41638","12ETV0587Q",633.27007735403,19,0,15,0,11,211.090025784677,45
"41639","12ETV0004W",451.398151744496,11,0,12,0,9,150.466050581499,32
"41640","12KTV0144G",394.134948730469,1,0,5,0,4,131.37831624349,10
"41641","12KTV0112O",378.003112792969,2,0,1,0,2,126.001037597656,5
"41642","12KTV0029P",347.947311401367,2,0,4,0,7,115.982437133789,13
"41643","12KTV0056M",417.18462302468,11,0,5,0,7,139.061541008227,23
"41644","12KSC0060V",425.696685791016,3,0,4,0,2,141.898895263672,9
"44326","13DES0020H",472.521370406699,113,0,115,0,101,157.5071234689,329
"44327","13DES0062G",509.031682214072,387,0,382,0,395,169.677227404691,1164
"44328","13DES0074L",450.483752342962,62,0,61,0,62,150.161250780988,185
"44329","13DES0083T",451.265725272042,28,0,27,0,28,150.421908424014,83
"44330","13DES0085R",531.077531433105,60,0,77,0,63,177.025843811035,200
"44331","13DES0088O",460.367029363459,77,0,92,0,85,153.455676454486,254
"44332","13DES0016V",497.106340311341,59,0,44,0,61,165.702113437114,164
"44333","13DES0022F",536.859887062966,222,0,251,0,243,178.953295687655,716
"44334","13DES0026B",495.126180616476,118,0,127,0,108,165.042060205492,353
"44335","13DES0027A",483.459888048408,121,0,107,0,108,161.153296016136,336
"44336","13DES0039F",477.775930435931,122,0,96,0,133,159.258643478644,351
"44337","13DES0081V",487.144584299248,107,0,95,0,105,162.381528099749,307
"44338","13DES0089N",521.473211085543,94,0,84,0,112,173.824403695181,290
"44339","13DES0093Z",523.785557417436,55,0,74,0,67,174.595185805812,196
"44340","13PES0002X",559.524065594341,43,0,39,0,46,186.50802186478,128
"44341","13PES0106S",575.601680755615,24,0,18,0,12,191.867226918538,54
"44342","13PES0114A",530.615577697754,28,0,21,0,21,176.871859232585,70
"44343","13PES0150F",567.076424734933,7,0,9,0,9,189.025474911644,25
"44344","13DST0006G",470.998242317362,47,0,52,0,57,156.999414105787,156
"44345","13DST0010T",538.056689972573,94,0,104,0,110,179.352229990858,308
"44346","13DST0014P",501.994389144829,223,0,271,0,251,167.331463048276,745
"44347","13DST0017M",482.609094462263,109,0,142,0,123,160.869698154088,374
"44348","13DST0018L",462.094701696325,81,0,80,0,76,154.031567232108,237
"44349","13DST0044J",467.879981449672,56,0,42,0,42,155.959993816557,140
"44350","13DST0061Z",501.928892199625,149,0,178,0,126,167.309630733208,453
"44351","13DTV0031T",457.859027186184,141,0,119,0,133,152.619675728728,393
"44352","13DTV0070V",535.304081217448,45,0,37,0,37,178.434693739149,119
"44353","13DTV0125H",523.934724287553,22,0,35,0,18,174.644908095851,75
"44354","13DTV0138L",455.162662506104,16,0,16,0,16,151.720887502035,48
"44355","13DTV0166H",497.632685198103,35,0,28,0,31,165.877561732701,94
"44356","13DTV0224H",463.740678267045,22,0,27,0,28,154.580226089015,77
"44357","13DTV0228D",454.61609225803,9,0,11,0,10,151.538697419343,30
"44358","13DTV0229C",461.901732268157,27,0,25,0,44,153.967244089386,96
"44359","13DTV0230S",489.752860514323,30,0,18,0,27,163.250953504774,75
"44360","13DTV0268E",450.092714051943,37,0,29,0,40,150.030904683981,106
"44361","13DTV0281Z",553.352519734701,30,0,29,0,29,184.450839911567,88
"44362","13DTV0299Y",446.444746907552,15,0,11,0,13,148.814915635851,39
"44363","13DTV0315Z",481.67421653054,11,0,11,0,9,160.558072176847,31
"44364","13DTV0404S",492.417126246861,28,0,25,0,19,164.139042082287,72
"44365","13DTV0438I",424.617385864258,14,0,24,0,29,141.539128621419,67
"44366","13DTV0439H",436.799649752103,13,0,17,0,17,145.599883250701,47
"44367","13DTV0146U",517.550847371419,36,0,38,0,20,172.516949123806,94
"44368","13DTV0231R",575.813016255697,12,0,10,0,9,191.937672085232,31
"44369","13DTV0263J",454.247816903251,28,0,25,0,25,151.41593896775,78
"44370","13DTV0266G",526.264724731445,4,0,2,0,7,175.421574910482,13
"44371","13DTV0267F",515.448181152344,8,0,13,0,11,171.816060384115,32
"44372","13DTV0277M",532.639394124349,15,0,15,0,12,177.546464708116,42
"44373","13DTV0300X",474.696975708008,12,0,17,0,25,158.232325236003,54
"44374","13DTV0337K",444.607637845553,26,0,30,0,30,148.202545948518,86
"44375","13DTV0357Y",695.900855170356,18,0,20,0,23,231.966951723452,61
"44376","13DTV0367E",473.081596961388,13,0,12,0,11,157.693865653796,36
"44377","13DTV0378K",481.130770351347,181,0,154,0,160,160.376923450449,495
"44378","13DTV0409N",488.440795898438,16,0,11,0,15,162.813598632812,42
"44379","13DTV0462I",514.98639831543,20,0,14,0,21,171.66213277181,55
"44380","13DTV0487R",459.071880340576,8,0,21,0,18,153.023960113525,47
"44381","13DTV0488Q",474.720347086589,21,0,23,0,24,158.24011569553,68
"44382","13DTV0740U",483.839089529855,14,0,13,0,12,161.279696509952,39
"44383","13DTV0025I",422.70832824707,20,0,15,0,22,140.902776082357,57
"44384","13DTV0144W",508.315648813717,61,0,57,0,53,169.438549604572,171
"44385","13DTV0232Q",487.201522100539,21,0,15,0,15,162.400507366846,51
"44386","13DTV0262K",487.85629119873,20,0,25,0,19,162.61876373291,64
"44387","13DTV0282Y",501.97848256429,12,0,7,0,12,167.326160854763,31
"44388","13DTV0296A",433.082098388672,10,0,15,0,17,144.360699462891,42
"44389","13DTV0350E",537.060511271159,12,0,14,0,15,179.02017042372,41
"44390","13DTV0370S",454.398667399089,15,0,24,0,15,151.466222466363,54
"44391","13DTV0391E",470.020431082589,35,0,31,0,36,156.67347702753,102
"44392","13DTV0621G",436.48073647239,22,0,33,0,26,145.49357882413,81
"44393","13DTV0622F",464.37501077091,17,0,11,0,22,154.79167025697,50
"44394","13DTV0623E",502.231244768415,7,0,7,0,10,167.410414922805,24
"44395","13DTV0655X",476.73101143215,23,0,16,0,21,158.91033714405,60
"44396","13DTV0723D",488.158389621311,18,0,19,0,33,162.719463207104,70
"44397","13DES0009L",483.03437665044,392,0,402,0,405,161.01145888348,1199
"44398","13DES0041U",458.455938311855,209,0,230,0,226,152.818646103952,665
"44399","13DES0045Q",504.328880213484,79,0,67,0,70,168.109626737828,216
"44400","13DES0047O",432.609872129542,169,0,173,0,163,144.203290709847,505
"44401","13DES0071O",491.277574995874,142,0,115,0,116,163.759191665291,373
"44402","13DES0109K",481.7578636452,108,0,96,0,110,160.5859545484,314
"44403","13PES0043X",530.984353637695,40,0,30,0,41,176.994784545898,111
"44404","13PES0076O",607.984349568685,18,0,16,0,32,202.661449856228,66
"44405","13DST0007F",562.6078307022,169,0,126,0,172,187.5359435674,467
"44406","13DST0009D",470.634329659598,56,0,70,0,78,156.878109886533,204
"44407","13DST0025V",513.07434411951,37,0,38,0,42,171.02478137317,117
"44408","13DST0033D",450.601291941173,201,0,203,0,185,150.200430647058,589
"44409","13DST0054Q",437.248340237525,62,0,44,0,41,145.749446745842,147
"44410","13DST0015O",498.530160040604,95,0,115,0,103,166.176720013535,313
"44411","13DST0022Y",498.412989013672,125,0,123,0,155,166.137663004557,403
"44412","13DST0030G",441.725839493123,94,0,115,0,82,147.241946497708,291
"44413","13DST0034C",489.214842802249,161,0,181,0,176,163.071614267416,518
"44414","13DST0043K",429.113805450169,113,0,92,0,122,143.037935150056,327
"44415","13DST0045I",513.80759638006,66,0,71,0,93,171.269198793353,230
"44416","13DTV0103W",515.523504061962,127,0,133,0,117,171.841168020654,377
"44417","13DTV0122K",442.583436232347,26,0,26,0,33,147.527812077449,85
"44418","13DTV0126G",565.13637708581,46,0,51,0,51,188.378792361937,148
"44419","13DTV0130T",631.738249345259,44,0,41,0,25,210.57941644842,110
"44420","13DTV0190H",440.25977623981,23,0,25,0,21,146.753258746603,69
"44421","13DTV0191G",538.667030843099,15,0,21,0,33,179.5556769477,69
"44422","13DTV0316Y",424.330531630405,43,0,30,0,40,141.443510543468,113
"44423","13DTV0389Q",634.394554138184,16,0,21,0,15,211.464851379395,52
"44424","13DTV0418V",553.762614250183,32,0,37,0,32,184.587538083394,101
"44425","13DTV0467D",488.76259765625,10,0,8,0,11,162.920865885417,29
"44426","13DTV0519T",619.383698494204,31,0,23,0,22,206.461232831401,76
"44427","13DTV0600U",440.474467258827,102,0,92,0,106,146.824822419609,300
"44428","13DTV0653Z",479.235579223633,100,0,79,0,86,159.745193074544,265
"44429","13DTV0677I",466.846925354004,20,0,24,0,24,155.615641784668,68
"44430","13DTV0678H",423.115891400506,17,0,11,0,10,141.038630466835,38
"44431","13DTV0749L",518.616788993761,103,0,92,0,61,172.87226299792,256
"44432","13DTV0757U",489.703967285156,25,0,22,0,20,163.234655761719,67
"44433","13DTV0761G",397.455878624549,26,0,20,0,32,132.48529287485,78
"44434","13DTV0763E",623.385477959355,79,0,65,0,52,207.795159319785,196
"44435","13DTV0788N",470.509321424696,27,0,19,0,30,156.836440474899,76
"44436","13DTV0081A",500.727413418057,111,0,92,0,96,166.909137806019,299
"44437","13DTV0117Z",486.530947875977,20,0,26,0,25,162.176982625326,71
"44438","13DTV0240Z",500.3406136649,35,0,24,0,32,166.780204554967,91
"44439","13DTV0254B",626.018870035807,27,0,19,0,19,208.672956678602,65
"44440","13DTV0425E",504.187437169692,17,0,20,0,13,168.062479056564,50
"44441","13DTV0789M",618.214022468118,34,0,29,0,40,206.071340822706,103
"44442","13DTV0015B",417.259741889106,18,0,21,0,20,139.086580629702,59
"44443","13DTV0053E",662.61862244898,49,0,39,0,44,220.87287414966,132
"44444","13DTV0055C",540.616049630301,14,0,13,0,19,180.205349876767,46
"44445","13DTV0239J",503.682586669922,12,0,16,0,15,167.894195556641,43
"44446","13DTV0246T",512.317072088068,11,0,9,0,25,170.772357362689,45
"44447","13DTV0287T",427.012905883789,20,0,19,0,17,142.337635294596,56
"44448","13DTV0310D",472.535936438519,23,0,32,0,34,157.51197881284,89
"44449","13DTV0326E",450.453729966108,17,0,11,0,14,150.151243322036,42
"44450","13DTV0385U",497.447636016428,73,0,54,0,49,165.815878672143,176
"44451","13DTV0423G",445.078330993652,16,0,25,0,17,148.359443664551,58
"44452","13DTV0434M",522.09299065085,17,0,15,0,16,174.030996883617,48
"44453","13DTV0436K",497.289059109158,18,0,31,0,17,165.763019703053,66
"44454","13DTV0542U",534.682609558105,16,0,14,0,13,178.227536519368,43
"44455","13DTV0543T",481.919361787684,17,0,21,0,16,160.639787262561,54
"44456","13DTV0568B",451.743756103516,15,0,16,0,16,150.581252034505,47
"44457","13DTV0686Q",468.434493355129,23,0,22,0,26,156.144831118376,71
"44458","13DTV0688O",490.223826090495,48,0,53,0,53,163.407942030165,154
"44459","13DTV0734J",440.762773786272,7,0,8,0,9,146.920924595424,24
"44460","13DTV0128E",475.478221469455,36,0,38,0,25,158.492740489818,99
"44461","13DTV0169E",543.699683837891,25,0,20,0,27,181.233227945964,72
"44462","13DTV0204U",461.222689819336,20,0,16,0,21,153.740896606445,57
"44463","13DTV0284W",461.819460268374,27,0,28,0,27,153.939820089458,82
"44464","13DTV0309O",415.167410850525,32,0,27,0,33,138.389136950175,92
"44465","13DTV0390F",606.368141456887,54,0,50,0,46,202.122713818962,150
"44466","13DTV0403T",596.824042069285,19,0,37,0,22,198.941347356428,78
"44467","13DTV0420J",692.312404748165,33,0,22,0,30,230.770801582722,85
"44468","13DTV0440X",500.779210870916,66,0,55,0,52,166.926403623639,173
"44469","13DTV0466E",463.99734818308,19,0,21,0,32,154.665782727693,72
"44470","13DTV0481X",449.339442952474,15,0,13,0,17,149.779814317491,45
"44471","13DTV0639F",468.437485758464,15,0,29,0,16,156.145828586155,60
"44472","13DTV0640V",474.127322548314,19,0,27,0,18,158.042440849438,64
"44473","13DTV0687P",458.750579833984,13,0,17,0,18,152.916859944661,48
"44474","13DTV0735I",537.949378967285,4,0,16,0,15,179.316459655762,35
"44475","13DTV0768Z",460.30341685902,11,0,13,0,12,153.43447228634,36
"44476","13DTV0769Z",476.898649327895,17,0,30,0,27,158.966216442632,74
"44477","13DTV0784R",422.827756014737,44,0,32,0,20,140.942585338246,96
"44478","13DTV0328C",446.00267464774,42,0,42,0,38,148.667558215913,122
"44479","13DTV0353B",512.465470534105,13,0,10,0,8,170.821823511368,31
"44480","13DTV0392D",418.007195608956,14,0,17,0,13,139.335731869652,44
"44481","13DTV0435L",515.44989267985,12,0,19,0,17,171.816630893283,48
"44482","13DTV0453A",518.406753540039,14,0,10,0,11,172.802251180013,35
"44483","13DTV0460K",602.07450527615,18,0,17,0,11,200.691501758717,46
"44484","13DTV0563G",437.667346954346,8,0,15,0,15,145.889115651449,38
"44485","13DTV0643S",413.516902043269,13,0,16,0,16,137.838967347756,45
"44486","13DTV0645Q",442.633364930445,49,0,21,0,37,147.544454976815,107
"44487","13DTV0689N",531.958091042259,11,0,15,0,10,177.319363680753,36
"44488","13DTV0690C",418.542773907001,13,0,19,0,13,139.514257969,45
"44489","13DTV0691B",531.713022867839,18,0,21,0,21,177.23767428928,60
"44490","13DTV0692A",542.492065429688,18,0,9,0,14,180.830688476562,41
"44491","13DTV0781U",456.200546264648,12,0,13,0,8,152.066848754883,33
"44492","13DTV0371R",694.61266759924,37,0,38,0,23,231.537555866413,98
"44493","13DTV0441W",442.554955844221,29,0,20,0,25,147.51831861474,74
"44494","13DTV0454Z",571.258279653696,39,0,41,0,31,190.419426551232,111
"44495","13DTV0469B",493.130977630615,48,0,47,0,43,164.376992543538,138
"44496","13DTV0562H",571.568397521973,12,0,7,0,10,190.522799173991,29
"44497","13DTV0603R",411.546912698185,17,0,19,0,19,137.182304232728,55
"44498","13DTV0644R",619.406063157685,49,0,36,0,25,206.468687719228,110
"44499","13DTV0660I",436.90086325621,39,0,48,0,34,145.633621085403,121
"44500","13DTV0742S",496.998612837358,11,0,17,0,13,165.666204279119,41
"44501","13DTV0743R",440.728143310547,10,0,9,0,13,146.909381103516,32
"44502","13DTV0744Q",484.389543321398,9,0,8,0,14,161.463181107133,31
"44503","13DTV0745P",494.712768554688,9,0,8,0,13,164.904256184896,30
"44504","13DTV0001Z",472.60340663365,42,0,48,0,46,157.534468877883,136
"44505","13DTV0088U",490.802762545072,65,0,55,0,60,163.600920848357,180
"44506","13DTV0092G",424.304985351562,25,0,44,0,36,141.434995117187,105
"44507","13DTV0095D",457.115914481027,28,0,24,0,24,152.371971493676,76
"44508","13DTV0119X",486.58151405736,19,0,19,0,20,162.19383801912,58
"44509","13DTV0129D",422.588805900132,121,0,139,0,102,140.862935300044,362
"44510","13DTV0155B",495.84453125,10,0,12,0,25,165.281510416667,47
"44511","13DTV0156A",484.371223144531,25,0,23,0,28,161.45707438151,76
"44512","13DTV0290G",459.49973929269,35,0,40,0,34,153.16657976423,109
"44513","13DTV0295B",464.183416193182,33,0,36,0,33,154.727805397727,102
"44514","13DTV0369C",566.523583152077,22,0,23,0,28,188.841194384026,73
"44515","13DTV0387S",555.870917687049,13,0,12,0,22,185.290305895683,47
"44516","13DTV0395A",501.724140167236,8,0,10,0,14,167.241380055745,32
"44517","13DTV0412A",447.473870849609,35,0,25,0,35,149.15795694987,95
"44518","13DTV0472P",518.419930458069,32,0,33,0,42,172.806643486023,107
"44519","13DTV0494A",518.422739129317,19,0,27,0,30,172.807579709772,76
"44520","13DTV0605P",601.403415845788,23,0,25,0,23,200.467805281929,71
"44521","13DTV0607N",534.582210286458,15,0,25,0,23,178.194070095486,63
"44522","13DTV0680W",652.469938579359,19,0,18,0,29,217.489979526453,66
"44523","13DTV0778G",501.712854385376,16,0,23,0,21,167.237618128459,60
"44524","13DTV0018Z",443.79034614563,16,0,17,0,13,147.930115381877,46
"44525","13DTV0020N",477.569333163175,11,0,9,0,10,159.189777721058,30
"44526","13DTV0037N",472.17534383138,3,0,6,0,6,157.391781277127,15
"44527","13DTV0083Z",522.554776837749,124,0,117,0,131,174.184925612583,372
"44528","13DTV0104V",442.467902688419,17,0,22,0,17,147.48930089614,56
"44529","13DTV0112D",505.620307922363,8,0,8,0,8,168.540102640788,24
"44530","13DTV0175P",422.586401367187,10,0,6,0,6,140.862133789062,22
"44531","13DTV0176O",524.793179829915,12,0,13,0,12,174.931059943305,37
"44532","13DTV0177N",696.978199146412,27,0,22,0,25,232.326066382137,74
"44533","13DTV0179L",521.46488140999,47,0,51,0,43,173.821627136663,141
"44534","13DTV0236M",469.03037907527,13,0,23,0,20,156.343459691757,56
"44535","13DTV0514Y",443.012554931641,10,0,24,0,17,147.67085164388,51
"44536","13DTV0515X",390.247190475464,16,0,11,0,8,130.082396825155,35
"44537","13DTV0516W",425.058612060547,15,0,12,0,14,141.686204020182,41
"44538","13DTV0633L",458.168477376302,9,0,17,0,12,152.722825792101,38
"44539","13DTV0668A",520.438236012178,17,0,26,0,20,173.479412004059,63
"44540","13DTV0682U",533.770309448242,10,0,8,0,13,177.923436482747,31
"44541","13DTV0727Z",416.573172829368,11,0,11,0,9,138.857724276456,31
"44542","13DTV0021M",439.632914733887,20,0,20,0,10,146.544304911296,50
"44543","13DTV0105U",494.798368872666,41,0,34,0,42,164.932789624222,117
"44544","13DTV0111E",521.619106517119,17,0,15,0,14,173.873035505706,46
"44545","13DTV0180A",429.69801122492,44,0,45,0,41,143.232670408307,130
"44546","13DTV0243W",499.442494268003,23,0,22,0,30,166.480831422668,75
"44547","13DTV0365G",531.430414373224,11,0,9,0,6,177.143471457741,26
"44548","13DTV0397Z",444.764463424683,16,0,24,0,20,148.254821141561,60
"44549","13DTV0417W",471.859337254574,38,0,38,0,38,157.286445751525,114
"44550","13DTV0657V",509.995879255022,35,0,35,0,18,169.998626418341,88
"44551","13DTV0064K",521.779594763001,67,0,65,0,49,173.926531587667,181
"44552","13DTV0099Z",400.797897730118,39,0,36,0,37,133.599299243373,112
"44553","13DTV0145V",582.642361111111,18,0,26,0,36,194.21412037037,80
"44554","13DTV0251E",406.80083211263,54,0,45,0,58,135.600277370877,157
"44555","13DTV0313A",613.76474609375,75,0,72,0,54,204.588248697917,201
"44556","13DTV0572O",421.459203619706,38,0,33,0,37,140.486401206569,108
"44557","13DTV0573N",470.193438212077,12,0,15,0,12,156.731146070692,39
"44558","13DTV0574M",414.718613306681,48,0,35,0,46,138.239537768894,129
"44559","13DTV0575L",423.340596516927,18,0,10,0,20,141.113532172309,48
"44560","13DTV0606O",411.3146387736,24,0,25,0,25,137.1048795912,74
"44561","13DTV0671O",408.505545156973,27,0,33,0,47,136.168515052324,107
"44562","13DTV0772M",524.550768400493,19,0,16,0,19,174.850256133498,54
"44563","13DTV0776I",443.153900146484,18,0,14,0,17,147.717966715495,49
"44564","13DES0002S",494.264199077219,138,0,147,0,136,164.75473302574,421
"44565","13DES0010A",493.318569804347,516,0,448,0,436,164.439523268116,1400
"44566","13DES0025C",499.023582337395,63,0,72,0,65,166.341194112465,200
"44567","13DES0046P",497.580726392341,231,0,192,0,186,165.86024213078,609
"44568","13DES0073M",506.879356263176,189,0,196,0,189,168.959785421059,574
"44569","13DES0090C",474.974078270697,124,0,91,0,94,158.324692756899,309
"44570","13DES0098V",484.045953369141,35,0,35,0,37,161.348651123047,107
"44571","13DES0105O",658.340078830719,64,0,52,0,58,219.446692943573,174
"44572","13DES0017U",485.706496218418,188,0,209,0,200,161.902165406139,597
"44573","13DES0036I",458.512076181908,73,0,93,0,100,152.837358727303,266
"44574","13DES0064E",478.701548258464,213,0,175,0,228,159.567182752821,616
"44575","13DES0067B",497.455798583984,125,0,130,0,132,165.818599527995,387
"44576","13DES0091B",527.917759648076,54,0,62,0,39,175.972586549359,155
"44577","13DES0111Z",481.073183806046,46,0,43,0,35,160.357727935349,124
"44578","13DES0006O",503.635792081318,252,0,259,0,292,167.878597360439,803
"44579","13DES0059T",542.631086425781,150,0,121,0,116,180.877028808594,387
"44580","13DES0072N",499.361163072183,71,0,80,0,68,166.453721024061,219
"44581","13PES0078M",616.753886829723,22,0,28,0,26,205.584628943241,76
"44582","13PES0127E",548.734699249268,8,0,6,0,9,182.911566416423,23
"44583","13PES0135N",516.001583099365,16,0,23,0,15,172.000527699788,54
"44584","13PES0072S",602.065535191127,35,0,30,0,44,200.688511730376,109
"44585","13PES0133P",507.677394866943,8,0,6,0,1,169.225798288981,15
"44586","13PES0145U",532.142050606864,7,0,12,0,10,177.380683535621,29
"44587","13PES0156Z",529.8720703125,6,0,4,0,0,176.6240234375,10
"44588","13DST0020Z",501.423307800293,20,0,21,0,16,167.141102600098,57
"44589","13DST0021Z",464.905076293945,50,0,61,0,64,154.968358764648,175
"44590","13DST0023X",458.112320991412,73,0,49,0,73,152.704106997137,195
"44591","13DST0024W",520.406039151278,33,0,35,0,34,173.468679717093,102
"44592","13DST0059L",482.809629741468,38,0,46,0,52,160.936543247156,136
"44593","13DST0003J",493.994674432473,122,0,142,0,161,164.664891477491,425
"44594","13DST0004I",498.660141863142,140,0,147,0,166,166.220047287714,453
"44595","13DST0008E",494.594612006566,199,0,199,0,216,164.864870668855,614
"44596","13DST0047G",524.579107833235,73,0,71,0,84,174.859702611078,228
"44597","13DST0048F",499.241569711381,119,0,115,0,104,166.41385657046,338
"44598","13DTV0079M",454.118504842122,6,0,13,0,10,151.372834947374,29
"44599","13DTV0133Q",479.989708794488,18,0,12,0,25,159.996569598163,55
"44600","13DTV0143X",507.526168823242,16,0,19,0,19,169.175389607747,54
"44601","13DTV0226F",512.634765625,11,0,16,0,13,170.878255208333,40
"44602","13DTV0227E",516.033997969194,22,0,14,0,23,172.011332656398,59
"44603","13DTV0264I",469.288923783736,55,0,60,0,69,156.429641261245,184
"44604","13DTV0265H",577.83940633138,12,0,16,0,18,192.613135443793,46
"44605","13DTV0318W",433.466247558594,6,0,6,0,6,144.488749186198,18
"44606","13DTV0334N",477.707899305556,18,0,14,0,14,159.235966435185,46
"44607","13DTV0339I",520.645959472656,65,0,64,0,65,173.548653157552,194
"44608","13DTV0340Y",522.727016673369,17,0,21,0,28,174.242338891123,66
"44609","13DTV0407P",483.154043197632,16,0,15,0,17,161.051347732544,48
"44610","13DTV0421I",556.952327473958,15,0,12,0,18,185.650775824653,45
"44611","13DTV0426D",565.360084533691,16,0,17,0,17,188.45336151123,50
"44612","13DTV0456Y",452.890879313151,3,0,4,0,3,150.963626437717,10
"44613","13DTV0521H",466.916812294408,19,0,23,0,24,155.638937431469,66
"44614","13DTV0637H",454.3478418986,12,0,4,0,17,151.449280632867,33
"44615","13DTV0681V",568.213178362165,21,0,14,0,14,189.404392787388,49
"44616","13DTV0750A",518.279900839162,43,0,41,0,21,172.759966946387,105
"44617","13DTV0022L",548.030448088775,148,0,133,0,123,182.676816029592,404
"44618","13DTV0027G",490.79169625947,33,0,32,0,24,163.59723208649,89
"44619","13DTV0061N",481.511887904576,35,0,29,0,30,160.503962634859,94
"44620","13DTV0077O",518.167212168376,24,0,17,0,16,172.722404056125,57
"44621","13DTV0185W",516.320950826009,12,0,10,0,8,172.10698360867,30
"44622","13DTV0186V",561.532090130974,17,0,22,0,19,187.177363376991,58
"44623","13DTV0187U",507.341025516905,29,0,32,0,23,169.113675172302,84
"44624","13DTV0188T",570.891101765183,53,0,44,0,41,190.297033921728,138
"44625","13DTV0189S",469.062275477818,14,0,14,0,14,156.354091825939,42
"44626","13DTV0234O",408.642913818359,8,0,4,0,10,136.21430460612,22
"44627","13DTV0272R",544.990543910435,14,0,20,0,15,181.663514636812,49
"44628","13DTV0273Q",449.482270740327,21,0,16,0,28,149.827423580109,65
"44629","13DTV0298Z",510.847452264083,19,0,27,0,21,170.282484088028,67
"44630","13DTV0307Q",443.569068645609,29,0,23,0,20,147.856356215203,72
"44631","13DTV0324G",449.735262552897,12,0,9,0,16,149.911754184299,37
"44632","13DTV0356Z",487.797929382324,20,0,31,0,34,162.599309794108,85
"44633","13DTV0520I",431.856317138672,5,0,10,0,14,143.952105712891,29
"44634","13DTV0555Y",444.218668619792,9,0,7,0,11,148.072889539931,27
"44635","13DTV0619S",524.476880754743,7,0,9,0,9,174.825626918248,25
"44636","13DTV0635J",516.256278298118,11,0,6,0,16,172.085426099373,33
"44637","13DTV0661H",434.489238739014,8,0,8,0,10,144.829746246338,26
"44638","13DTV0721F",464.605281829834,40,0,35,0,37,154.868427276611,112
"44639","13DTV0785Q",484.647816975911,24,0,14,0,25,161.549272325304,63
"44640","13DTV0067H",515.335660067472,11,0,10,0,15,171.778553355824,36
"44641","13DTV0069F",470.412139892578,5,0,8,0,5,156.804046630859,18
"44642","13DTV0100Z",520.846725463867,24,0,30,0,31,173.615575154622,85
"44643","13DTV0258Y",464.858423868815,12,0,14,0,12,154.952807956272,38
"44644","13DTV0283X",479.938465319182,19,0,29,0,29,159.979488439727,77
"44645","13DTV0301W",508.056865234375,25,0,24,0,17,169.352288411458,66
"44646","13DTV0331Q",510.930273873465,14,0,11,0,11,170.310091291155,36
"44647","13DTV0333O",440.546615600586,2,0,4,0,5,146.848871866862,11
"44648","13DTV0396Z",472.071458296342,11,0,10,0,6,157.357152765447,27
"44649","13DTV0402U",460.140860421317,7,0,7,0,6,153.380286807106,20
"44650","13DTV0490E",521.362896728516,5,0,10,0,4,173.787632242839,19
"44651","13DTV0491D",493.354860941569,12,0,13,0,18,164.451620313856,43
"44652","13DTV0492C",509.396054354581,11,0,10,0,9,169.79868478486,30
"44653","13DTV0553Z",515.449794006348,80,0,56,0,51,171.816598002116,187
"44654","13DTV0554Z",494.032954624721,7,0,11,0,11,164.677651541574,29
"44655","13DTV0592B",540.822681427002,8,0,12,0,12,180.274227142334,32
"44656","13DTV0292E",498.132946014404,16,0,12,0,17,166.044315338135,45
"44657","13DTV0308P",485.233072588521,31,0,43,0,30,161.744357529507,104
"44658","13DTV0327D",573.921903722426,34,0,32,0,28,191.307301240809,94
"44659","13DTV0400W",493.637534005301,14,0,14,0,17,164.545844668434,45
"44660","13DTV0424F",522.373256835937,25,0,16,0,21,174.124418945312,62
"44661","13DTV0458W",467.91164263557,17,0,15,0,14,155.97054754519,46
"44662","13DTV0579H",488.005672878689,9,0,5,0,8,162.66855762623,22
"44663","13DTV0580X",478.020456167368,13,0,8,0,9,159.340152055789,30
"44664","13DTV0658U",396.848429361979,12,0,14,0,16,132.282809787326,42
"44665","13DTV0659T",489.073037283761,7,0,10,0,5,163.024345761254,22
"44666","13DTV0665D",408.671249389648,2,0,12,0,8,136.223749796549,22
"44667","13DTV0707M",550.527631487165,14,0,12,0,10,183.509210495722,36
"44668","13DTV0009R",591.312288411458,15,0,20,0,27,197.104096137153,62
"44669","13DTV0014C",486.288514404297,25,0,24,0,26,162.096171468099,75
"44670","13DTV0016A",677.71347878196,11,0,16,0,17,225.90449292732,44
"44671","13DTV0075Q",531.716103690011,7,0,0,0,12,177.238701230004,19
"44672","13DTV0101Y",438.133176676432,15,0,19,0,17,146.044392225477,51
"44673","13DTV0297Z",459.353061930339,15,0,11,0,12,153.117687310113,38
"44674","13DTV0321J",448.820251464844,6,0,10,0,16,149.606750488281,32
"44675","13DTV0336L",389.055145263672,1,0,0,0,3,129.685048421224,4
"44676","13DTV0348Q",485.531626383464,15,0,11,0,15,161.843875461155,41
