"","cct","cal_esp1","N1","cal_esp2","N2","cal_esp3","N3","PromedioSecundaria","NTotal"
"664","01DST0035X",556.691240519035,476,555.741272842675,456,567.488800653802,454,559.973771338504,1386
"665","01DST0036W",494.598567237539,363,484.981107872653,332,495.698824719685,328,491.759499943292,1023
"666","01DST0037V",531.568649978374,289,528.968105232629,274,530.937860589278,304,530.491538600094,867
"667","01DST0038U",443.919658605603,414,443.476094431691,385,436.632872046494,328,441.342875027929,1127
"668","01DST0039T",470.138938075474,175,481.817979689927,171,0,0,317.318972588467,346
"669","01DTV0001U",480.928941650391,25,514.529815673828,18,512.274459838867,12,502.577739054362,55
"670","01DTV0002T",491.531133077231,83,520.881026695514,58,517.875979287284,56,510.096046353343,197
"671","01DTV0004R",472.917650979663,63,524.124742053804,42,514.550195445185,46,503.864196159551,151
"672","01DTV0005Q",499.026468505859,25,474.132837632123,17,482.21369934082,16,485.124335159601,58
"673","01DTV0006P",567.295033772786,18,576.936465454102,10,602.636002974077,11,582.289167400322,39
"674","01DTV0009M",536.390106201172,20,461.580190558183,19,520.924426739032,26,506.298241166129,65
"675","01DTV0010B",476.247190202986,42,483.666789774992,49,470.795793457031,50,476.90325781167,141
"676","01DTV0011A",424.85803604126,16,475.535606384277,12,422.784515380859,18,441.059385935466,46
"677","01DTV0012Z",428.384318760463,28,475.656245838512,22,465.979726155599,30,456.673430251525,80
"678","01DTV0013Z",492.865704345703,25,504.553053635817,26,552.445332118443,28,516.621363366654,79
"679","01DTV0014Y",489.494951036241,9,462.863564627511,7,517.91353062221,7,490.090682095321,23
"680","01DTV0015X",521.618659973145,12,478.171287536621,8,483.392317030165,9,494.394088179977,29
"681","01DTV0016W",465.654614766439,12,523.770411900112,14,455.235137939453,12,481.553388202001,38
"682","01DTV0018U",515.014189522221,53,479.297484786422,54,510.738237224641,61,501.683303844428,168
"683","01DTV0019T",454.962591552734,55,521.753806462364,63,509.398132324219,69,495.371510113106,187
"684","01DTV0020I",480.770660976194,53,484.826470218488,67,544.978747558594,40,503.525292917758,160
"685","01DTV0021H",453.117291618796,68,534.248827584182,79,503.9623473318,76,497.109488844926,223
"686","01DTV0022G",412.711518464265,27,499.794734608043,22,551.675011771066,28,488.060421614458,77
"687","01DTV0023F",452.285000071806,17,455.105313814603,13,444.62718110926,17,450.67249833189,47
"688","01DTV0025D",540.376485188802,9,524.28071085612,9,492.431315104167,12,519.029503716363,30
"689","01DTV0026C",448.427331924438,16,475.069427490234,15,434.571796417236,16,452.689518610636,47
"690","01DTV0029Z",534.699041366577,16,533.786517333984,10,527.381523132324,12,531.955693944295,38
"691","01DTV0030P",510.375400543213,16,457.30898030599,33,465.538210187639,28,477.740863678947,77
"692","01DTV0032N",473.569112548828,50,494.611055457074,46,452.288931710379,49,473.489699905427,145
"693","01DTV0033M",460.937896092733,48,470.248228011593,31,508.427204297936,46,479.871109467421,125
"694","01DTV0034L",462.053774405217,69,484.102997255997,71,489.497488248146,59,478.551419969787,199
"695","01DTV0035K",451.56337890625,20,463.441185506185,30,465.779052734375,21,460.261205715603,71
"696","01DTV0036J",455.083478291829,12,489.822707519531,25,457.587472098214,14,467.497885969858,51
"697","01DTV0038H",435.490554230123,79,458.298252415013,74,449.158298927017,79,447.649035190718,232
"698","01DTV0039G",496.684253399189,13,520.035443987165,14,527.944136047363,20,514.887944477906,47
"699","01DTV0040W",434.441472371419,18,485.448444713246,22,484.13861405222,19,468.009510378962,59
"700","01DTV0041V",433.268038068499,28,466.083473824166,37,447.624765668597,28,448.99209252042,93
"701","01DTV0042U",432.009652842646,23,488.401486100822,29,500.938989047346,29,473.783375996938,81
"702","01DTV0043T",500.541965587719,74,448.671043819851,72,487.043485005697,60,478.752164804422,206
"703","01DTV0045R",493.708193778992,96,496.611089797247,84,492.933454398649,83,494.417579324963,263
"704","01DTV0046Q",528.33039855957,10,467.886827256944,9,387.623878479004,12,461.280368098506,31
"705","01DTV0047P",523.581154201342,23,538.017108154297,20,441.542746988932,15,501.047003114857,58
"706","01DTV0048O",492.818657916525,23,522.568048330454,26,512.635603960823,17,509.340770069267,66
"707","01DTV0049N",513.324447292752,45,484.833520889282,32,458.739759899321,42,485.632576027118,119
"708","01DTV0050C",490.090537331321,11,411.191772460938,9,498.071793776292,13,466.451367856183,33
"709","01DTV0051B",499.583757324219,25,539.761563387784,22,546.079572405134,21,528.474964372379,68
"710","01DTV0052A",465.974290635851,9,494.026237487793,8,517.046691894531,2,492.349073339392,19
"711","01DTV0053Z",461.570971806844,24,514.193962097168,12,479.282656351725,24,485.015863418579,60
"712","01DTV0054Z",574.165344238281,17,433.212996419271,15,489.302461170015,21,498.893600609189,53
"713","01DTV0056X",413.340775553385,15,494.509811401367,22,431.585129957933,26,446.478572304228,63
"714","01DTV0057W",399.837965829032,28,440.434641870959,29,501.811772155762,20,447.361459951918,77
"715","01DTV0060J",538.258643256293,18,482.784512519836,32,463.750747680664,28,494.931301152265,78
"716","01DTV0061I",501.453369140625,43,452.590677597943,34,491.421190815587,31,481.821745851385,108
"717","01DTV0062H",511.88916015625,14,503.241522216797,15,506.645701817104,14,507.25879473005,43
"718","01DTV0065E",479.628685260641,29,518.236980903439,41,559.572921026321,21,519.146195730134,91
"719","01DTV0066D",509.376972961426,40,497.3193359375,48,484.291852315267,36,496.996053738064,124
"720","01DTV0067C",440.751010969573,51,452.119655384737,68,482.781133798453,52,458.550600050921,171
"721","01DTV0068B",449.584793655961,27,472.530313110352,20,480.492360432943,30,467.535822399752,77
"722","01DTV0069A",489.72087097168,54,473.122310272635,73,508.851049008577,69,490.56474341763,196
"723","01DTV0070Q",460.458042399089,30,489.575886535645,20,449.411588315611,27,466.481839083448,77
"724","01DTV0071P",473.277244567871,16,456.349517822266,19,537.93997031764,19,489.188910902592,54
"725","01DTV0072O",506.093465169271,9,483.393562316895,20,523.731709798177,12,504.406245761447,41
"726","01DTV0073N",481.406134605408,32,480.501414998372,30,486.40505287864,22,482.77086749414,84
"727","01DTV0074M",422.274898952908,18,463.726490275065,30,515.326044543036,29,467.109144590336,77
"728","01DTV0075L",422.804882342999,26,463.885053230054,33,485.058334350586,26,457.24942330788,85
"729","01DTV0076K",470.952166239421,36,472.137271457248,27,456.747163560655,36,466.612200419108,99
"730","01DTV0077J",550.303977272727,11,524.303792780096,22,558.415173339844,20,544.340981130889,53
"731","01DTV0078I",489.380111694336,16,513.819107055664,14,449.443208966936,14,484.214142572312,44
"732","01DTV0079H",419.437631607056,8,478.762881469727,10,429.093790690104,6,442.431434588962,24
"733","01DTV0080X",468.459653727214,30,492.843829530658,33,472.009039742606,28,477.770841000159,91
"734","01DTV0081W",447.840985979353,14,444.329695268111,22,406.135683059692,16,432.768788102385,52
"735","01DTV0082V",422.967290242513,6,444.876625754616,11,483.09411315918,10,450.312676385436,27
"736","01DTV0083U",402.612243087203,27,500.543385472791,29,460.986064237707,17,454.713897599234,73
"737","01DTV0084T",464.705139160156,19,412.552231852214,15,534.780832926432,6,470.679401312934,40
"738","01DTV0085S",426.300010172526,15,522.473138427734,15,497.249019276012,22,482.007389292091,52
"739","01DTV0086R",426.50631374783,18,478.076931602076,19,445.378507486979,15,449.987250945628,52
"740","01DTV0087Q",436.611878493737,29,446.615011504202,33,478.652402990005,17,453.959764329314,79
"741","01DTV0088P",462.452914898212,26,446.017000325521,15,502.177256266276,15,470.215723830003,56
"742","01DTV0089O",395.581384277344,5,469.651816231864,7,447.458683013916,8,437.563961174375,20
"743","01DTV0090D",476.910684024586,17,455.137033081055,10,500.614063262939,8,477.553926789527,35
"744","01DTV0091C",502.779371781783,22,474.67240524292,16,457.572176615397,12,478.341317880033,50
"745","01DTV0092B",405.04638671875,9,438.949803670247,6,390.956370035807,9,411.650853474935,24
"746","01DTV0093A",525.528137207031,6,477.772811889648,10,468.607009887695,8,490.635986328125,24
"747","01DTV0095Z",462.63791402181,6,532.927422417535,9,585.633296421596,7,527.066210953647,22
"748","01DTV0096Y",474.401609802246,20,488.618004294003,17,511.429154245477,19,491.482922780575,56
"749","01DTV0097X",531.994548797607,8,556.106819152832,4,461.903995090061,9,516.668454346833,21
"750","01DTV0098W",422.23914416083,29,459.864285786947,24,476.840881347656,25,452.981437098478,78
"751","01DTV0099V",496.301300048828,7,503.59210395813,16,439.591511119496,11,479.828305042151,34
"752","01DTV0100U",469.905570983887,4,478.505584716797,6,602.985855102539,4,517.132336934408,14
"753","01DTV0101T",603.278480529785,8,488.629864501953,5,561.505107879639,8,551.137817637126,21
"754","01DTV0102S",440.893586294992,28,456.501259132668,27,416.340126731179,11,437.91165738628,66
"755","01DTV0103R",424.374954223633,15,465.52681187221,14,467.821820068359,10,452.574528721401,39
"756","01DTV0104Q",433.226389567057,3,468.635668945312,5,413.151750837054,7,438.337936449808,15
"757","01DTV0105P",510.141806466239,14,477.153082275391,10,535.85608215332,10,507.716990298317,34
"758","01DTV0106O",489.795028686523,12,465.675445556641,21,444.484321594238,12,466.651598612467,45
"759","01DTV0107N",472.431697961056,33,457.174573849409,39,450.2122462346,26,459.939506015022,98
"760","01DTV0108M",424.958578629927,22,503.346840994699,14,432.537748790923,21,453.61438947185,57
"761","01DTV0109L",376.147407531738,8,444.121775309245,6,502.228833007813,5,440.832671949599,19
"762","01DTV0110A",506.09133013557,17,467.254780360631,14,563.712485177176,14,512.352865224459,45
"763","01DTV0111Z",503.439919211648,11,477.697301228841,6,439.950958251953,5,473.696059564147,22
"764","01DTV0112Z",378.307201038707,11,449.450056809645,13,449.937830607096,12,425.898362818483,36
"765","01DTV0113Y",474.588834635417,15,449.166989839994,13,483.582168579102,18,469.112664351504,46
"766","01DTV0114X",412.137026977539,20,493.457521057129,20,498.918057090358,19,468.170868375009,59
"767","01DTV0115W",363.613032749721,14,492.366643269857,12,490.76405843099,9,448.914578150189,35
"768","01DTV0117U",438.539678955078,15,541.214381626674,21,470.830152511597,16,483.528071031116,52
"769","01DTV0118T",460.46089390346,14,469.197311401367,16,519.608169555664,8,483.088791620164,38
"770","01DTV0119S",457.388540649414,20,439.113177829319,18,447.883009338379,20,448.128242605704,58
"771","01DTV0120H",431.251642400568,11,417.796269734701,6,401.776641845703,5,416.941517993657,22
"772","01DTV0121G",450.66653781467,9,461.001937866211,4,443.524884033203,5,451.731119904695,18
"773","01DTV0123E",458.183007491262,19,482.051511492048,14,464.426159667969,10,468.220226217093,43
"774","01DTV0124D",464.328672790527,10,460.247423957376,17,468.996103922526,15,464.524066890143,42
"775","01DTV0126B",499.454979790582,18,574.013676961263,18,491.87548828125,13,521.781381677698,49
"776","01DTV0127A",500.982971191406,4,470.62733968099,3,615.680480957031,2,529.096930609809,9
"777","01DTV0129Z",410.486560058594,5,448.433120727539,4,368.406817626953,5,409.108832804362,14
"778","01DTV0131N",516.245927734375,25,461.213171151968,26,468.508210402269,26,481.989103096204,77
"779","01DTV0132M",505.398852539062,25,510.302191734314,32,497.292541503906,27,504.331195259094,84
"780","01DTV0134K",500.70640411377,20,509.573598225911,24,482.039349642667,22,497.439783994116,66
"781","01DTV0135J",508.827089097765,18,474.57448832194,18,543.781085205078,10,509.060887541594,46
"782","01DTV0137H",484.27004300631,13,487.132618495396,14,536.360501098633,20,502.58772086678,47
"783","01DTV0138G",512.636091868083,36,500.134356874408,33,501.533114225968,23,504.76785432282,92
"784","01DTV0139F",437.21685556265,13,469.537990025112,7,512.823811848958,9,473.19288581224,29
"785","01DTV0140V",436.417792426215,9,400.58634185791,4,356.582901000977,4,397.862345095034,17
"786","01DTV0141U",421.418606567383,30,450.571512858073,33,458.704120982777,33,443.564746802744,96
"787","01DTV0142T",430.765164462003,11,412.826517740885,9,430.922765558416,11,424.838149253768,31
"788","01DTV0143S",482.620969645182,15,493.729024251302,12,366.453965130974,17,447.60131967582,44
"789","01DTV0144R",363.810422261556,12,397.619116210937,15,456.234681970933,17,405.888073481142,44
"790","01DTV0145Q",415.214175754123,18,418.881216866629,14,477.663340250651,15,437.252910957135,47
"791","01DTV0146P",491.998430718316,45,479.492222377232,42,468.231521194046,37,479.907391429865,124
"792","01DTV0147O",453.638608065518,11,438.605639648437,10,492.979202270508,6,461.741149994821,27
"793","01DTV0148N",518.935976982117,16,492.546353426847,22,540.702915736607,14,517.395082048523,52
"794","01DTV0149M",450.597929454985,21,494.520388516513,33,485.676838062428,27,476.931718677975,81
"795","01DTV0150B",396.594746907552,15,470.551035563151,18,410.155468280499,13,425.767083583734,46
"796","01DTV0151A",0,0,432.543640136719,7,442.400550842285,4,291.648063659668,11
"797","01DTV0152Z",530.027652316623,9,471.102606201172,10,522.133104112413,9,507.754454210069,28
"798","01DTV0153Z",441.008090209961,10,427.483486938477,10,515.360486711775,7,461.284021286737,27
"799","01DTV0154Y",507.007612440321,9,494.900782267253,12,502.067100524902,8,501.325165077492,29
"800","01DTV0155X",483.850422520791,31,535.242717285156,25,469.261195046561,28,496.118111617503,84
"801","01DTV0156W",462.532090928819,9,428.323330688477,10,457.999499511719,10,449.618307043005,29
"802","01DTV0157V",356.439426967076,7,444.414479573568,3,535.201782226562,6,445.351896255735,16
"803","01DTV0159T",421.835671561105,14,406.123043060303,16,437.17373379794,11,421.710816139783,41
"804","01DTV0160I",471.504549153646,15,486.674407958984,16,497.125839233398,14,485.101598782009,45
"805","01DTV0162G",470.877283096313,16,461.183130437678,11,583.317209243774,16,505.125874259255,43
"806","01DTV0163F",457.042672549977,17,460.066357421875,10,451.189222063337,14,456.099417345063,41
"807","01DTV0164E",480.055252972771,17,439.576756795247,18,426.978140438304,17,448.870050068774,52
"808","01DTV0165D",532.657542178505,19,427.765140109592,18,476.601197419343,27,479.00795990248,64
"809","01DTV0166C",458.308729088825,23,497.964265369234,21,475.880347357856,27,477.384447271971,71
"810","01DTV0167B",423.780843098958,12,447.059520721436,16,495.393798828125,11,455.411387549506,39
"811","01DTV0168A",439.735141330295,9,367.250810895647,7,369.498979356554,9,392.161643860832,25
"812","01DTV0169Z",415.412573242187,5,437.732597351074,4,431.688176935369,11,428.277782509544,20
"813","01DTV0171O",517.093908691406,10,507.214688618978,12,444.316556294759,12,489.541717868381,34
"814","01DTV0172N",457.096829732259,12,497.967994103065,13,492.549176534017,12,482.538000123114,37
"815","01DTV0173M",473.168622843424,30,474.692539561879,22,468.992372131348,20,472.284511512217,72
"816","01DTV0174L",502.605026245117,8,493.057046508789,10,496.416978624132,9,497.359683792679,27
"817","01DTV0176J",418.012362936269,23,423.629281616211,20,409.550750732422,22,417.064131761634,65
"818","01DTV0177I",442.939259847005,9,498.60881629357,13,492.895684136285,9,478.147920092287,31
"819","01DTV0178H",412.712268066406,5,474.799067570613,13,413.718747965495,15,433.743361200838,33
"820","01DTV0179G",471.693031957594,59,494.679515040198,43,475.802404941657,39,480.724983979816,141
"821","01DTV0180W",461.624708175659,16,463.488824026925,14,503.59296308245,14,476.235498428345,44
"822","01DTV0181V",455.17665793679,55,432.112711126154,44,470.086960315704,64,452.458776459549,163
"823","01DTV0183T",477.345080566406,15,584.016342163086,20,544.167854309082,16,535.176425679525,51
"824","01DTV0184S",490.234208540483,11,487.844066619873,8,474.388838334517,11,484.155704498291,30
"825","01DTV0185R",406.760397338867,25,486.442685640775,13,503.288783146785,13,465.497288708809,51
"863","01KTV0004A",567.772155761719,2,557.786117553711,2,645.839294433594,2,590.465855916341,6
"864","01KTV0007Y",522.712036132812,1,413.951065063477,6,423.546920776367,4,453.403340657552,11
"865","01KTV0008X",473.366073608398,2,514.530387878418,4,461.044805908203,5,482.980422465007,11
"866","01KTV0009W",0,0,431.629730224609,3,518.289093017578,2,316.639607747396,5
"867","01KTV0011K",541.826690673828,2,526.410316467285,4,527.865966796875,4,532.034324645996,10
"868","01KTV0016F",361.808654785156,3,391.283569335938,1,373.191619873047,2,375.427947998047,6
"869","01KTV0017E",453.171356201172,4,505.763315836589,3,426.255706787109,2,461.730126274957,9
"870","01KTV0018D",529.682037353516,2,423.602376302083,3,445.334625244141,3,466.206346299913,8
"871","01KTV0019C",425.476831054688,5,408.840118408203,9,516.732354736328,5,450.349768066406,19
"872","01KTV0020S",437.444417317708,3,355.457794189453,1,0,0,264.300737169054,4
"873","01PES0002S",587.452987898642,134,583.604405921275,127,616.607793503259,169,595.888395774392,430
"874","01PES0003R",611.913736131456,36,605.152247248469,37,672.237937595533,46,629.767973658486,119
"875","01PES0004Q",627.56369527181,36,630.073927445845,33,636.776196709995,29,631.47127314255,98
"876","01PES0006O",535.864695055731,58,573.719809977214,75,579.317118490896,62,562.96720784128,195
"877","01PES0008M",612.791843120868,26,616.920953047903,19,616.614345384681,23,615.442380517817,68
"878","01PES0009L",564.931179908014,31,608.887744772023,29,612.220165252686,32,595.346363310908,92
"879","01PES0010A",589.413919955869,79,607.256115436554,64,635.03119391364,74,610.567076435354,217
"880","01PES0011Z",504.831570095486,9,525.116481781006,8,469.058586120605,12,499.668879332366,29
"881","01PES0012Z",642.125602526542,39,650.845830917358,48,691.865953600084,37,661.612462347995,124
"882","01PES0013Y",638.575341796875,5,574.584676106771,6,625.745829264323,15,612.968615722656,26
"883","01PES0020H",575.076588023793,33,518.904320295467,43,535.063807710688,47,543.014905343316,123
"884","01PES0022F",587.350835164388,6,615.277011447483,9,603.004124232701,7,601.877323614857,22
"885","01PES0023E",648.433380126953,8,541.863159179688,5,679.274098714193,6,623.190212673611,19
"886","01PES0024D",576.590285863632,78,636.068181056602,102,643.106630452474,75,618.588365790903,255
"887","01PES0027A",549.405133334073,22,522.76103914701,26,568.467143249512,40,546.877771910198,88
"888","01PES0029Z",517.857443532636,31,551.439397397249,46,573.85625896048,47,547.717699963455,124
"889","01PES0030O",546.736794365777,18,427.852406819661,9,554.183771133423,16,509.590990772954,43
"890","01PES0031N",632.170596590909,55,650.427528263972,65,627.818230293892,74,636.805451716258,194
"891","01PES0033L",562.048575953433,19,551.49616303315,37,577.595688205295,45,563.713475730626,101
"892","01PES0034K",489.495669894748,9,539.068173495206,11,571.156149291992,20,533.239997560649,40
"893","01PES0035J",543.847775107936,19,514.876145680745,24,531.666619085496,31,530.130179958059,74
"894","01PES0036I",503.97593943278,12,539.472103542752,9,524.375228881836,12,522.607757285789,33
"895","01PES0037H",647.091099039714,30,676.780887726815,31,660.75634765625,36,661.542778140926,97
"896","01PES0039F",498.498059082031,15,538.682777404785,12,566.239596896701,9,534.473477794506,36
"897","01PES0040V",591.761444989373,34,536.005725567157,26,490.397367477417,16,539.388179344649,76
"898","01PES0041U",674.181805632835,86,653.680139748447,83,693.508730096332,59,673.790225159205,228
"899","01PES0044R",524.825402832031,5,0,0,449.805023193359,3,324.87680867513,8
"900","01PES0045Q",577.128558930897,21,590.529271806989,28,645.465150146484,25,604.374326961457,74
"901","01PES0046P",490.966165833554,59,455.233514022827,80,562.032389590615,76,502.744023148999,215
"902","01PES0047O",486.255897521973,4,0,0,444.365447998047,12,310.20711517334,16
"903","01PES0048N",610.758094009088,49,586.949376156456,38,690.339879353841,36,629.349116506462,123
"904","01PES0050B",661.505940755208,54,622.141202290853,48,639.139213366386,39,640.928785470816,141
"905","01PES0051A",642.628544248384,29,658.649431152344,25,692.356737638775,19,664.544904346501,73
"906","01PES0052Z",467.761757744683,9,522.365378243583,7,499.017883300781,8,496.381673096349,24
"907","01PES0053Z",652.167778015137,8,589.829370117188,5,623.904774983724,6,621.967307705349,19
"908","01PES0054Y",630.129036458333,15,482.550773288893,23,497.529768510298,22,536.736526085841,60
"909","01PES0055X",658.547130237926,11,586.634739467076,7,685.46635945638,6,643.549409720461,24
"910","01PES0056W",547.647413604113,49,513.987401084294,63,500.574881184896,75,520.736565291101,187
"911","01PES0057V",504.404618581136,12,528.943222045898,14,586.074902986225,19,539.80758120442,45
"912","01PES0058U",655.24772644043,4,533.545327322824,21,569.890459060669,16,586.227837607974,41
"913","01PES0059T",612.659505208333,30,592.525417073568,30,570.707436523438,25,591.96411960178,85
"914","01PES0060I",492.80392964681,30,445.465167999268,16,0,0,312.756365882026,46
"915","01PES0061H",543.517511367798,16,578.857439313616,7,0,0,374.124983560471,23
"916","01PES0062G",609.234775119358,18,593.279574924045,9,0,0,400.838116681134,27
"917","01PES0063F",621.69258847444,23,600.533459981283,12,0,0,407.408682818574,35
"918","01PES0064E",0,0,638.800567626953,4,0,0,212.933522542318,4
"919","01PES0065D",629.645986284528,28,600.081345169633,27,0,0,409.90911048472,55
"920","01PES0066C",580.858218722873,9,0,0,0,0,193.619406240958,9
"1018","01PST0001L",531.761055170104,43,541.608695290305,55,532.574074881417,56,535.314608447275,154
"1019","01PST0004I",574.621282958984,10,515.979415893555,6,555.430081176758,10,548.676926676432,26
"1020","01PST0005H",493.617039730674,19,485.745820617676,20,515.390951792399,24,498.251270713583,63
"1021","01PST0006G",616.02510878619,17,634.180254618327,24,641.212247408353,13,630.472536937623,54
"1022","01PST0007F",518.162792005037,38,517.109379123997,37,541.412856593277,33,525.561675907437,108
"1023","02DES0001N",480.901075148965,374,464.25633084572,354,500.480081558228,336,481.879162517637,1064
"1024","02DES0002M",516.918533568687,376,500.17348198733,393,546.271832175877,368,521.121282577298,1137
"1025","02DES0003L",573.279071560981,479,565.798710469997,470,594.250239887069,452,577.776007306015,1401
"1026","02DES0004K",512.95138483292,390,503.824544426139,393,536.95380284236,364,517.909910700473,1147
"1027","02DES0005J",488.604367637634,160,491.008042671311,142,505.599893059529,142,495.070767789491,444
