"","cct","promedioEsp","promedioMat","promedioGeneral"
"3392","12EBH0020E1",422.38,225.43,323.905
"3393","12ECB0001V1",521.13,424.26,472.695
"3394","12ECB0001V11",433.04,316.54,374.79
"3395","12ECB0001V2",445.48,346.51,395.995
"3396","12ECB0002U1",525.07,428.37,476.72
"3397","12ECB0002U2",430.31,320.87,375.59
"3398","12ECB0003T1",440.36,326.22,383.29
"3399","12ECB0004S1",529,418.95,473.975
"3400","12ECB0004S11",600.09,597.02,598.555
"3401","12ECB0005R1",479.05,362.71,420.88
"3402","12ECB0006Q2",457.76,447.89,452.825
"3403","12ECB0007P1",433.48,372.73,403.105
"3404","12ECB0008B1",458.97,312.52,385.745
"3405","12ECB0008B2",300.08,240.79,270.435
"3406","12ECB0009N1",411.6,255.21,333.405
"3407","12ECB0009N92",371.13,350.85,360.99
"3408","12ECB0010C1",335.21,251.61,293.41
"3409","12ECB0010C102",355.69,277.88,316.785
"3410","12ECB0011B1",400.54,321.89,361.215
"3411","12ECB0011B11",509.7,353.79,431.745
"3412","12ECB0012A1",553.97,466.79,510.38
"3413","12ECB0013Z1",469.33,382.43,425.88
"3414","12ECB0014Z142",606.45,708.07,657.26
"3415","12ECB0015Y1",437.16,342.18,389.67
"3416","12ECB0016X1",300.58,243.12,271.85
"3417","12ECB0018V1",449.62,365.77,407.695
"3418","12ECB0019U1",446.82,326.75,386.785
"3419","12ECB0020J1",440.61,277.57,359.09
"3420","12ECB0021I1",431.63,324.66,378.145
"3421","12ECB0022H172",395.81,283.95,339.88
"3422","12ECB0023G221",353.3,251.11,302.205
"3423","12ECB0024F261",453.46,386.85,420.155
"3424","12ECB0026D1",348.28,296.39,322.335
"3425","12ECB0027C1",448.48,315.1,381.79
"3426","12ECB0027C192",547.93,437.87,492.9
"3427","12ECB0028B211",483.45,346.79,415.12
"3428","12ECB0028B2",495.53,344.94,420.235
"3429","12ECB0029A1",384.76,307.78,346.27
"3430","12ECB0033N1",459.44,296.39,377.915
"3431","12ECB0034M2",581.99,670.17,626.08
"3432","12ECB0035L2",531.73,374.46,453.095
"3433","12ECB0035L252",424.52,268.37,346.445
"3434","12ECB0037J1",503.6,393.26,448.43
"3435","12ECB0038I2",483.48,522.31,502.895
"3436","12ECB0039H1",397.09,315.13,356.11
"3437","12ECB0039H2",371.3,297.5,334.4
"3438","12ECB0040X1",382.37,306.8,344.585
"3439","12ECB0041W1",504.91,383.47,444.19
"3440","12ECB0044T1",471.96,405.27,438.615
"3441","12ECB0045S1",455.89,320.34,388.115
"3442","12ECB0046R1",404.07,252.33,328.2
"3443","12ECB0049O1",450.16,345.97,398.065
"3444","12ECB0051C1",401.45,269.31,335.38
"3445","12ECB0052B2",453.5,386.9,420.2
"3446","12ECB0053A1",465.2,394.51,429.855
"3447","12ECB0057X2",435.63,275.63,355.63
"3448","12ECB0058W1",254.39,227.19,240.79
"3449","12ECB0059V1",337.83,235.6,286.715
"3450","12ECB0060K2",306.8,200,253.4
"3451","12ECB0062I2",228.6,567.69,398.145
"3452","12ECB0063H2",423.4,327.22,375.31
"3453","12ECB0066E1",506,349.18,427.59
"3454","12ECB0067D1",480.12,293.45,386.785
"3455","12ECB0068C1",502.4,360.13,431.265
"3456","12ECB0069B1",503.46,446.84,475.15
"3457","12ECB0070R1",323.93,250.86,287.395
"3458","12ECB0071Q2",366.79,327.9,347.345
"3459","12ECB0072P2",319.66,351.9,335.78
"3460","12ECB0073O2",392.78,296.39,344.585
"3461","12ECB0074N1",370.24,333.45,351.845
"3462","12ECB0075M1",456.42,389.77,423.095
"3463","12ECB0077K1",492.25,385.44,438.845
"3464","12ECB0079I2",320.15,253.4,286.775
"3465","12ECB007OR1",382.86,229.67,306.265
"3466","12ECB0080Y1",458.91,404.09,431.5
"3467","12ECB0081X1",347.75,247.68,297.715
"3468","12ECB0082W1",336.56,296.21,316.385
"3469","12ECB0083V2",426.9,553.48,490.19
"3470","12ECB0084U1",316.15,348.23,332.19
"3471","12ECB0085T1",260.68,212.14,236.41
"3472","12ECB0086S1",562.62,362.66,462.64
"3473","12ECB0087R1",554.14,540.4,547.27
"3474","12ECB0088Q1",354.53,270.21,312.37
"3475","12ECB0089P1",423.4,290.02,356.71
"3476","12ECB0090E1",611.87,478.59,545.23
"3477","12ECB0091D2",228.48,207.12,217.8
"3478","12ECB0092C1",497.52,364.23,430.875
"3479","12ECB0093B1",454.33,250.06,352.195
"3480","12ECB0094A1",489.04,722.38,605.71
"3481","12ECB0095Z1",319.26,253.96,286.61
"3482","12ECB0096Z1",433.45,291.75,362.6
"3483","12ECB1076S1",566.77,723.98,645.375
"3484","12EMS0001B1",554.37,474.46,514.415
"3485","12EMS0002A1",491.09,297.09,394.09
"3486","12EMS0003Z2",555.72,451.96,503.84
"3487","12EMS0004Z1",362.63,260.48,311.555
"3488","12EMS9999A1",331.92,243.49,287.705
"3489","12ETC0001K1",433.47,308.19,370.83
"3490","12ETC0002J1",561.99,535.41,548.7
"3491","12ETC0003I1",447.77,331.73,389.75
"3492","12ETC0004H1",429.47,312.11,370.79
"3493","12ETC0004H2",400.95,307.72,354.335
"3494","12ETC0005G1",480.36,417.14,448.75
"3495","12ETC0006F1",405.48,333.47,369.475
"3496","12NET0001Q1",572.79,551.98,562.385
"3497","12PBH0001W1",383.44,266.75,325.095
"3498","12PBH0003U1",511.26,377.93,444.595
"3499","12PBH0009O1",617.99,603.74,610.865
"3500","12PBH0013A1",440.18,273.38,356.78
"3501","12PBH0018W1",577.92,444.58,511.25
"3502","12PBH0018W2",516.75,333.5,425.125
"3503","12PBH0019V1",444.5,333.5,389
"3504","12PBH0020K1",540.94,348.33,444.635
"3505","12PBH0021J1",406.6,298.97,352.785
"3506","12PBH0024G1",475.46,368.26,421.86
"3507","12PBH0025F1",523.93,409.61,466.77
"3508","12PBH0031Q1",500.17,266.75,383.46
"3509","12PBH0032P1",491,394.09,442.545
"3510","12PBH0034N1",424.41,294.02,359.215
"3511","12PBH0035M2",433.5,266.75,350.125
"3512","12PBH0036L1",235.6,200,217.8
"3513","12PBH0037K2",242.16,200,221.08
"3514","12PBH0038J1",311.17,311.17,311.17
"3515","12PBH3037E1",453.4,320.1,386.75
"3516","12PBH3047L1",586.7,306.8,446.75
"3517","12PBH3057S1",444.5,303.83,374.165
"3518","12PBH3058R2",536.67,447.79,492.23
"3519","12PBH3071L1",440.2,306.83,373.515
"3520","12PBH3076G1",533.46,433.46,483.46
"3521","12PBH3102O1",530.51,417.55,474.03
"3522","12PBH3322Z1",570,509.85,539.925
"3523","12PBH3503J1",566.81,483.38,525.095
"3524","12PBH3547G1",522.25,433.54,477.895
"3525","12PBH3553R1",511.24,434.2,472.72
"3526","12PBH3569S1",466.75,406.16,436.455
"3527","12PBH3574D1",592.72,437.22,514.97
"3528","12PBH3577A1",547.34,383.48,465.41
"3529","12PBH3578Z1",489.54,359.23,424.385
"3530","12PBH3584K1",551.73,333.45,442.59
"3531","12PBH3657M1",575.06,391.81,483.435
"3532","12PCB0001A1",520.1,400.15,460.125
"3533","12PCB0006W1",473.14,346.14,409.64
"3534","12PCB0010I1",360.2,326.75,343.475
"3535","12PCB0011H1",437.11,326,381.555
"3536","12PCB0012G2",546.83,395.7,471.265
"3537","12SBC2012R1",493.48,286.73,390.105
"3538","12SBC2021Z1",498.16,356.99,427.575
"3539","12SBC2050U3",460.98,298.12,379.55
"3540","12SBC2069S1",432.8,307.27,370.035
"3541","12SBC2104H2",492.92,419.76,456.34
"3542","12UBH0001H2",479.39,373.73,426.56
"3543","12UBH0002G1",309.68,261.09,285.385
"3544","12UBH0003F1",381.07,359.65,370.36
"3545","12UBH0003F2",377.89,259.31,318.6
"3546","12UBH0005D1",523.81,414.94,469.375
"3547","12UBH0006C1",483.42,352.48,417.95
"3548","12UBH0008A1",512.42,380.26,446.34
"3549","12UBH0009Z1",479.29,464.74,472.015
"3550","12UBH0009Z2",416.79,288.98,352.885
"3551","12UBH0011O2",452.48,296.15,374.315
"3552","12UBH0013M1",422.69,345.19,383.94
"3553","12UBH0013M2",347.73,278.66,313.195
"3554","12UBH0015K1",352.84,319.91,336.375
"3555","12UBH0017I1",426.32,317.49,371.905
"3556","12UBH0020W1",449.96,324.69,387.325
"3557","12UBH0023T2",400.5,279.5,340
"3558","12UBH0025R2",456.86,330.74,393.8
"3559","12UBH0026Q2",455.16,386.17,420.665
"3560","12UBH0030C2",461.68,405.26,433.47
"3561","12UBH0032A1",408.42,259.16,333.79
"3562","12UBH0033Z2",451.96,370.53,411.245
"3563","12UBH0034Z1",558.85,430.4,494.625
"3564","12UBH0034Z2",414.41,285.82,350.115
"3565","12UBH0035Y1",466.13,328.04,397.085
"3566","12UBH0035Y2",393.85,262.95,328.4
"3567","12UBH0039U1",500.12,386.64,443.38
"3568","12UBH0041I1",436.62,342.7,389.66
"3569","12UBH0043G1",490.1,373.57,431.835
"3570","12UBH0044F1",454.7,326.33,390.515
"3571","12UBH0045E1",407.72,292.65,350.185
"3572","12UBH0046D2",434.96,325.49,380.225
"3573","12UBH0047C1",476.06,333.47,404.765
"3574","12UBH0047C2",447.34,271.63,359.485
"3575","12UBH0048B1",447.34,321.47,384.405
"3576","12UBH0048B2",431.79,305.37,368.58
"3577","12UBH0049A1",512.76,385.57,449.165
"3578","12UBH0049A2",395.35,248.36,321.855
"3579","12UBH0051P1",451.46,341.53,396.495
"3580","12UBH0053N2",423.44,283.81,353.625
"3581","12UBH0055L2",497.7,447.42,472.56
"3582","12UBH0057J1",360.71,249.04,304.875
"3583","12UBH0058I2",522.19,460.67,491.43
"3584","12UBH0059H1",391.47,261.4,326.435
"3585","12UBH0060X1",430.97,341.43,386.2
"3586","12UBH0060X2",458.5,300.06,379.28
"3587","12UBH0062V1",542.45,444.49,493.47
"3588","12UBH0065S2",200,200,200
"3589","12UBH0067Q2",364.23,282.15,323.19
"3590","12UBH0068P2",266.7,200,233.35
"3591","12UBH0070D2",296.39,200,248.195
"3592","12UBH0071C2",377.97,271.2,324.585
"3593","12UBH0072B2",436.74,385.11,410.925
"3594","12UBH0073A2",463.6,323.68,393.64
"3595","12UBH0075Z1",326.06,288.97,307.515
"3596","12UBH0076Y2",254.94,215.71,235.325
"3597","12UBH0078W2",256.18,240.39,248.285
"3598","12UBH0080K1",329.5,298.13,313.815
"3599","12UBH0081J2",324.26,264.45,294.355
"3600","12UBH0085F2",321.36,224.27,272.815
"3601","12UBH0087D2",285.17,225.55,255.36
"3602","12UBH0088C2",213.69,206.85,210.27
"3603","12UBH0089B2",369.55,240.84,305.195
"3604","12UBH0090R2",293.4,253.4,273.4
"3605","12UBH0091Q2",200,200,200
"3606","12UBH0094N2",521.1,511.3,516.2
"3607","12UBH0095M2",207.42,200,203.71
"3608","12UBH0096L2",377.93,235.6,306.765
"3609","12UBH0097K2",295.82,227.38,261.6
"3610","12UBH0098J2",404.28,316.78,360.53
"3611","12UBH0099I2",346.26,230.81,288.535
"3612","12UBH0101G1",341.75,275.06,308.405
"3613","12UBH0102F2",380.71,233.78,307.245
"3614","12UBH0103E1",457.29,357.29,407.29
"3615","12UBH0104D1",223.73,211.87,217.8
"3616","12UBH0105C2",370.56,251.89,311.225
"3617","12UBH0106B2",325.65,231.4,278.525
"3618","12UBH0107A2",300.08,200,250.04
"3619","12UBH0108Z2",466.82,333.45,400.135
"3620","12UBH0110O2",323.59,219.78,271.685
"3621","12UBH0111N2",538.82,509.49,524.155
"3622","12UBH0112M2",266.7,226.7,246.7
"3623","12UBH0113L2",499,301.28,400.14
"3624","12UBH0115J1",433.44,291.75,362.595
"3625","12UBH0116I1",493.96,476.28,485.12
"3626","12UBH0116I2",438.56,345.59,392.075
"3627","12UET0001Z2",371.57,285.79,328.68
"3628","12UET0002Z1",511.23,322.33,416.78
"3629","12UET0002Z2",530.29,301.71,416
"3630","12UET0003Y1",456.38,420.98,438.68
"3631","13DBP0001Z1",552.26,425.79,489.025
"3632","13DBP0001Z2",522.33,370.53,446.43
"3633","13DBP0005V1",471.24,369.05,420.145
"3634","13DCM0002Z1",522.01,417.01,469.51
"3635","13DCT0001K1",552.26,475.14,513.7
"3636","13DCT0001K2",493.78,433.15,463.465
"3637","13DCT0003I1",548.81,457.79,503.3
"3638","13DCT0004H1",534.95,441.49,488.22
"3639","13DCT0004H2",557.59,478.44,518.015
"3640","13DCT0005G1",580.21,517.1,548.655
"3641","13DCT0005G2",488.36,427.64,458
"3642","13DCT0006F1",523.77,454.1,488.935
"3643","13DCT0006F2",538.03,496.9,517.465
"3644","13DCT0008D2",506.6,437.65,472.125
"3645","13DCT0009C1",543.81,429.3,486.555
"3646","13DCT0015N1",547.37,470.57,508.97
"3647","13DCT0147E1",558.02,527.32,542.67
"3648","13DCT0147E2",564.35,487.43,525.89
"3649","13DCT0229O1",584.72,543.65,564.185
"3650","13DCT0229O2",516.79,444.37,480.58
"3651","13DCT0276Z1",570.33,517.94,544.135
"3652","13DCT0276Z2",563.11,470.39,516.75
"3653","13DET0005E1",582.11,519.29,550.7
"3654","13DET0005E2",487.23,379.13,433.18
"3655","13DPT0001O2",465.05,392.15,428.6
"3656","13DPT0003M2",526.31,396.98,461.645
"3657","13DPT0004L2",521.14,415.39,468.265
"3658","13DPT0005K1",426.49,333.47,379.98
"3659","13DPT0006J2",430.59,335.36,382.975
"3660","13DPT2000N2",462.81,443.98,453.395
"3661","13DTA0001M1",454.19,420.89,437.54
"3662","13DTA0005I1",521.61,435.63,478.62
"3663","13DTA0005I2",454.68,379.2,416.94
"3664","13DTA0006H1",536.45,431.99,484.22
"3665","13DTA0067V1",531.07,392.63,461.85
"3666","13DTA0068U1",489.31,419.2,454.255
"3667","13DTA0070I1",533.05,455.15,494.1
"3668","13DTA0070I11",551.68,466.91,509.295
"3669","13EBH0001P1",423.21,377.08,400.145
"3670","13EBH0002O1",557.83,434.3,496.065
"3671","13EBH0003N1",433.45,333.45,383.45
"3672","13EBH0004M1",422.37,392.76,407.565
"3673","13EBH0005L1",447.79,338.25,393.02
"3674","13EBH0006K1",477.77,322.52,400.145
"3675","13EBH0007J1",493.98,402.59,448.285
"3676","13EBH0008I1",493.44,489.71,491.575
"3677","13EBH0009H1",547.59,515.38,531.485
"3678","13EBH0011W1",519.24,368.45,443.845
"3679","13EBH0012V1",480.14,373.48,426.81
"3680","13EBH0013U1",437.5,317.16,377.33
"3681","13EBH0014T1",540.86,366.78,453.82
"3682","13EBH0015S1",550.6,421.14,485.87
"3683","13EBH0016R1",551.18,386.78,468.98
"3684","13EBH0017Q1",527.42,398.13,462.775
"3685","13EBH0018P1",430.01,407.03,418.52
"3686","13EBH0019O1",448.29,355.71,402
"3687","13EBH0020D1",395.73,253.4,324.565
"3688","13EBH0021C1",395.19,338.4,366.795
"3689","13EBH0022B1",503.6,365.69,434.645
"3690","13EBH0023A1",422.37,297.87,360.12
"3691","13EBH0024Z1",502.15,308.95,405.55
"3692","13EBH0025Z1",475.44,350.68,413.06
"3693","13EBH0026Y1",523.93,384.29,454.11
"3694","13EBH0027X1",476.5,367.45,421.975
"3695","13EBH0028W1",507.85,312.94,410.395
"3696","13EBH0029V1",454.11,382.17,418.14
"3697","13ECB0001U1",553.22,401.4,477.31
"3698","13ECB0001U2",493.5,356.99,425.245
"3699","13ECB0002T1",523.29,446.53,484.91
"3700","13ECB0002T2",562.04,480.18,521.11
"3701","13ECB0003S1",522.94,497.24,510.09
"3702","13ECB0003S2",515,478.21,496.605
"3703","13ECB0004R1",553.49,448.2,500.845
"3704","13ECB0004R2",514.94,440.91,477.925
"3705","13ECB0005Q2",493.76,394.51,444.135
"3706","13ECB0006P1",508.63,435.43,472.03
"3707","13ECB0006P2",489.89,366.83,428.36
"3708","13ECB0007O1",503.35,387.26,445.305
"3709","13ECB0007O2",518.34,385.02,451.68
"3710","13ECB0008N1",531.95,428.31,480.13
"3711","13ECB0008N2",515.14,413.24,464.19
"3712","13ECB0009M2",528.81,440.48,484.645
"3713","13ECB0010B1",569.1,425.01,497.055
"3714","13ECB0010B2",541.31,329.56,435.435
"3715","13ECB0011A1",507.43,418.57,463
"3716","13ECB0012Z1",509.25,360.16,434.705
"3717","13ECB0013Z1",533.43,456.78,495.105
"3718","13ECB0013Z2",431.43,349.79,390.61
"3719","13ECB0014Y1",547.85,467.93,507.89
"3720","13ECB0014Y2",539.63,412.52,476.075
"3721","13ECB0015X1",518.19,447.61,482.9
"3722","13ECB0015X2",472.94,386.83,429.885
"3723","13ECB0016W1",418.3,398.11,408.205
"3724","13ECB0016W2",478.39,333.48,405.935
"3725","13ECB0017V1",560.4,468.25,514.325
"3726","13ECB0017V2",523.95,428.75,476.35
"3727","13ECB0018U1",484.67,315.67,400.17
"3728","13ECB0018U2",482.47,411.97,447.22
"3729","13ECB0019T1",534.59,460.02,497.305
"3730","13ECB0019T2",508.19,448.45,478.32
"3731","13ECB0020I1",563.71,454.7,509.205
"3732","13ECB0020I2",572.76,408.72,490.74
"3733","13ECB0021H1",485.47,358.41,421.94
"3734","13ECB0022G1",523.33,406.23,464.78
"3735","13ECB0022G2",452.03,340.88,396.455
"3736","13ECB0023F1",327.32,259.83,293.575
"3737","13ECB0023F2",323.39,278.08,300.735
"3738","13ECB0024E1",449.8,356.19,402.995
"3739","13ECB0024E2",483.5,308.44,395.97
"3740","13ECB0025D2",405.65,270.25,337.95
"3741","13ECB0026C1",405.93,263.84,334.885
"3742","13ECB0027B1",479.17,407.56,443.365
"3743","13ECB0028A1",491.86,371.77,431.815
"3744","13ECB0029Z1",347.07,287.16,317.115
"3745","13ECB0029Z2",328.1,250.72,289.41
"3746","13ECB0030P2",500.63,452.9,476.765
"3747","13ECB0031O1",412.48,306.28,359.38
"3748","13ECB0032N1",511.89,358.99,435.44
"3749","13ECB0033M1",480.53,377.94,429.235
"3750","13ECB0034L1",466.78,304.36,385.57
"3751","13ECB0035K1",457.53,364.92,411.225
"3752","13ECB0036J2",528.46,425.12,476.79
"3753","13EMS0001A2",414.67,362.43,388.55
"3754","13EMS0002Z1",587.4,517.62,552.51
"3755","13EMS0003Z1",531.04,323.59,427.315
"3756","13EMS0004Y1",587.4,543.02,565.21
"3757","13EMS0005X1",479.74,398,438.87
"3758","13EMS0006W1",357.38,275.28,316.33
"3759","13EMS0007V1",466.77,389.92,428.345
"3760","13EMS0008U1",473.13,384.31,428.72
"3761","13EMS0009T1",482.5,274.59,378.545
"3762","13EMS0010I1",574.71,511.21,542.96
"3763","13EMS0011H1",354.78,264.07,309.425
"3764","13EMS0014E1",516.82,408.5,462.66
"3765","13EMS0015D1",655.67,727.94,691.805
"3766","13EMS0016C1",352.46,253.39,302.925
"3767","13EMS0017B1",390.64,269.9,330.27
"3768","13EMS0018A1",546.8,506.9,526.85
"3769","13EMS0019Z1",527.38,345.58,436.48
"3770","13EMS0020P1",392.29,239.26,315.775
"3771","13EMS0021O1",340.89,244.5,292.695
"3772","13EMS0022N1",496.44,368.07,432.255
"3773","13EMS0023M1",567.8,466.76,517.28
"3774","13EMS0024L1",570.14,456.84,513.49
"3775","13EMS0025K1",429.47,338.82,384.145
"3776","13EMS0026J1",535.17,354,444.585
"3777","13EMS0027I1",496.44,429.83,463.135
"3778","13EMS0028H1",500.76,417.21,458.985
"3779","13EMS0029G1",527.88,505.77,516.825
"3780","13EMS0030W1",525.12,375.17,450.145
"3781","13EMS0032U1",339,305.62,322.31
"3782","13EMS0034S1",455.34,361.09,408.215
"3783","13EMS0035R1",498.97,377.12,438.045
"3784","13EMS0036Q1",460.48,333.48,396.98
"3785","13EMS0038O1",451.96,431.23,441.595
"3786","13EMS0039N1",486.19,357.75,421.97
"3787","13EMS0040C1",511.26,430.45,470.855
"3788","13EMS0041B1",515.3,394.14,454.72
"3789","13EMS0042A2",498.29,309.37,403.83
"3790","13EMS0043Z1",544.56,411.27,477.915
"3791","13EMS0043Z2",506.85,426.85,466.85
"3792","13EMS0044Z1",544.58,422.38,483.48
"3793","13EMS0045Y1",505.19,369.63,437.41
"3794","13EMS0045Y2",493.5,440.2,466.85
"3795","13EMS0046X2",579.61,461.74,520.675
"3796","13ETC0002I1",591.34,538.52,564.93
"3797","13ETC0003H1",565.01,527.88,546.445
"3798","13ETC0003H2",546.79,466.86,506.825
"3799","13ETC0004G1",514.2,400.45,457.325
"3800","13ETC0005F2",534.82,439.07,486.945
"3801","13ETC0006E2",491.55,465.24,478.395
"3802","13ETC0007D2",485.5,437.1,461.3
"3803","13ETC0008C1",509.15,466.83,487.99
"3804","13ETC0009B1",468.02,413.87,440.945
"3805","13ETC000IJ1",598.7,545.99,572.345
"3806","13ETC000IJ2",586.65,466.82,526.735
"3807","13ETC0010R1",547.01,462.09,504.55
"3808","13ETC0011Q2",508.33,408.55,458.44
"3809","13ETC0012P2",540.54,445.5,493.02
"3810","13ETC0013O1",523.63,438.91,481.27
"3811","13ETC0014N1",517.05,417.64,467.345
"3812","13ETC0015M1",511.05,395.31,453.18
"3813","13ETC0016L1",517.39,397.36,457.375
"3814","13ETC0017K1",541.05,405.34,473.195
"3815","13ETC0018J2",513.53,417.82,465.675
"3816","13PBH0002U1",513.41,376.81,445.11
"3817","13PBH0130P1",600,600,600
"3818","13PBH0131O1",440.2,306.8,373.5
"3819","13PBH0300T1",466.85,380.15,423.5
"3820","13PBH0301S1",527.88,366.79,447.335
"3821","13PBH0303Q1",614.13,487.87,551
"3822","13PBH0304P1",566.81,483.5,525.155
"3823","13PBH0304P2",600,444.75,522.375
"3824","13PBH0306N1",526.02,476.69,501.355
"3825","13PBH0306N2",466.8,440.2,453.5
"3826","13PBH0307M1",476.96,477.19,477.075
"3827","13PBH0309K1",443.26,376.62,409.94
"3828","13PBH0311Z1",450.12,366.88,408.5
"3829","13PBH0312Y1",511.3,395.67,453.485
"3830","13PBH0313X1",506,427.62,466.81
"3831","13PBH0314W1",497.32,369.62,433.47
"3832","13PBH0315V2",452,313.7,382.85
"3833","13PBH0316U1",478.95,345.59,412.27
"3834","13PBH0317T1",586.7,333.5,460.1
"3835","13PBH0318S1",589.88,343.69,466.785
"3836","13PBH0319R1",520.14,354.8,437.47
"3837","13PBH0320G1",483.5,316.79,400.145
"3838","13PBH0322E1",466.79,459.82,463.305
"3839","13PBH0323D1",581,238.14,409.57
"3840","13PBH0324C1",469.28,328.41,398.845
"3841","13PBH0928T1",524.8,403.07,463.935
"3842","13PBH1373I1",459.28,354.88,407.08
"3843","13PBH3016R1",511.26,422.39,466.825
"3844","13PBH3029V1",502.85,304.59,403.72
"3845","13PBH3066Z2",537.71,445.31,491.51
"3846","13PBH3106J1",514.8,456.2,485.5
"3847","13PBH3111V1",585.33,503.89,544.61
"3848","13PBH3130J1",570.5,363.11,466.805
"3849","13PBH3147J1",441.62,365.95,403.785
"3850","13PBH3160D1",480.69,370.28,425.485
"3851","13PBH3170K1",418.34,330.43,374.385
"3852","13PBH3207H1",525.42,461.46,493.44
"3853","13PBH3221A1",508.63,394.47,451.55
"3854","13PBH3231H1",585.28,461.83,523.555
"3855","13PBH3249G1",377.92,355.75,366.835
"3856","13PBH3271I1",607.29,613.94,610.615
"3857","13PBH328201",623.66,598.33,610.995
"3858","13PBH3295S1",569.38,425.81,497.595
"3859","13PBH3298P1",528.35,487.38,507.865
"3860","13PBH3303K1",609.71,533.46,571.585
"3861","13PBH3304J1",512.19,381.79,446.99
"3862","13PBH3306H1",527.37,413.43,470.4
"3863","13PBH3307G2",493.48,360.79,427.135
"3864","13PBH3320A1",585.28,348.33,466.805
"3865","13PBH3321Z1",600.1,536.67,568.385
"3866","13PBH3324X1",462.42,322.54,392.48
"3867","13PBH3345J1",487,288.98,387.99
"3868","13PBH3347H1",501.71,412.86,457.285
"3869","13PBH3377B1",436.45,297.05,366.75
"3870","13PBH3383M1",537,382.58,459.79
"3871","13PBH3415O1",487.64,471.06,479.35
"3872","13PBH3451T1",466.79,343.69,405.24
"3873","13PBH3509C2",549.57,453.22,501.395
"3874","13PBH3527S1",487.31,343.77,415.54
"3875","13PBH3535A1",478.16,381.69,429.925
"3876","13PBH3579Y1",424.52,362.78,393.65
"3877","13PBH3586H1",411.48,303.26,357.37
"3878","13PBH3610R1",430.45,313.27,371.86
"3879","13PBH3610R2",439.41,325.62,382.515
"3880","13PBH3611Q1",600.1,306.8,453.45
"3881","13PBH3612P1",481.39,340.74,411.065
"3882","13PBH3623V1",455.36,362.16,408.76
"3883","13PBH3623V2",600,600,600
"3884","13PBH3624U1",677.89,659.39,668.64
"3885","13PBH3631D1",522.92,480.89,501.905
"3886","13PBH3632C1",508.89,431.71,470.3
"3887","13PBH3655N1",533.42,400.17,466.795
"3888","13PBH3656M1",447.72,354.89,401.305
"3889","13PBH3672D1",522.35,429.79,476.07
"3890","13PBH3713N1",410.89,279.66,345.275
"3891","13PBH3814L1",503.75,392.81,448.28
"3892","13PBH3815K1",546.98,397.03,472.005
"3893","13PBH3825R1",542.47,394.74,468.605
"3894","13PBH3905C1",528.86,395.59,462.225
"3895","13PBH3910O2",580.56,530.06,555.31
"3896","13PBH3916I1",604.93,495.94,550.435
"3897","13PBH3917H1",522.95,466.79,494.87
"3898","13PBH3918G1",527.91,418.7,473.305
"3899","13PBH3919F1",508.17,374.9,441.535
"3900","13PBH3926P2",442.61,315.25,378.93
"3901","13PBH3927O1",458.77,329.42,394.095
"3902","13PBHO321F1",385.15,330.74,357.945
"3903","13PCT0002O1",540.83,348.28,444.555
"3904","13PCT0003N2",447.24,286.38,366.81
"3905","13PCT0006K1",457.93,297.87,377.9
"3906","13PCT0011W1",520.97,466.83,493.9
"3907","13PCT0021C2",378,289,333.5
"3908","13PCT0022B1",498.7,345.08,421.89
"3909","13PCT0025Z1",563.68,551.68,557.68
"3910","13PCT0026Y1",542.93,390.71,466.82
"3911","13PCT0029V1",486.75,293.45,390.1
"3912","13SBC2020Z1",491.41,372.04,431.725
"3913","13SBC2020Z2",494.58,361.29,427.935
"3914","13SBC2023W1",486.82,331.23,409.025
"3915","13SBC2030F1",569.23,483.68,526.455
"3916","13SBC2035A1",507.39,360.14,433.765
"3917","13SBC2046G1",492.03,391.12,441.575
"3918","13SBC2046G2",472.36,339.02,405.69
"3919","13SBC2052R1",507.74,404.87,456.305
"3920","13SBC2053Q1",427,367.3,397.15
"3921","13SBC2054P1",502.82,407.03,454.925
"3922","13SBC2055O1",545.11,367.33,456.22
"3923","13SBC2065V2",407.26,313.57,360.415
"3924","13SBC2070G1",457.51,320.29,388.9
"3925","13SBC2070G2",514.51,369.7,442.105
"3926","13SBC2082L1",481.63,346.43,414.03
"3927","13SBC2098M1",459.7,328.12,393.91
"3928","13SBC2180M2",386.44,271.88,329.16
"3929","13UBH0001G1",600.08,508.15,554.115
"3930","13UBH0001G2",590.57,371.64,481.105
"3931","13UBH0002F1",590.91,528.9,559.905
"3932","13UBH0002F2",542.54,461.09,501.815
"3933","13UBH0003E1",604.05,543.76,573.905
"3934","13UBH0003E2",540.59,488.29,514.44
"3935","13UBH0007A1",649.43,589.21,619.32
"3936","13UBH0007A2",579.98,514.34,547.16
"3937","13UBH0008Z1",605.91,542.51,574.21
"3938","13UBH0008Z2",564.27,507.63,535.95
"3939","14DAR0002W1",548.52,419.58,484.05
"3940","14DBP0009Q1",488.41,356.32,422.365
"3941","14DBP0010F1",557.24,475.4,516.32
"3942","14DCM0001Z1",465.88,372.21,419.045
"3943","14DCT0001J1",539.19,474.83,507.01
"3944","14DCT0002I1",504.15,376.92,440.535
"3945","14DCT0002I2",492.98,376.3,434.64
"3946","14DCT0003H1",434.33,357.82,396.075
"3947","14DCT0004G1",579.1,529.84,554.47
"3948","14DCT0004G2",539.78,519.72,529.75
"3949","14DCT0005F1",492.37,392.21,442.29
"3950","14DCT0025T1",575.91,470.09,523
