"","cct","promedioEsp","promedioMat","promedioGeneral"
"6878","19PCT0023U1",491.22,350.64,420.93
"6879","19PCT0024U1",353.92,220.54,287.23
"6880","19PCT0027R1",396.77,350.18,373.475
"6881","19PCT0027R3",544.54,450.19,497.365
"6882","19PCT0028Q1",437.11,363.11,400.11
"6883","19PCT0030E1",466.77,345.59,406.18
"6884","19PCT0032C2",467,200,333.5
"6885","19PCT0033B1",510.4,354.01,432.205
"6886","19PCT0039W1",438.88,349,393.94
"6887","19PCT0040L2",286.17,236.15,261.16
"6888","19PCT0041K2",515.23,357.73,436.48
"6889","19PCT0043I1",532.25,481.35,506.8
"6890","19PCT0044H2",491.09,297.09,394.09
"6891","19PCT0045G2",511.86,310.92,411.39
"6892","19PCT0046F1",457.27,342.96,400.115
"6893","19PCT0049C1",403.63,270.24,336.935
"6894","19PCT0050S1",613.88,586.38,600.13
"6895","19PCT0051R1",660.31,548.53,604.42
"6896","19PCT0055N1",456.69,241.08,348.885
"6897","19PCT0055N2",423.98,302.48,363.23
"6898","19PCT0056M1",495.12,289,392.06
"6899","19PCT0060Z1",371.57,276.29,323.93
"6900","19PCT0065U2",513.88,404.06,458.97
"6901","19PDH0068X1",389,311.25,350.125
"6902","19PET0212L1",422.4,351.27,386.835
"6903","19SCT0001G1",567.27,442.23,504.75
"6904","19UBH0001A1",470.14,404.58,437.36
"6905","19UBH0001A2",473.12,397.64,435.38
"6906","19UBH0002Z1",652.02,640.7,646.36
"6907","19UBH0004Y1",591.19,500.13,545.66
"6908","19UBH0004Y2",548.83,518.15,533.49
"6909","19UBH0006W1",483.58,409.44,446.51
"6910","19UBH0007V1",574.49,501.49,537.99
"6911","19UBH0007V2",525.46,438.41,481.935
"6912","19UBH0011H2",605.8,572.95,589.375
"6913","19UBH0012G1",643.06,656.03,649.545
"6914","19UBH0012G2",548.54,463.13,505.835
"6915","19UBH0013F1",409.66,447.79,428.725
"6916","19UBH0016C1",586.76,491.27,539.015
"6917","19UBH0018A1",551.55,495.98,523.765
"6918","19UBH0018A2",532.34,472.74,502.54
"6919","19UBH0023M2",523.86,466.84,495.35
"6920","19UBH0030W2",613.34,522.19,567.765
"6921","19UBH0032U1",604.9,556.84,580.87
"6922","19UBH0032U2",576.82,552.59,564.705
"6923","19UBH0035R1",465.36,363.33,414.345
"6924","19UBH0035R2",319.8,279.9,299.85
"6925","19UBH0039N1",499.88,464.8,482.34
"6926","19UBH0042A2",565.27,552.73,559
"6927","19UBH0044Z1",480.74,421.79,451.265
"6928","19UBH0044Z2",534.4,435.66,485.03
"6929","19UBH0055E2",542.47,461.04,501.755
"6930","19UBH0060Q1",523.27,448.75,486.01
"6931","19UBH0061P1",543.57,503.91,523.74
"6932","19UBH0061P2",549.31,475.44,512.375
"6933","19UBH0063N1",498.54,431.94,465.24
"6934","19UBH0063N2",581.57,517.23,549.4
"6935","19UBH0064M1",572.59,530.18,551.385
"6936","19UBH0065L1",562.51,470.26,516.385
"6937","19UBH0066K1",568.54,439.58,504.06
"6938","19UBH0067J1",478.46,490.16,484.31
"6939","19UBH0068I1",615.85,576.02,595.935
"6940","19UBH0069H1",595.09,528.54,561.815
"6941","19UBH0082B1",513.86,417.19,465.525
"6942","19UBH0083A1",598.08,513.3,555.69
"6943","19UBH0085Z2",524.17,460.19,492.18
"6944","19UCT0001V1",468.12,453.45,460.785
"6945","19UCT0001V2",425.11,409.49,417.3
"6946","19UCT0002U1",600.75,529.39,565.07
"6947","19UCT0002U2",583.41,544.11,563.76
"6948","19UCT0003T1",567.33,462.33,514.83
"6949","19UCT0003T2",519.65,455.57,487.61
"6950","19UCT0009N1",573.16,391.64,482.4
"6951","19UCT0009N2",515.6,453.71,484.655
"6952","19UCT0010C1",544.38,488.75,516.565
"6953","19UCT0011B2",493.44,393.55,443.495
"6954","19UCT0012A1",492.2,416.04,454.12
"6955","19UCT0012A2",574.58,500.16,537.37
"6956","19UCT0013Z1",586.73,540.15,563.44
"6957","19UCT0013Z2",535.6,382.98,459.29
"6958","20DAR0002G1",607.47,429.8,518.635
"6959","20DBP0001I1",526.4,459.25,492.825
"6960","20DBP0001I2",498.65,387.22,442.935
"6961","20DBP0002H1",527.47,451.11,489.29
"6962","20DBP0002H2",544.19,389.45,466.82
"6963","20DBP0003G1",508.84,379.55,444.195
"6964","20DCM0001K1",451.12,390.81,420.965
"6965","20DCT0001U1",498.15,475.56,486.855
"6966","20DCT0001U2",451.6,345.07,398.335
"6967","20DCT0002T1",500.81,474.29,487.55
"6968","20DCT0003S11",530.94,468.9,499.92
"6969","20DCT0003S2",505.14,439.97,472.555
"6970","20DCT0005Q1",502.09,438.41,470.25
"6971","20DCT0006P1",508.07,437.72,472.895
"6972","20DCT0007O1",558.98,532.03,545.505
"6973","20DCT0007O2",489.94,456.18,473.06
"6974","20DCT0008N1",533.17,472.41,502.79
"6975","20DCT0008N2",491.03,413.14,452.085
"6976","20DCT0009M1",497.48,385.19,441.335
"6977","20DCT0010B1",517.35,390.62,453.985
"6978","20DCT0012Z1",434.46,334.6,384.53
"6979","20DCT0013Z1",502.11,458.25,480.18
"6980","20DCT0014Y1",473.33,372.5,422.915
"6981","20DCT0015X1",487.98,394.57,441.275
"6982","20DCT0015X11",362.66,371,366.83
"6983","20DCT0016W1",520.85,436.77,478.81
"6984","20DCT0017V1",504.57,359.05,431.81
"6985","20DCT0018U1",525.74,474.97,500.355
"6986","20DCT0019T1",546.77,446.98,496.875
"6987","20DCT0021H1",480.7,419.44,450.07
"6988","20DCT0021H2",529.79,395.47,462.63
"6989","20DCT0022G1",497.38,378.86,438.12
"6990","20DCT0023F1",449.11,362.02,405.565
"6991","20DCT0024E1",498.41,448.08,473.245
"6992","20DCT0168A1",397.46,297.89,347.675
"6993","20DCT0240U1",456.55,334.21,395.38
"6994","20DET0002R1",492.74,381.62,437.18
"6995","20DPT0001Y1",497.45,392.08,444.765
"6996","20DPT0002X1",460.59,441.48,451.035
"6997","20DPT0003W1",497.62,394.51,446.065
"6998","20DPT0004V1",498.14,431,464.57
"6999","20DPT0005U1",517.52,337.36,427.44
"7000","20DPT0006T1",487.21,419.88,453.545
"7001","20DTA0001W1",480.17,407.92,444.045
"7002","20DTA0002V1",481.65,338.39,410.02
"7003","20DTA0002V11",466.83,324.53,395.68
"7004","20DTA0002V21",247.12,200,223.56
"7005","20DTA0003U1",465.77,370.97,418.37
"7006","20DTA0004T1",545.32,459.54,502.43
"7007","20DTA0005S1",469.51,425.11,447.31
"7008","20DTA0006R1",510.76,466.87,488.815
"7009","20DTA0006R11",478.54,435.49,457.015
"7010","20DTA0006R21",555.67,351.23,453.45
"7011","20DTA0007Q1",432.77,350.49,391.63
"7012","20DTA0007Q11",351.86,328.79,340.325
"7013","20DTA0007Q21",407.5,451.97,429.735
"7014","20DTA0008P1",424.18,440.56,432.37
"7015","20DTA0009O1",422.75,316.91,369.83
"7016","20DTA0010D1",495.71,383.81,439.76
"7017","20DTA0011C1",529.01,331.24,430.125
"7018","20DTA0012B1",531.74,490.79,511.265
"7019","20DTA0013A1",489.01,364.32,426.665
"7020","20DTA0014Z1",472.7,385.38,429.04
"7021","20DTA0014Z11",452.74,347.53,400.135
"7022","20DTA0016Y1",392.72,385.29,389.005
"7023","20DTA0017X1",509.02,713.5,611.26
"7024","20DTA0018W1",362.5,275.29,318.895
"7025","20DTA0019V1",581.5,410.99,496.245
"7026","20DTA0115Z1",574.64,390.46,482.55
"7027","20DTA0251B1",579.83,527.47,553.65
"7028","20DTA0252A1",428.45,402.9,415.675
"7029","20DTA0253Z1",487.61,341.8,414.705
"7030","20EBD0001C1",514.93,452.07,483.5
"7031","20EBD0002B1",366.78,316.75,341.765
"7032","20EBD0003A1",368.76,302.06,335.41
"7033","20EBD0004Z1",333.45,230.98,282.215
"7034","20EBD0005Z1",444.67,444.58,444.625
"7035","20EBD0006Y1",516.81,361.22,439.015
"7036","20EBD0007X1",333.46,362.48,347.97
"7037","20EBD0008W1",362.66,295.94,329.3
"7038","20EBD0009V1",466.77,384.77,425.77
"7039","20EBD0011J1",355.08,275.76,315.42
"7040","20EBD0012I1",404.06,325.65,364.855
"7041","20EBD0013H1",404.6,235.6,320.1
"7042","20EBD0014G1",471.54,347.73,409.635
"7043","20EBD0015F1",475.12,250.06,362.59
"7044","20EBD0016E1",454.68,412.34,433.51
"7045","20EBD0017D1",445.79,298.32,372.055
"7046","20EBD0018C1",383.92,290.19,337.055
"7047","20EBD0019B1",387.78,353.17,370.475
"7048","20EBD0020R1",425.71,364.23,394.97
"7049","20EBD0021Q1",350.19,200,275.095
"7050","20EBD0022P1",449.1,404.63,426.865
"7051","20EBD0023O1",337.38,286.38,311.88
"7052","20EBD0024N1",415,333.44,374.22
"7053","20EBD0025M1",511.3,377.87,444.585
"7054","20EBD0026L1",458.53,316.81,387.67
"7055","20ECB0001D1",614.52,567.89,591.205
"7056","20ECB0001D2",543.2,505.34,524.27
"7057","20ECB0002C1",541.57,501.08,521.325
"7058","20ECB0002C2",365.91,275.29,320.6
"7059","20ECB0003B1",513.45,415.72,464.585
"7060","20ECB0003B2",435.24,354.55,394.895
"7061","20ECB0004A1",594.76,582.87,588.815
"7062","20ECB0004A2",566.32,460.6,513.46
"7063","20ECB0005Z1",438.3,355.49,396.895
"7064","20ECB0006Z1",533.47,420.91,477.19
"7065","20ECB0007Y1",536.49,464.28,500.385
"7066","20ECB0007Y2",505.49,423.08,464.285
"7067","20ECB0008X1",543.91,479.01,511.46
"7068","20ECB0009W1",510.92,313.3,412.11
"7069","20ECB0010L1",562.04,462.04,512.04
"7070","20ECB0011K1",557.99,412.7,485.345
"7071","20ECB0012J1",586.17,497,541.585
"7072","20ECB0012J2",572,473.88,522.94
"7073","20ECB0013I1",507.38,424.43,465.905
"7074","20ECB0014H1",535.75,473.71,504.73
"7075","20ECB0015G1",529.3,420.99,475.145
"7076","20ECB0016F1",476.89,361.13,419.01
"7077","20ECB0017E1",514.66,345.42,430.04
"7078","20ECB0018D1",518.51,411.74,465.125
"7079","20ECB0019C1",520.68,378.85,449.765
"7080","20ECB0020S1",470.95,422.39,446.67
"7081","20ECB0021R1",458.04,331.68,394.86
"7082","20ECB0022Q1",444.19,380,412.095
"7083","20ECB0023P1",505.46,380.15,442.805
"7084","20ECB002401",508.9,362.56,435.73
"7085","20ECB0025N1",483.23,317.06,400.145
"7086","20ECB0026M1",567.11,518.42,542.765
"7087","20ECB0027L1",566.62,483.25,524.935
"7088","20ECB0028K1",400.13,430.7,415.415
"7089","20ECB0029J1",377.93,296.1,337.015
"7090","20ECB0030Z1",502.88,313.05,407.965
"7091","20ECB0031Y1",487.63,368.88,428.255
"7092","20ECB0032X1",587,508.05,547.525
"7093","20ECB0033W1",408.75,331.89,370.32
"7094","20ECB0034V1",581.62,423.47,502.545
"7095","20ECB0035U1",506.07,406.87,456.47
"7096","20ECB0036T1",451.14,311.88,381.51
"7097","20ECB0037S1",543.26,413.87,478.565
"7098","20ECB0038R1",536.36,408.88,472.62
"7099","20ECB0039Q1",547.37,423.62,485.495
"7100","20ECB0040F1",535.94,432.64,484.29
"7101","20ECB0041E1",501.93,417.7,459.815
"7102","20ECB0042D1",552.98,469.02,511
"7103","20ECB0043C1",501.38,361.49,431.435
"7104","20ECB0044B1",535.27,381.35,458.31
"7105","20ECB0045A1",496.13,397.95,447.04
"7106","20ECB0046Z1",570.45,459.42,514.935
"7107","20ECB0047Z1",472.51,350.61,411.56
"7108","20ECB0048Y1",544.53,464.99,504.76
"7109","20ECB0049X1",531.61,403.83,467.72
"7110","20ECB0050M1",470.85,438.59,454.72
"7111","20ECB0051L2",407.99,239.24,323.615
"7112","20ECB0052K1",582.27,666.82,624.545
"7113","20ECB0053J1",498.56,344.05,421.305
"7114","20ECB0054I1",417.68,322.92,370.3
"7115","20ECB0055H1",503.64,317.67,410.655
"7116","20ECB0056G1",447.32,375.76,411.54
"7117","20ECB0057F1",306.77,257.83,282.3
"7118","20ECB0058E1",452.74,351.01,401.875
"7119","20ECB0059D1",474.85,398.14,436.495
"7120","20EMS0005G1",477.92,339.02,408.47
"7121","20EMS0006F1",514.68,418.99,466.835
"7122","20EMS0007E1",361.53,298.36,329.945
"7123","20EMS0008D1",545.81,496.41,521.11
"7124","20EMS0009C1",479.48,365.24,422.36
"7125","20EMS0010S1",511.2,413.47,462.335
"7126","20EMS0012Q1",543.71,400.13,471.92
"7127","20EMS0013P1",435.24,287.79,361.515
"7128","20EMS0014O1",516.75,333.44,425.095
"7129","20EMS0015N1",489.07,355.65,422.36
"7130","20EMS0016M1",457.93,355.73,406.83
"7131","20EMS0017L1",439.19,370.28,404.735
"7132","20EMS0018K1",509.09,382.28,445.685
"7133","20EMS0019J1",511.23,342.33,426.78
"7134","20EMS0020Z1",493.45,289,391.225
"7135","20EMS0021Y1",388.67,349.68,369.175
"7136","20EMS0023W1",407.5,377.94,392.72
"7137","20EMS0024V1",460.45,473.17,466.81
"7138","20EMS0026T1",560.59,417.46,489.025
"7139","20EMS0027S1",392.72,256.81,324.765
"7140","20EMS0028R1",350.54,254.77,302.655
"7141","20EMS0029Q1",452.04,313.7,382.87
"7142","20EMS0030F1",372.93,293.91,333.42
"7143","20EMS0032D1",441.23,405.25,423.24
"7144","20EMS0033C1",513.31,618.73,566.02
"7145","20EMS0034B1",323.23,220.54,271.885
"7146","20EMS0035A1",492.63,359.29,425.96
"7147","20EMS0036Z1",442.55,321.36,381.955
"7148","20EMS0037Z1",470.82,321.36,396.09
"7149","20EMS0038Y1",552.79,350.71,451.75
"7150","20EMS0039X1",359.36,251.92,305.64
"7151","20EMS0040M1",323.59,284.04,303.815
"7152","20EMS0041L1",503.18,491.18,497.18
"7153","20EMS0042K1",553.98,436.1,495.04
"7154","20EMS0043J1",487.12,330.59,408.855
"7155","20EMS0044I1",372.71,309.91,341.31
"7156","20EMS0045H1",329.15,260.29,294.72
"7157","20EMS0046G1",471.96,431,451.48
"7158","20EMS0047F1",466.88,429.33,448.105
"7159","20EMS0048E1",421.2,351,386.1
"7160","20EMS0051S1",448.82,365.95,407.385
"7161","20EMS0052R1",400.11,359.39,379.75
"7162","20EMS0053Q1",413.44,333.48,373.46
"7163","20EMS0054P1",333.49,278.5,305.995
"7164","20EMS0055O1",442.61,325.39,384
"7165","20EMS0056N1",370.5,296.39,333.445
"7166","20EMS0057M1",511.2,386.83,449.015
"7167","20EMS0058L1",365.19,289,327.095
"7168","20EMS0059K1",586.08,551.05,568.565
"7169","20EMS0060Z1",549.31,466.86,508.085
"7170","20EMS0061Z1",381.91,321.3,351.605
"7171","20EMS0063X1",508.41,325.12,416.765
"7172","20EMS0064W1",511.2,333.48,422.34
"7173","20EMS0065V1",500.14,322.33,411.235
"7174","20EMS0066U1",585.3,501.43,543.365
"7175","20EMS0067T1",354.47,256.21,305.34
"7176","20EMS0068S1",450.08,416.81,433.445
"7177","20EMS0069R1",321.83,234.83,278.33
"7178","20EMS0070G1",397.94,385.08,391.51
"7179","20EMS0071F1",466.76,351.83,409.295
"7180","20ETC0001T1",536.16,432.14,484.15
"7181","20ETC0002S1",482.64,378.67,430.655
"7182","20ETC0003R1",508.88,434.08,471.48
"7183","20ETC0004Q1",474.22,410.01,442.115
"7184","20ETC0005P1",483.03,383.33,433.18
"7185","20ETC0006O1",440.59,391.05,415.82
"7186","20ETC0007N1",464.94,312.79,388.865
"7187","20ETC0008M1",492.75,374.25,433.5
"7188","20ETC0009L1",442.38,360.13,401.255
"7189","20ETC0010A1",442.68,363.24,402.96
"7190","20ETC0011Z1",436.78,353.06,394.92
"7191","20ETC0012Z1",483.64,319.68,401.66
"7192","20ETC0013Y1",508.98,400.18,454.58
"7193","20ETC0014X1",507.65,464.67,486.16
"7194","20ETC0015W1",394.72,234.27,314.495
"7195","20ETC0016V1",466.83,403.31,435.07
"7196","20ETC0017U1",412.24,406.23,409.235
"7197","20ETC0018T1",446.57,408.18,427.375
"7198","20ETC0019S1",495.09,331.43,413.26
"7199","20ETC0020H1",361.93,285.79,323.86
"7200","20ETC0021G1",470.5,363.1,416.8
"7201","20ETC0022F1",413.47,262.27,337.87
"7202","20ETC0023E1",481.94,369.82,425.88
"7203","20ETC0024D1",380.32,337.07,358.695
"7204","20ETC0025C1",556.66,487.8,522.23
"7205","20ETC0026B1",389.61,322.93,356.27
"7206","20ETC0027A1",420.83,335.78,378.305
"7207","20ETC0028Z1",449.54,321.11,385.325
"7208","20ETC0029Z1",449.72,419,434.36
"7209","20ETC0030O1",423.3,306.2,364.75
"7210","20ETC0031N1",513.59,359.19,436.39
"7211","20ETC0032Y1",344.21,230.15,287.18
"7212","20ETC0033E1",471.1,329.14,400.12
"7213","20ETH0001O1",520.13,391.7,455.915
"7214","20ETH0003M1",505.78,401.79,453.785
"7215","20ETH0004L1",466.84,350.69,408.765
"7216","20ETH0005K1",562,457.36,509.68
"7217","20ETH0006J1",393.35,314.12,353.735
"7218","20ETH0007I1",514.8,370.84,442.82
"7219","20ETH0008H1",543.48,386.81,465.145
"7220","20ETH0009G1",414.29,357.67,385.98
"7221","20ETH0010W1",436.74,277.52,357.13
"7222","20ETH0011V1",406.82,280.1,343.46
"7223","20ETH0012U1",472.71,360.16,416.435
"7224","20ETH0013T1",442.92,302.67,372.795
"7225","20ETH0014S1",545.78,442.17,493.975
"7226","20ETH0015R1",396.97,276.27,336.62
"7227","20ETH0016Q1",560.12,506.9,533.51
"7228","20ETH0017P1",538.54,333.46,436
"7229","20ETH0018O1",418.09,310.37,364.23
"7230","20ETH0019N1",477.04,436.08,456.56
"7231","20ETH0020C1",427.59,396.15,411.87
"7232","20ETH0021B1",485.14,202.81,343.975
"7233","20ETH0022A1",503.83,385.33,444.58
"7234","20ETH0023Z1",545.58,430.49,488.035
"7235","20ETH0024Z1",525.16,408.44,466.8
"7236","20ETH0025Y1",442.6,281.9,362.25
"7237","20ETH0026X1",413.97,319.66,366.815
"7238","20ETH0027W1",511.27,368.06,439.665
"7239","20ETH0028V1",420.75,280.09,350.42
"7240","20ETH0029U1",473.55,366.8,420.175
"7241","20ETH0030J1",526.62,448.52,487.57
"7242","20ETH0031I1",426.85,386.8,406.825
"7243","20ETH0032H1",529.28,395.97,462.625
"7244","20ETH0033G1",472.93,333.45,403.19
"7245","20ETH0035E1",362.05,290.57,326.31
"7246","20ETH0036D1",479.28,398.58,438.93
"7247","20ETH0037C1",364.23,312.92,338.575
"7248","20ETH0038B1",501.61,321.83,411.72
"7249","20ETH0039A1",466.76,349.16,407.96
"7250","20ETH0040Q1",523.86,485.89,504.875
"7251","20ETH0041P1",413.48,333.49,373.485
"7252","20ETH0042O1",298.65,246.43,272.54
"7253","20ETH0044M1",457.95,386.82,422.385
"7254","20ETH0045L1",390.66,230.51,310.585
"7255","20ETH0046K1",328.97,244.5,286.735
"7256","20ETH0047J1",533.45,436.55,485
"7257","20ETH0048I1",568.54,603.53,586.035
"7258","20ETH0049H1",516.22,491.54,503.88
"7259","20ETH0050X1",305.32,242.16,273.74
"7260","20ETH0051W1",442.11,323.54,382.825
"7261","20ETH0052V1",521.97,425.43,473.7
"7262","20ETH0053U1",382.63,382.63,382.63
"7263","20ETH0054T1",404.03,372.65,388.34
"7264","20ETH0055S1",300.1,273.4,286.75
"7265","20ETH0056R1",408.16,344.16,376.16
"7266","20ETH0057Q1",446.82,280.1,363.46
"7267","20ETH0058P1",358.9,263.57,311.235
"7268","20ETH0059O1",466.88,358.5,412.69
"7269","20ETH0060D1",333.47,333.47,333.47
"7270","20ETH0061C1",361.25,289,325.125
"7271","20ETH0062B1",495.43,476.32,485.875
"7272","20ETH0063A1",333.47,244.5,288.985
"7273","20ETH0064Z1",457.25,319.18,388.215
"7274","20ETH0065Z1",438.21,343,390.605
"7275","20ETH0066Y1",353,290.26,321.63
"7276","20ETH0067X1",440.15,333.43,386.79
"7277","20ETH0068W1",492.17,435.1,463.635
"7278","20ETH0069V1",389.01,292.68,340.845
"7279","20ETH0070K1",491.81,358.5,425.155
"7280","20ETH0071J1",400.12,320.12,360.12
"7281","20ETH0073H1",408.2,477.54,442.87
"7282","20ETH0074G1",616.69,505.79,561.24
"7283","20ETH0075F1",411.49,278.15,344.82
"7284","20ETH0076E1",535.26,423.55,479.405
"7285","20ETH0077D1",418.88,402.8,410.84
"7286","20ETH0078C1",413.48,333.44,373.46
"7287","20ETH0079B1",357,388.41,372.705
"7288","20ETH0080R1",372.65,349.18,360.915
"7289","20ETH0081Q1",390.09,357.76,373.925
"7290","20ETH0082P1",525.42,509.52,517.47
"7291","20ETH0083O1",442.55,248.55,345.55
"7292","20ETH0084N1",333.4,235.6,284.5
"7293","20ETH0085M1",413.5,313.4,363.45
"7294","20ETH0086L1",449.61,337.73,393.67
"7295","20ETH0087K1",497.09,303.14,400.115
"7296","20ETH0088J1",422.38,314.92,368.65
"7297","20ETH0089I1",400.12,275.09,337.605
"7298","20ETH0090Y1",425.19,391.81,408.5
"7299","20ETH0091X1",403.33,250.86,327.095
"7300","20ETH0092W1",581.95,460.77,521.36
"7301","20ETH0093V1",402.8,365.44,384.12
"7302","20ETH0094U1",500.17,411.25,455.71
"7303","20ETH0097R1",489.61,287.88,388.745
"7304","20ETH0098Q1",444.58,392.67,418.625
"7305","20ETH0100O1",473.55,426.75,450.15
"7306","20ETH0101N1",453.5,266.7,360.1
"7307","20ETH0102M1",462.43,333.47,397.95
"7308","20ETH0103L1",350.19,216.69,283.44
"7309","20ETH0104K1",405.52,253.38,329.45
"7310","20ETH0106I1",433.5,305.67,369.585
"7311","20ETH0107H1",409.64,290.57,350.105
"7312","20ETH0108G1",549.33,422.4,485.865
"7313","20ETH0109F1",536.62,390.62,463.62
"7314","20ETH0110V1",284.95,248.55,266.75
"7315","20ETH0111U1",493.47,404.67,449.07
"7316","20ETH0112T1",508.19,499.03,503.61
"7317","20ETH0114R1",491.05,351.68,421.365
"7318","20ETH0115Q1",594.05,472.91,533.48
"7319","20ETH0117O1",579.58,446.38,512.98
"7320","20ETH0118N1",422.39,363.11,392.75
"7321","20ETH0119M1",550.12,400.19,475.155
"7322","20ETH0121A1",466.79,294.24,380.515
"7323","20ETH0122Z1",285.79,228.57,257.18
"7324","20ETH0123Z1",478.41,426.26,452.335
"7325","20ETH0124Y1",382.58,389.58,386.08
"7326","20ETH0125X1",526,444.69,485.345
"7327","20ETH0126W1",424.16,349.48,386.82
"7328","20ETH0127V1",514.46,438.29,476.375
"7329","20ETH0128U1",498.21,474.68,486.445
"7330","20ETH0129T1",442.55,406.27,424.41
"7331","20ETH0130I1",439,483.52,461.26
"7332","20ETH0131H1",309.18,272.82,291
"7333","20ETH0132G1",493.45,360.15,426.8
"7334","20ETH0133F1",573.42,426.9,500.16
"7335","20ETH0134E1",555.67,431.27,493.47
"7336","20ETH0135D1",442.59,369.91,406.25
"7337","20ETH0136C1",381.48,328.08,354.78
"7338","20ETH0137B1",411.88,270.65,341.265
"7339","20ETH0138A1",368.53,333.47,351
"7340","20ETH0139Z1",438.23,309.64,373.935
"7341","20ETH0140P1",535.63,376.5,456.065
"7342","20ETH0141O1",483.44,358.41,420.925
"7343","20ETH0142N1",418.36,248.55,333.455
"7344","20ETH0143M1",623.02,430.14,526.58
"7345","20ETH0144L1",533.45,430.45,481.95
"7346","20ETH0145K1",466.84,434.88,450.86
"7347","20ETH0146J1",412.56,293.93,353.245
"7348","20ETH0147I1",548.28,607.56,577.92
"7349","20ETH0148H1",375.53,277.26,326.395
"7350","20ETH0149G1",261.62,282.15,271.885
"7351","20ETH0150W1",347.47,256.21,301.84
"7352","20ETH0151V1",374.42,333.42,353.92
"7353","20ETH0152U1",369,306.77,337.885
"7354","20ETH0153T1",229.67,229.67,229.67
"7355","20ETH0154S1",380.53,215.71,298.12
"7356","20ETH0155R1",485.88,358.88,422.38
"7357","20ETH0156Q1",387.98,248.55,318.265
"7358","20ETH0158O1",515.26,365.82,440.54
"7359","20ETH0159N1",566.72,441.88,504.3
"7360","20ETH0160C1",480.15,366.85,423.5
"7361","20ETH0161B1",405.69,305.67,355.68
"7362","20ETH0162A1",333.38,250,291.69
"7363","20ETH0163Z1",475.19,325.12,400.155
"7364","20ETH0164Z1",579.05,445.79,512.42
"7365","20ETH0165Y1",506.85,420.2,463.525
"7366","20ETH0166X1",533.42,440.18,486.8
"7367","20ETH0167W1",552.54,390.61,471.575
"7368","20ETH0168V1",514.13,363.61,438.87
"7369","20ETH0170J1",551.03,368.63,459.83
"7370","20ETH0171I1",482.15,328.33,405.24
"7371","20ETH0172H1",377.94,244.5,311.22
"7372","20ETH0174F1",491.08,329.42,410.25
"7373","20ETH0175E1",422.44,326,374.22
"7374","20ETH0176D1",481.14,366.82,423.98
"7375","20ETH0177C1",326.8,280.1,303.45
"7376","20ETH0179A1",495.32,333.5,414.41
"7377","20ETH0180Q1",466.81,329.69,398.25
"7378","20ETH0181P1",446.03,304.28,375.155
"7379","20ETH0182O1",326.42,270.26,298.34
"7380","20ETH0183N1",515.92,284.32,400.12
"7381","20ETH0185L1",608.44,541.91,575.175
"7382","20ETH0186K1",537.9,475.77,506.835
"7383","20ETH0187J1",458.23,406.65,432.44
"7384","20ETH0188I1",325.62,262.82,294.22
"7385","20ETH0189H1",351.27,253.4,302.335
"7386","20ETH0190X1",450.84,301.42,376.13
"7387","20ETH0191W1",494.73,401.71,448.22
"7388","20ETH0192V1",521.34,339.55,430.445
"7389","20ETH0193U1",286.35,215.71,251.03
"7390","20ETH0194T1",509.66,471.62,490.64
"7391","20ETH0195S1",466.79,638.96,552.875
"7392","20ETH0196R1",472.59,403,437.795
"7393","20ETH0197Q1",520.07,529,524.535
"7394","20ETH0198P1",450.12,358.47,404.295
"7395","20ETH0199O1",389.08,272.29,330.685
"7396","20ETH0200N1",523.89,466.93,495.41
"7397","20ETH0201M1",502.4,413.53,457.965
"7398","20ETH0203K1",525.4,461.48,493.44
"7399","20ETH0204J1",511.28,415.06,463.17
"7400","20ETH0205I1",531.17,384.09,457.63
"7401","20ETH0207G1",303.81,274.14,288.975
"7402","20ETH0209E1",344.5,222.25,283.375
"7403","20ETH0210U1",266.73,236.41,251.57
"7404","20ETH0213R1",374.54,241.08,307.81
"7405","20ETH0214Q1",433.47,325.12,379.295
"7406","20ETH0215P1",550.09,433.47,491.78
"7407","20ETH0216O1",365.24,238.14,301.69
"7408","20ETH0217N1",229.67,200,214.835
"7409","20ETH0218M1",376.36,371.61,373.985
"7410","20ETH0219L1",287.04,234.83,260.935
"7411","20ETH0220A1",583.41,450.16,516.785
"7412","20ETH0221Z1",350.12,341.75,345.935
"7413","20ETH0222Z1",466.86,297.05,381.955
"7414","20ETH0223Y1",429.42,264.06,346.74
"7415","20ETH0224X1",385.33,281.56,333.445
"7416","20ETH0225W1",294.54,255.62,275.08
"7417","20ETH0226V1",409.71,342.96,376.335
"7418","20ETH0227U1",487.1,397.22,442.16
"7419","20ETH0228T1",384.69,323.19,353.94
"7420","20ETH0229S1",431.74,298.37,365.055
"7421","20ETH0230H1",413.53,289,351.265
"7422","20ETH0231G1",342.33,262.27,302.3
"7423","20ETH0232F1",447.79,238.14,342.965
"7424","20ETH0234D1",428.69,308,368.345
"7425","20ETH0235C1",369.73,394.09,381.91
"7426","20ETH0236B1",377.83,289,333.415
"7427","20ETH0237A1",560.88,466.76,513.82
"7428","20ETH0238Z1",344.58,266.75,305.665
"7429","20ETH0239Z1",422.44,378,400.22
"7430","20ETH0240O1",333.38,428.71,381.045
"7431","20ETH0241N1",557.95,410.68,484.315
"7432","20ETH0242M1",410.46,292.42,351.44
"7433","20ETH0243L1",507.83,441.23,474.53
"7434","20ETH0244K1",460.15,280.05,370.1
"7435","20ETH0245J1",491.78,408.5,450.14
"7436","20ETH0246I1",377.87,351.23,364.55
